"id","alat","alon","address","district","plz","educational","topics","languages","name","type","parent","parentType","mo_o","mo_c","tu_o","tu_c","we_o","we_c","th_o","th_c","fr_o","fr_c","all","over","under"
"274129","52.50581","13.55291","Grabensprung 51","Biesdorf","12683","0","","","casa dei bambini","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","100","73","27"
"2032","52.49741","13.5119","Sewanstr. 197 -199","Friedrichsfelde","10319","1","","","Erlebniswelt","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","196","134","62"
"1376","52.47999","13.44072","Donaustr. 88","Neukölln","12043","2|3","0|1|2|3|4|5","0|1|2|3","Mosaik","0","1","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","130","85","45"
"640","52.52823","13.61797","Waldheimer Str. 18 -20","Hellersdorf","12627","2","","","Naseweis","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","185","135","50"
"2148","52.54884","13.56259","Jan-Petersen-Str. 27","Marzahn","12679","2","","","Schwalbennest","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","202","153","49"
"2010","52.51842","13.48247","Rudolf-Reusch-Str. 57","Lichtenberg","10367","2","","","Sonnengarten","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","65","47","18"
"627","52.52516","13.47473","Paul-Junius-Str. 32","Fennpfuhl","10369","4","","","Spatzennest","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","158","116","42"
"2060","52.55666","13.46483","Große Seestr. 5","Weißensee","13088","","","","Villa Seegarten","0","0","0","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","50","29","21"
"2523","52.62843","13.38757","Schildower Str. 20","Blankenfelde","13159","","6","","Waldkindergarten Pankow e.V. - Die Waldläufer","0","2","2","0","0","0","0","0","0","0","0","0","0","39","25","14"
"452129","52.48921","13.45475","Elsenstr. 102A","Alt-Treptow","12435","","","","2. Kita Pretty World","0","3","1","0","0","0","0","0","0","0","0","0","0","45","45","0"
"608229","52.47888","13.51387","Liepnitzstr. 49","Karlshorst","10318","2","","","ABC Kindergarten","0","4","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","25","15","10"
"2781","52.49789","13.30196","Cicerostr. 63","Wilmersdorf","10709","2","","","ABC-Kindergarten","0","4","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","25","15","10"
"686229","52.51187","13.38819","Mohrenstr. 11","Mitte","10117","","","1|4","Alegria Kiga","0","5","1","07:30","18:30","07:30","18:30","07:30","18:30","07:30","18:30","07:30","18:30","48","30","18"
"56","52.52949","13.42994","Am Friedrichshain 18A","Prenzlauer Berg","10407","5","","","Am Hain","0","0","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","80","58","22"
"209","52.4282","13.54352","Am Studio 5","Adlershof","12489","2","","","Am Studio 5 / Kitas SüdOst","0","6","0","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","83","53","30"
"606279","52.60486","13.43211","Hauptstr. 13","Französisch Buchholz","13127","","","","ASB Hugenottenhofkita Berlin","0","7","1","0","0","0","0","0","0","0","0","0","0","123","null","null"
"182129","52.49579","13.47457","Am Speicher 2","Friedrichshain","10245","6|2","","","Außenstelle FRÖBEL Kindergarten Palmkernzeile","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","20","20","0"
"2425","52.49107","13.40597","Blücherstr. 46 -47","Kreuzberg","10961","7|2","","","AWO Europakita","0","9","3","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","90","54","36"
"480129","52.52477","13.34646","Alt-Moabit 98","Moabit","10559","","","","AWO Kita am Spreebogen","0","9","3","0","0","0","0","0","0","0","0","0","0","40","30","10"
"1125","52.40287","13.5099","Jeanette-Wolff-Str. 13","Rudow","12355","2","","","AWO Kita Die wilde 13","0","10","3","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","105","105","0"
"1454","52.5981","13.30572","Erholungsweg 1","Tegel","13509","2","","","AWO Kita Freie Scholle","0","10","3","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","75","57","18"
"1996","52.48522","13.53412","Honnefer Str. 25","Karlshorst","10318","2","","","AWO Kita Grashüpfer","0","10","3","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","150","150","0"
"1109","52.49528","13.43187","Reichenberger Str. 122","Kreuzberg","10999","2","","","AWO Kita Kastanie","0","9","3","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","60","36","24"
"1020","52.56918","13.30844","Klixstr. 31D","Reinickendorf","13403","2","","","AWO Kita Kinderwelt","0","10","3","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","135","95","40"
"2424","52.49268","13.40258","Baerwaldstr. 56","Kreuzberg","10961","7|8|1|2","","","AWO Kita Löwenzahn","0","9","3","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","106","66","40"
"2314","52.50326","13.35661","Derfflingerstr. 21","Tiergarten","10785","2","2|3","","AWO Kita Maulwurf","0","9","3","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:30","56","41","15"
"2736","52.45466","13.62078","Peter-Hille-Str. 4","Friedrichshagen","12587","2","","","AWO Kita Müggelzwerge","0","10","3","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","75","75","0"
"552","52.54669","13.39172","Putbusser Str. 30","Gesundbrunnen","13355","2","","","AWO Kita Rosa Marzipan","0","9","3","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","32","14","18"
"2786","52.43501","13.45824","Juchaczweg 11","Buckow","12351","2","","","AWO Kita Schatzinsel","0","10","3","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","105","81","24"
"726","52.52684","13.3323","Turmstr. 71","Moabit","10559","2","0|1|2|3|4","","AWO Kita Schmetterling","0","9","3","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:00","65","45","20"
"1219","52.575793","13.2716177","Bernauer Str. 136","Tegel","13629","9|10|4|2","","","AWO Kita Schneckenhaus","0","10","3","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","90","90","0"
"553","52.55432","13.36565","Reinickendorfer Str. 62","Wedding","13347","8|10|11|4|2","","","AWO Kita Sonnenblume","0","9","3","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","157","127","30"
"2737","52.43755","13.55659","Zinsgutstr. 38","Adlershof","12489","2","","","AWO Kita Sonnenkinder","0","10","3","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","70","49","21"
"2735","52.4752","13.47536","Dammweg 155 -157","Plänterwald","12437","9|4|1|2","","","AWO Kita Spatzennest","0","10","3","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","136","86","50"
"904","52.50016","13.42252","Oranienstr. 192","Kreuzberg","10999","8|2","","","AWO Kita Wassertropfen","0","9","3","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","54","52","2"
"337129","52.53319","13.5416","Murtzaner Ring 70 -72","Marzahn","12681","2","0|2","","AWO pro:mensch","0","11","3","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","120","120","0"
"1568","52.53422","13.13593","Brunsbütteler Damm 413","Staaken","13591","2","0|1|2|3|4|6","","AWO-Kita Feldhäuschen","0","12","3","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:00","85","59","26"
"557","52.45847","13.15615","Mascha-Kaleko-Weg 3","Kladow","14089","2","4","","AWO-Kita Kladow","0","12","3","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","90","70","20"
"537","52.47075","13.13022","Saint-Exupery-Str. 10","Kladow","14089","2","2","","AWO-Kita Landstadt Gatow","0","12","3","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","140","90","50"
"1715","52.54635","13.1921","Falkenseer Chaussee 8","Spandau","13589","","","","AWO-Kita Sternschnuppe","0","12","3","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","16:30","195","137","58"
"1520","52.55252","13.21016","Neuendorfer Str. 56","Hakenfelde","13585","10","2|3|4","","AWO-Kita Wundertüte","0","12","3","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","140","102","38"
"2783","52.53136","13.14632","Zweiwinkelweg 12","Staaken","13591","2","","","AWO-Kita Zwergenwinkel","0","12","3","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:00","139","101","38"
"524229","52.53482","13.44429","Anton-Saefkow-Str. 64B","Prenzlauer Berg","10407","12","0","","Bambini-Oase - Casa gialla","0","13","1","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","55","30","25"
"364229","52.5315585","13.3889139","Invalidenstr. 130","Mitte","10557","13|0|12|2|3","0|1|2|3|4|6|5","1","BCS Kindergarten Preschool","0","14","1","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","320","217","103"
"1097","52.54771","13.42238","Wichertstr. 24","Prenzlauer Berg","10439","13|2","2|3","1","Berlin Kids international Kita","0","15","1","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","85","69","16"
"2986","52.52678119999999","13.3900456","Linienstr. 122 -124","Mitte","10178","3","","1","Berlin Metropolitan School","1","16","1","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","130","130","0"
"519229","52.45391","13.56792","Lindenstr. 26","Köpenick","12555","","","","Bewegte Kita","0","17","1","0","0","0","0","0","0","0","0","0","0","23","17","6"
"205129","52.46944","13.33059","Handjerystr. 46","Friedenau","12161","0","","1","Bilinguales Montessori-Kinderhaus Friedenau","0","18","1","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","100","60","40"
"672279","52.45996539999999","13.5338494","Treskowallee 22 - 24","Karlshorst","12459","","","","BIP Kreativitätskita Treskow-Höfe","0","19","1","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","100","65","35"
"594","52.53781","13.61788","Albert-Kuntz-Str. 41","Hellersdorf","12627","2|3","0|1|2|4|6","","BOOT-Kita Am Kirschbaum","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","167","105","62"
"1028","52.50104","13.33828","Augsburger Str. 12","Schöneberg","10789","2","2","","BOOT-Kita Augsburg","0","20","1","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","162","107","55"
"181","52.51358","13.43601","Koppenstr. 15","Friedrichshain","10243","2","2","","BOOT-Kita Farbenland","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","186","98","88"
"611","52.43284","13.38368","Fritz-Werner-Str. 43","Mariendorf","12277","2","2|4","","BOOT-Kita Fritz-Werner","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","157","86","71"
"2265","52.53657","13.58899","Suhler Str. 43","Hellersdorf","12629","2","2","","BOOT-Kita Haus Lach und Krach","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","139","80","59"
"1874","52.48052","13.36158","Leberstr. 69 -77","Schöneberg","10829","2","","","BOOT-Kita Sonneninsel","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","130","83","47"
"636","52.51618","13.58054","Gadebuscher Str. 21","Hellersdorf","12619","2","2","","BOOT-Kita Spatzenhaus","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","192","117","75"
"612","52.39707","13.41506","Weilburgstr. 11","Lichtenrade","12309","","","","BOOT-Kita Traumburg","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","153","98","55"
"463","52.59067","13.36629","Uhlandstr. 33","Wilhelmsruh","13158","2","0|1|2|4|6","","BOOT-Kita Uhlandzwerge","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","185","108","77"
"2239","52.54147","13.58572","Fercher Str. 10 -12","Hellersdorf","12629","2","0|1|2|4|6|5","","BOOT-Kita Wummelbude","0","20","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","169","99","70"
"690","52.42678","13.43398","Buckower Damm 192","Buckow","12359","14","","","Buckower Spatzen Bewegungskindergarten","0","21","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","95","65","30"
"461129","52.4412","13.60632","Alfred-Randt-Str. 60","Köpenick","12559","2|3","2|4|6","","Bude-Kids","2","22","1","07:30","12:30","07:30","12:30","07:30","12:30","07:30","12:30","07:30","12:30","15","15","0"
"789","52.57264","13.57542","Schorfheidestr. 48 - 50","Marzahn","12689","2|3","1|2|4","","Bunte Kinderwelt","0","23","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","220","158","62"
"764329","52.45378","13.32391","Leydenallee 90","Steglitz","12167","","","","Cardelinas","0","24","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","42","null","null"
"444129","52.4789","13.52888","Am Carlsgarten 16","Karlshorst","10318","2","0|1|2|3|4","1","Carlis Ponyhof","0","25","1","06:30","18:30","06:30","18:30","06:30","18:30","06:30","18:30","06:30","18:30","150","75","75"
"708229","52.53558","13.42963","Jablonskistr. 35","Prenzlauer Berg","10405","2","2|3|4","1","Cheburashka - Winsviertel","0","26","1","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","20","14","6"
"153129","52.52535","13.29891","Mindener Str. 11","Charlottenburg","10589","2","2","5","Cheburashka-Charlottenburg","0","26","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","17","12","5"
"242179","52.39394","13.42029","Nahariyastr. 40","Lichtenrade","12309","2","2|3|4","5","Cheburashka-Tempelhof","0","26","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","24","18","6"
"662229","52.52532","13.4714","Rudolf-Seiffert-Str. 53","Fennpfuhl","10369","","","","Christliche Kita Fischlein","0","27","1","0","0","0","0","0","0","0","0","0","0","25","null","null"
"100029","52.63011","13.28688","Karmeliterweg 14","Frohnau","13465","0","2","1","Christliche Montessori-Kindertagesstätte","0","28","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","35","23","12"
"128179","52.50709","13.49498","Eitelstr. 16","Rummelsburg","10317","2","4","","CityKids Berlin","0","29","1","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","89","49","40"
"1741","52.53848","13.26828","Lenther Steig 4","Siemensstadt","13629","2","","","CJD Kindertagesstätte Stubs und Fridolin","0","30","1","0","0","0","0","0","0","0","0","0","0","80","64","16"
"454129","52.4047","13.52552","Schönefelder Chaussee 187A","Altglienicke","12524","2","1|4","","CJD Kita an der Milchstraße","0","30","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","180","120","60"
"709329","52.54863","13.4159","Greifenhagener Str. 48","Prenzlauer Berg","10437","","","","Coworking Toddler Prenzlauer Berg","0","31","1","0","0","0","0","0","0","0","0","0","0","12","null","null"
"584229","52.54599","13.51209","Marzahner Str. 14","Alt-Hohenschönhausen","13053","","","4","das Bildungshaus","0","32","1","0","0","0","0","0","0","0","0","0","0","50","null","null"
"520229","52.55759","13.20754","Streitstr. 74","Hakenfelde","13587","2","0|1|4","","Das Haus der kleinen Freunde","0","33","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","25","16","9"
"148129","52.5406","13.41879","Dunckerstr. 90A","Prenzlauer Berg","10439","","","","Deutsch-chinesische Kita","1","34","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","27","27","0"
"2984","52.49375","13.3221","Pfalzburger Str. 62","Wilmersdorf","10719","","","","Deutsch-Englischer Kindergarten Lilolei","0","35","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","30","25","5"
"2937","52.52015","13.46155","Eldenaer Str. 44","Prenzlauer Berg","10247","3","2","6","Deutsch-Französische Kita ","0","36","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","30","15","15"
"775","52.55454","13.33541","Afrikanische Str. 121","Wedding","13351","2|3","0|1|3|4|6","6","Deutsch-Französische Kita/Kigä City","0","37","0","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","142","92","50"
"628279","52.50875","13.23674","Dickensweg 17 -19","Westend","14055","3","3","1","Dickenskita","0","38","1","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","36","36","0"
"417","52.38375","13.39981","Briesingstr. 30","Lichtenrade","12307","","","","Die Kindergärtnerei","0","39","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","15:30","07:30","17:00","25","16","9"
"1426","52.47962","13.42305","Weisestr. 4","Neukölln","12049","0","","","Die Kinkies","1","40","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","20","11","9"
"1102","52.54902","13.15761","Im Spektefeld 26","Falkenhagener Feld","13589","","","","DIE KITA der Ev.-Paul-Gerhard-Kgm.","0","41","4","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","30","18","12"
"361129","52.49401","13.43183","Forster Str. 17","Kreuzberg","10999","12|2","","","Die kleine Welt","1","42","2","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","16","16","0"
"742229","52.5720428","13.3137411","Eichborndamm 42 - 45","Reinickendorf","13437","","","","Die kleinen Grünschnäbel II","0","43","1","0","0","0","0","0","0","0","0","0","0","50","null","null"
"510229","52.52859","13.19165","Seeburger Str. 9 - 11","Wilhelmstadt","13581","","","","Die kleinen Piraten","0","8","1","06:00","19:00","06:00","19:00","06:00","19:00","06:00","19:00","06:00","19:00","95","62","33"
"130129","52.51885","13.45049","Eckertstr. 17","Friedrichshain","10249","15","","5","Die schlauen Mäuschen","0","44","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","30","30","0"
"2874","52.52788","13.546","Allee der Kosmonauten 79","Marzahn","12685","3","0","","Die Senfkörner","0","45","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","35","22","13"
"690229","52.51697","13.29397","Nehringstr. 32","Charlottenburg","14059","","","","Die wilden 25","1","46","1","0","0","0","0","0","0","0","0","0","0","24","null","null"
"2742","52.51023","13.2438","Flatowallee 16 -24","Westend","14055","0|2","","","Die wilden Westender","0","47","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","53","31","22"
"413129","52.51259","13.31175","Bismarckstr. 25","Charlottenburg","10627","3","4","","Die Zauberflöten - Kita an der Deutschen Oper","0","48","1","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","55","39","16"
"773379","52.56987","13.49442","Nienhagener Str. 21","Neu-Hohenschönhausen","13051","","","","Dracos Drachen Kids","0","49","1","0","0","0","0","0","0","0","0","0","0","45","null","null"
"1790","52.47887369999999","13.3338885","Wexstr. 20","Wilmersdorf","12159","2","","","EIKITA Felix","1","50","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","17","9","8"
"1248","52.48752","13.35033","Wartburgstr. 6","Schöneberg","10825","6","","","Ei-Kita Humpty Dumpty","1","51","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","24","14","10"
"520","52.51835","13.30786","Alt-Lietzow 7","Charlottenburg","10587","2","4|6","","EiKiTa Pünktchen","1","52","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","15:00","16","12","4"
"1163","52.47077","13.3281","Bundesallee 76A","Friedenau","12161","2","","","EKG - Bundesallee 76A","3","53","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","16","14","2"
"825","52.43553","13.34554","Gallwitzallee 4","Lankwitz","12249","","","","EKG - Gallwitzallee 4","3","54","4","08:00","12:00","08:00","12:00","08:00","12:00","08:00","12:00","08:00","12:00","15","15","0"
"1051","52.48386","13.27531","Furtwänglerstr. 5","Grunewald","14193","","","","EKG - Grunewald","3","55","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","17","14","3"
"1112","52.4223","13.26061","Heimat 27","Zehlendorf","14165","","","","EKG - Heimat 27","3","56","4","08:30","12:30","08:30","12:30","08:30","12:30","08:30","12:30","08:30","12:30","16","16","0"
"1052","52.48227","13.2908","Hohenzollerndamm 130","Schmargendorf","14199","9|4","","","EKG - Hohenzollerndamm 130","3","57","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","16","15","1"
"1156","52.51171","13.18618","Jaczostr. 52","Wilhelmstadt","13595","","","","EKG - Jaczostr. 52","3","58","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","15","15","0"
"742","52.45415","13.14448","Kladower Damm 369","Kladow","14089","","","","EKG - Kladower Damm 369","3","59","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","15","15","0"
"743","52.54144","13.26742","Schuckertdamm 336","Siemensstadt","13629","","","","EKG - Schuckertdamm 336-338","3","60","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","15","15","0"
"1103","52.55892","13.18225","Schwanter Weg 3","Hakenfelde","13589","","","","EKG - Schwanter Weg 3","3","61","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","15","15","0"
"928","52.44709","13.12651","Sakrower Landstr. 100","Kladow","14089","","","","EKT -  Eichhörnchenbande","1","62","2","0","0","0","0","0","0","0","0","0","0","45","38","7"
"587","52.47191","13.44419","Schöneweider Str. 20","Neukölln","12055","3","2","","EKT -  Kleine Fische","1","63","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","24","16","8"
"1201","52.421","13.48795","Neuköllner Str. 312","Rudow","12357","2","","","EKT - Balou","1","64","2","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","17:30","49","39","10"
"733","52.54228","13.35941","Sparrstr. 20","Wedding","13353","2","2","","EKT - Eisbär","1","65","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","15","11","4"
"978","52.48119","13.44403","Innstr. 35","Neukölln","12045","2","","","EKT - Minnie Maus Verein z.Errichtung u.Betreibung v.EKT's e.V.","1","64","2","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","17:30","44","42","2"
"2290","52.52493","13.3964","Krausnickstr. 3A","Mitte","10115","","","","EKT - Pippi Langstrumpf","1","66","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","14","14","0"
"1441","52.46965","13.4249","Warthestr. 56","Neukölln","12051","2","","","EKT - Pumuckel Verein z.Errichtung u.Betreibung v.EKT's e.V.","1","64","2","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","17:30","53","41","12"
"243","52.48732","13.39698","Heimstr. 16","Kreuzberg","10965","10","","","EKT - Wildblume e.V.","1","67","2","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","15","11","4"
"2502","52.48645","13.39379","Fidicinstr. 23","Kreuzberg","10965","6|10","","1","EKT - Wildblume e.V.","1","67","2","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","15","9","6"
"2610","52.54383","13.41964","Schliemannstr. 33","Prenzlauer Berg","10437","2","","","EKT - 10 Vorne","1","68","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","26","21","5"
"1032","52.48226","13.42353","Karlsgartenstr. 4","Neukölln","12049","2","","","EKT - 1001 Nacht","1","69","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","38","29","9"
"1251","52.49474","13.33937","Motzstr. 63","Schöneberg","10779","","","","EKT - Abrakadabra","1","70","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","14","8","6"
"1610","52.50069","13.42359","Mariannenstr. 47","Kreuzberg","10999","2","","","EKT - Affentanz","1","71","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","26","16","10"
"1303","52.46042","13.32034","Zimmermannstr. 13","Steglitz","12163","2","","","EKT - Ahörnchen","1","72","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:00","16","13","3"
"870","52.46628","13.43635","Kranoldstr. 1","Neukölln","12051","2","","","EKT - Ali Baba u.seine Räuber","1","73","2","0","0","0","0","0","0","0","0","0","0","54","54","0"
"2548","52.46618","13.4362","Kranoldstr. 1A","Neukölln","12051","10","","","EKT - Ali Baba und seine Räuber","1","73","2","0","0","0","0","0","0","0","0","0","0","18","18","0"
"334","52.52995","13.33154","Waldstr. 15","Moabit","10551","","","","EKT - ALIBABA","1","74","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","15","15","0"
"381","52.4894","13.41475","Graefestr. 39","Kreuzberg","10967","","","","EKT - Alles Banane","1","75","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","14","14","0"
"2750","52.47139","13.43183","Altenbraker Str. 10","Neukölln","12053","","","","EKT - Altenbraker Kinderladen - Altenbraker Str. 10","1","76","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","30","18","12"
"1137","52.47872","13.34628","Ebersstr. 40","Schöneberg","10827","","","","EKT - Amsel","1","77","2","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","18","14","4"
"1255","52.48688","13.34262","Salzburger Str. 7","Schöneberg","10825","","","","EKT - Amtomokarasachmo","1","78","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","17","17","0"
"768","52.58219","13.38896","Blumenthalstr. 18","Niederschönhausen","13156","0","","","EKT - Arbeitsgruppe für Montessori-Pädagogik","1","79","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","26","23","3"
"924","52.52952","13.3155","Huttenstr. 31","Moabit","10553","","","","EKT - Arche Moabit","1","80","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","30","25","5"
"1809","52.48195","13.32163","Hildegardstr. 16","Wilmersdorf","10715","2","","","EKT - Arche Noah","1","81","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","21","21","0"
"803","52.55123","13.38913","Zingster Str. 12","Gesundbrunnen","13357","16","2|6","","EKT - Auenland","1","82","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","40","30","10"
"1533","52.46937","13.43159","Nogatstr. 24","Neukölln","12051","","","","EKT - Babbelgamm","1","83","2","0","0","0","0","0","0","0","0","0","0","17","17","0"
"1247","52.47586","13.32587","Mainauer Str. 6","Friedenau","12161","","","","EKT - Berliner Malbüro","1","84","2","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","08:00","16:30","15","15","0"
