"id","alat","alon","address","district","plz","educational","topics","languages","name","type","parent","parentType","mo_o","mo_c","tu_o","tu_c","we_o","we_c","th_o","th_c","fr_o","fr_c","all","over","under"
"377129","52.6548","13.28528","Staehleweg 1 (Hausnummer 46)","Frohnau","13465","2","2|6","","EKT Wurzelkinder","1","483","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","15","3","12"
"717","52.48314","13.35588","Ebersstr. 12","Schöneberg","10827","","","","EKT Zappzarapp","1","484","2","08:15","15:30","08:15","15:30","08:15","15:30","08:15","15:30","08:15","15:30","15","15","0"
"2982","52.54635","13.45711","Herbert-Baum-Str. 34","Weißensee","13088","9|6","3","1","EKT Zilli-Billi-Willi","1","485","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","22","5","17"
"446129","52.54828","13.44868","Streustr. 5","Weißensee","13086","9|6","0|3","1","EKT Zilli-Billi-Willi","1","485","2","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","17","17","0"
"1436","52.48568","13.43326","Jansastr. 14","Neukölln","12045","","","","EKT Zottelbär","1","486","2","0","0","0","0","0","0","0","0","0","0","13","13","0"
"1859","52.42807","13.22362","Lissabonallee 6","Nikolassee","14163","2","","","EKT Zwölf Knirpse","1","487","2","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","17","17","0"
"488229","52.43503","13.30586","Drakestr. 9B","Lichterfelde","12205","","5","4","el caracol - bilingualer Kindergarten","0","488","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","60","40","20"
"573279","52.45887","13.31467","Grunewaldstr. 46","Steglitz","12165","","5","4","el caracol bilingualer Kindergarten","0","488","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","55","30","25"
"122129","52.53462","13.39849","Brunnenstr. 30","Mitte","13357","2","0|1|3|4|6","4","El mundo de los ninos","0","489","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","42","28","14"
"327129","52.53092","13.40948","Fehrbelliner Str. 97","Prenzlauer Berg","10119","2","0|1|3|4|6","4","El mundo de los ninos","0","489","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","25","17","8"
"541229","52.53425","13.40113","Fehrbelliner Str. 51","Mitte","10119","2","0|1|3|4|6","4","El mundo de los ninos","0","489","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","65","44","21"
"751229","52.48931","13.45091","Wildenbruchstr. 41","Alt-Treptow","12435","13|0","0|5","","Elterninitiativ-Kita Kunger Küken","1","490","2","0","0","0","0","0","0","0","0","0","0","25","null","null"
"957","52.50306","13.42231","Waldemarstr. 57","Kreuzberg","10999","","","","Eltern-Kinder-Schülergruppe ","0","491","1","0","0","0","0","0","0","0","0","0","0","30","30","0"
"609229","52.43945","13.35378","Alt-Lankwitz 15","Lankwitz","12247","","","","Eltern-Kind-Gruppe","3","492","4","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","15","15","0"
"956","52.50384","13.42445","Mariannenplatz 2","Kreuzberg","10997","","","","Eltern-Kind-Gruppe Kreuzberg-Nord","0","493","1","0","0","0","0","0","0","0","0","0","0","48","33","15"
"709279","52.53548","13.3984","Brunnenstr. 33","Mitte","13357","","","","Eschkol Kindergarten","0","494","1","0","0","0","0","0","0","0","0","0","0","25","null","null"
"1904","52.47984","13.34759","Kärntener Str. 27","Schöneberg","10827","3","0","1","Europa-Kindergarten Max und Moritz","0","495","1","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","88","53","35"
"1341","52.41678","13.36955","Kirchstr. 31","Marienfelde","12277","2","1|4|6","","Ev. Dreikönigs-Kita","0","496","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","16:00","65","47","18"
"815","52.51784","13.26237","Eichenallee 53","Westend","14050","","","","Ev. Halbtagskita Neu-Westend","0","497","4","07:45","15:00","07:45","15:00","07:45","15:00","07:45","15:00","07:45","15:00","30","20","10"
"2362","52.54861","13.3499","Seestr. 35","Wedding","13627","","","","Ev. Kinderhaus Kapernaum","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","60","60","0"
"1485","52.56979","13.37572","Hausotterplatz 3","Reinickendorf","13409","","","","Ev. Kindertagesstätte","0","499","4","0","0","0","0","0","0","0","0","0","0","59","59","0"
"571","52.48283","13.34803","Dominicusstr. 21A","Schöneberg","10827","2","0|2|3|6|7","","Ev. Kindertagesstätte Alt-Schöneberg","0","496","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","70","38","32"
"1283","52.44702","13.35127","Buhrowstr. 6 -7","Steglitz","12167","","","","Ev. Kindertagesstätte Südende","0","500","4","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","130","130","0"
"1481","52.57235","13.30957","Auguste-Viktoria-Allee 51","Reinickendorf","13403","","","","Ev. Kita Albert-Schweitzer/Ev. Segenskirchengemeinde","0","501","4","0","0","0","0","0","0","0","0","0","0","100","100","0"
"504","52.47284","13.29343","Kirchstr. 15 16","Schmargendorf","14199","2","2|4|6|7","","Ev. Kita Alt-Schmargendorf","0","496","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","16:00","47","37","10"
"1336","52.46122","13.37858","Albrechtstr. 105 - 106","Tempelhof","12103","4|2","3|4|6","","Ev. Kita Alt-Tempelhof","0","496","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","164","94","70"
"2494","52.54451","13.38967","Gustav-Meyer-Allee 2","Gesundbrunnen","13355","","","","Ev. Kita am Humboldthain","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","70","70","0"
"420","52.47677","13.44463","Donaustr. 66","Neukölln","12043","4","","","Ev. Kita Brüdergemeinde","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","81","54","27"
"2927","52.43078","13.45074","Bohm-Schuch-Weg 9","Gropiusstadt","12351","","","","Ev. Kita Coretta King","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","136","94","42"
"2926","52.47169","13.46606","Aronsstr. 134","Neukölln","12057","8|4|2","","","Ev. Kita Debora","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","117","85","32"
"421","52.43006","13.47233","Lipschitzallee 23","Gropiusstadt","12353","2","","","Ev. Kita Dreieinigkeit","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","119","75","44"
"2311","52.522","13.33034","Wikingerufer 9","Moabit","10555","","","","Ev. Kita Erlöser","0","498","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","60","60","0"
"173","52.51786","13.45615","Rigaer Str. 9","Friedrichshain","10247","","","","Ev. Kita Galiläa","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","70","70","0"
"1039","52.51097","13.22244","Angerburger Allee 56","Westend","14055","25","6","","Ev. Kita Grünes Dreieck/Ev. Friedensgem. Charlottenburg","0","503","4","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","35","25","10"
"1777","52.49357","13.28309","Koenigsallee 10A","Grunewald","14193","2","2|4|6|7","","Ev. Kita Grunewald","0","496","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","60","45","15"
"2073","52.56692","13.44092","Romain-Rolland-Str. 52","Heinersdorf","13089","","","","Ev. Kita Heinersdorf","0","498","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","56","56","0"
"1409","52.44162","13.44623","Fritz-Reuter-Allee 136","Britz","12359","","","","Ev. Kita Hephatha","0","502","4","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","81","52","29"
"1489","52.61732","13.31196","Schloßstr. 39","Hermsdorf","13467","","","","Ev. Kita Hermsdorf","0","504","4","0","0","0","0","0","0","0","0","0","0","100","100","0"
"1121","52.43856","13.43524","Buckower Damm 59","Britz","12359","","","","Ev. Kita Johann-Christoph-Blumhardt","0","502","4","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","20","9","11"
"1122","52.4423","13.44631","Fritz-Reuter-Allee 130","Britz","12359","","","","Ev. Kita Kirchenwichtel","0","502","4","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","15","10","5"
"642","52.55927","13.34405","Dubliner Str. 29","Wedding","13349","","","","Ev. Kita Kornelius","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","55","55","0"
"1411","52.47272","13.44132","Karl-Marx-Str. 197","Neukölln","12057","2","","","Ev. Kita Magdalenen/Kirchenkr. Neukölln","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","122","84","38"
"1410","52.42827","13.45591","Martin-Luther-King-Weg 7","Gropiusstadt","12353","2","","","Ev. Kita Martin Luther King","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","143","108","35"
"741","52.54143","13.24243","Gorgasring 12","Haselhorst","13599","","","","Ev. Kita Martin-Albertz-Haus","0","505","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","120","80","40"
"1086","52.49478","13.41374","Planufer 84","Kreuzberg","10967","","","","Ev. Kita Melanchthon","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","50","50","0"
"2361","52.54785","13.3592","Nazarethkirchstr. 50","Wedding","13347","","","","Ev. Kita Nazareth","0","498","4","06:00","16:30","06:00","16:30","06:00","16:30","06:00","16:30","06:00","16:30","48","48","0"
"2960","52.41855","13.41635","Quarzweg 116","Buckow","12349","26|2","","","Ev. Kita Neu-Buckow","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","100","70","30"
"1089","52.49104","13.4319","Nansenstr. 27","Neukölln","12047","26|2","","","Ev. Kita Nikodemus","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","90","60","30"
"289","52.46401","13.43934","Bruno-Bauer-Str. 14","Neukölln","12051","","","","Ev. Kita Philipp Melanchthon","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","85","58","27"
"2785","52.42432","13.46636","Ulrich-von-Hassell-Weg 4","Gropiusstadt","12353","","","","Ev. Kita Regenbogen","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","120","80","40"
"2980","52.51171","13.47461","Scharnweberstr. 61","Friedrichshain","10247","","","","Ev. Kita Regenbogenfisch","0","498","4","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","75","75","0"
"735","52.51868","13.46603","Samariterstr. 27","Friedrichshain","10247","","","","Ev. Kita Samariter","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","31","31","0"
"507","52.43536","13.22062","Dubrowplatz 4","Zehlendorf","14129","2","4|6|7","","Ev. Kita Schlachtensee","0","496","4","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","55","43","12"
"175","52.50667","13.4599","Niemannstr. 1","Friedrichshain","10245","","","","Ev. Kita Sonnenblume","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","100","100","0"
"39","52.52511","13.39912","Große Hamburger Str. 28","Mitte","10115","","","","Ev. Kita Sophien","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","84","84","0"
"379","52.50047","13.4066","Wassertorstr. 21A","Kreuzberg","10969","","","","Ev. Kita St. Simeon","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","90","90","0"
"2415","52.5051035","13.4238129","Bethaniendamm 27","Kreuzberg","10179","","","","Ev. Kita St. Thomas","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","40","40","0"
"2363","52.55861","13.38788","Soldiner Str. 21","Gesundbrunnen","13359","","","","Ev. Kita Stephanus","0","498","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","80","80","0"
"422","52.46602","13.47179","Sonnenallee 311","Neukölln","12437","2","","","Ev. Kita Tabea","0","502","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","undefined","undefined","104","77","27"
"2193","52.58276","13.52874","Birkholzer Weg 76","Wartenberg","13059","","","","Ev. Kita Wartenberg","0","498","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","23","23","0"
"2108","52.58775","13.36657","Goethestr. 3","Wilhelmsruh","13158","","","","Ev. Kita Wilhelmsruh","0","498","4","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","55","55","0"
"695","52.48464","13.43635","Fuldastr. 48","Neukölln","12045","","","","Ev. Kita/Kirchenkreis Neukölln","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","48","38","10"
"413","52.46352","13.39168","Götzstr. 28","Tempelhof","12099","","","","Ev. Paulus-KG Tempelhof","0","506","4","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","06:30","17:00","66","66","0"
"1044","52.38527","13.40557","Goltzstr. 33","Lichtenrade","12307","","","","Ev. Teilzeit-Kita Goltzstraße","0","507","4","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00","29","29","0"
"1414","52.42014","13.51481","Neudecker Weg 33","Rudow","12355","","","","Ev.Kita Momo","0","502","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","121","83","38"
"2887","52.40526","13.40244","Rackebüller Weg 64","Lichtenrade","12305","","","","Ev.Teilzeit-Kita im Rackebüller Weg","0","507","4","07:30","14:30","07:30","14:30","07:30","14:30","07:30","14:30","07:30","14:30","21","18","3"
"2308","52.52483","13.34927","Alt-Moabit 25","Moabit","10559","2","","","Evangelische Kindertagesstätte St. Johannis","0","508","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","75","50","25"
"282","52.48597","13.39244","Schwiebusser Str. 6","Kreuzberg","10965","","","","Evangelische Kita 1","0","498","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","36","36","0"
"122","52.55278","13.41392","Schönhauser Allee 104","Prenzlauer Berg","10439","","","","Evangelische Kita Arche","0","509","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","50","43","7"
"2419","52.49019","13.39384","Zossener Str. 22","Kreuzberg","10969","","","","Evangelische Kita Arche","0","498","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","98","98","0"
"2194","52.55367","13.50362","Malchower Weg 44","Alt-Hohenschönhausen","13053","","","","Evangelische Kita Arche Noah","0","498","4","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","48","48","0"
"1783","52.48516","13.32379","Wilhelmsaue 118","Wilmersdorf","10715","2","0|4|7","","Evangelische Kita Auen","0","496","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:00","73","63","10"
"1660","52.53966","13.30004","Heckerdamm 226","Charlottenburg-Nord","13627","4","0|1|2|4|7","","Evangelische Kita Plötzensee","0","510","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:30","65","25","40"
"775229","52.60239","13.35953","Senftenberger Ring 29","Märkisches Viertel","13439","","","","Evangelische Kita Regenbogen","0","498","4","0","0","0","0","0","0","0","0","0","0","135","null","null"
"393129","52.51517","13.33466","Wegelystr. 10 - 12","Charlottenburg","10623","","","","Evangelische Kita St. Ursula","0","498","4","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","50","50","0"
"123","52.53484","13.42646","Winsstr. 24","Prenzlauer Berg","10405","","","","Evangelische Kita Winsstraße","0","509","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","50","43","7"
"404","52.42235","13.26012","Leo-Baeck-Str. 6","Zehlendorf","14167","2","","","Evangelische Kita Zur Heimat","0","511","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","70","70","0"
"2291","52.55171","13.45904","Albertinenstr. 20 -23","Weißensee","13086","","","","Evangelische Stephanus-Kita","0","509","4","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","51","33","18"
"1943","52.40008","13.58137","Neptunstr. 10","Bohnsdorf","12526","5","","","Evangelischer Forscherkindergarten Apfelbäumchen","0","512","4","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","50","50","0"
"272129","52.57331","13.4023","Rudolf-Ditzen-Weg 24","Niederschönhausen","13156","16","","","Filiale Rudolf-Ditzen-Weg","0","513","1","0","0","0","0","0","0","0","0","0","0","28","28","0"
"2831","52.53375","13.40618","Zionskirchstr. 49","Mitte","10119","10|16","","","Fliederhof Waldorfkindergarten Berlin-Mitte","1","514","2","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","41","32","9"
"1854","52.44638","13.30124","Tietzenweg 13","Lichterfelde","12203","25","","1","FlowerKids Kindergarten","0","515","1","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","73","55","18"
"358129","52.54594","13.41056","Cantianstr. 15","Prenzlauer Berg","10437","24","","","Folli Folletti","1","516","2","08:15","17:15","08:15","17:15","08:15","17:15","08:15","17:15","08:15","17:15","20","20","0"
"106129","52.54802","13.42283","Wichertstr. 57","Prenzlauer Berg","10439","2","","","Freche Fledermäuse","0","517","1","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","22","8","14"
"556229","52.55447","13.40976","Tegnerstr. 8","Prenzlauer Berg","10439","2|3","1|3|4|6","","Freude Kindergarten","0","518","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","28","18","10"
"675229","52.45812","13.51104","Brückenstr. 24","Niederschöneweide","12459","2|3","1|3|4|6","","freude Kita Niederschöneweide","0","518","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","31","21","10"
"770229","52.4579203","13.5115703","Brückenstr. 8","Niederschöneweide","12459","2","1|3|4|6","","FREUDE Kita Niederschöneweide 2","0","518","1","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","39","24","15"
"661229","52.52905","13.41359","Straßburger Str. 6B","Prenzlauer Berg","10405","","","","Fröbel Kindergarten","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","120","72","48"
"522","52.5123","13.40558","Fischerinsel 8","Mitte","10179","12","","","FRÖBEL Kindergarten Schatzinsel","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","225","156","69"
"19","52.52336","13.42123","Mollstr. 7 A","Mitte","10178","6|2","","","FRÖBEL Kindergarten Traumzauberbaum","0","8","1","06:00","19:00","06:00","19:00","06:00","19:00","06:00","19:00","06:00","19:00","240","142","98"
"810","52.51493","13.47214","Rigaer Str. 53 -54","Friedrichshain","10247","6","","","FRÖBEL Kindergarten Am Ring","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","240","157","83"
"1280","52.44283","13.31388","Augustastr. 36","Lichterfelde","12203","6","","","FRÖBEL Kindergarten Augustastrolche","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","160","115","45"
"294129","52.43487","13.53426","Hans-Schmidt-Str. 14A","Adlershof","12489","","","","FRÖBEL Kindergarten Campus Kids","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","93","59","34"
"3","52.53523","13.39925","Anklamer Str. 38","Mitte","10115","24|12","","","FRÖBEL Kindergarten Casa Fantasia","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","69","44","25"
"158","52.52028","13.43031","Palisadenstr. 30","Friedrichshain","10243","9|6|4|2","","","FRÖBEL Kindergarten FRÖBELSPATZEN","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","230","132","98"
"1229","52.49436","13.45919","Hoffmannstr. 12","Alt-Treptow","12435","6|2","","","FRÖBEL Kindergarten Heureka","0","8","1","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","06:30","17:30","76","52","24"
"303129","52.46533","13.47358","Michael-Bohnen-Ring 52","Neukölln","12057","6","","","FRÖBEL Kindergarten Highdechsen","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","80","64","16"
"766229","52.50299","13.43657","Zeughofstr. 1","Kreuzberg","10997","","","","FRÖBEL Kindergarten kaleidoscope","0","8","1","0","0","0","0","0","0","0","0","0","0","25","null","null"
"808","52.51919","13.44394","Auerstr. 13 -17","Friedrichshain","10249","6|2","","","FRÖBEL Kindergarten Kleine Füße-Naseweis","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","210","126","84"
"275129","52.5287","13.39041","Borsigstr. 32 /34","Mitte","10115","6|4","","","FRÖBEL Kindergarten Mittendrin","0","8","1","06:00","20:00","06:00","20:00","06:00","20:00","06:00","20:00","06:00","20:00","180","123","57"
"1206","52.49544","13.47438","Palmkernzeile 8","Friedrichshain","10245","6|2","","","FRÖBEL Kindergarten Palmkernzeile","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","156","94","62"
"226129","52.53375","13.27461","Wohlrabedamm 10","Siemensstadt","13629","6|12","","","FRÖBEL Kindergarten Siemens Technopark","0","8","1","06:00","20:00","06:00","20:00","06:00","20:00","06:00","20:00","06:00","20:00","115","74","41"
"2997","52.50125","13.36869","Lützowstr. 106","Tiergarten","10785","6|12","","","FRÖBEL Kindergarten Stepping Stones","0","8","1","06:00","20:00","06:00","20:00","06:00","20:00","06:00","20:00","06:00","20:00","161","97","64"
"227","52.49378","13.45803","Puschkinallee 10","Alt-Treptow","12435","6|4","","","FRÖBEL Kindergarten Wirbelwind","0","8","1","06:30","18:00","06:30","18:00","06:30","18:00","06:30","18:00","06:30","18:00","240","152","88"
"1281","52.44101","13.31666","Hindenburgdamm 30","Lichterfelde","12203","6|2","","","FRÖBEL Kindergarten Zwergenwiese","0","8","1","06:45","17:15","06:45","17:15","06:45","17:15","06:45","17:15","06:45","17:15","36","24","12"
"224","52.45307","13.50505","Südostallee 214A","Johannisthal","12487","9|6|8|4","","","FRÖBEL Kindergarten-im-Grünen","0","8","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","240","166","74"
"801229","52.54625","13.57031","Blumberger Damm 163 /165","Marzahn","12687","","","","Gemeinschaftsunterkunft Blumberger Damm (Sprachförderung)","0","519","1","0","0","0","0","0","0","0","0","0","0","15","null","null"
"537279","52.56493","13.2113","Mertensstr. 10 - 14","Hakenfelde","13587","","0|2","","Gerda und Rolf Schopf Kindertagesstätte","0","30","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","100","67","33"
"944","52.55199","13.35691","Malplaquetstr. 24","Wedding","13347","","","","Groni-Weddinger Kinder- u.Jugendzentrum","1","520","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","17","11","6"
"958","52.55024","13.36069","Malplaquetstr. 10","Wedding","13347","","","","Groni-Weddinger Kinder- u.Jugendzentrum","1","520","2","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","15","10","5"
"964","52.55057","13.35559","Amsterdamer Str. 19B","Wedding","13347","","","","Groni-Weddinger Kinder- u.Jugendzentrum","1","520","2","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","12","9","3"
"732","52.5501","13.36031","Malplaquetstr. 37","Wedding","13347","","","","Groni-Weddinger Kinder- u.Jugendzentrum - Malplaquet 37","1","520","2","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","16","16","0"
"228129","52.46689","13.31933","Kreuznacher Str. 9","Steglitz","14197","","","","Happy Kids Kreuznacher Straße","0","521","1","0","0","0","0","0","0","0","0","0","0","20","12","8"
"1888","52.46995","13.33708","Fregestr. 13 -14","Friedenau","12161","","","","Heilsarmee Kita Volltreffer","0","522","1","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","16:00","55","35","20"
"548229","52.51498","13.2881","Sophie-Charlotten-Str. 88","Charlottenburg","14059","","","","Heinrich-Zille-Kita","0","523","1","0","0","0","0","0","0","0","0","0","0","25","18","7"
"2374","52.54141","13.35385","Sprengelstr. 33","Wedding","13353","2","1|2|3|4|6","6|2|4|3","Hinterhof-Tiger","1","524","2","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","25","15","10"
"652229","52.38635","13.4112","Kirchhainer Damm 11","Lichtenrade","12309","","","","Hisa Kita Kirchhainer Damm","0","525","1","0","0","0","0","0","0","0","0","0","0","57","33","24"
"433","52.4383","13.5474","Helbigstr. 31","Adlershof","12489","17","2","","Humanistische Kita Adlershofer Marktspatzen","0","526","1","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","50","50","0"
"430","52.44811","13.5104","Engelhardstr. 10","Johannisthal","12487","12","2","","Humanistische Kita Am Park","0","526","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","84","84","0"
"209129","52.49484","13.47131","Bahrfeldtstr. 9 - 10","Friedrichshain","10245","17","2","","Humanistische Kita Bahrfeldtstraße","0","526","1","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","17:00","120","120","0"
"1372","52.47645","13.43653","Bornsdorfer Str. 14","Neukölln","12053","","","","Humanistische Kita Bornsdorfer Straße","0","526","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","88","88","0"
"445","52.45161","13.54125","Johanna-Tesch-Str. 20","Niederschöneweide","12439","","2","","Humanistische Kita Dreikäsehoch","0","526","1","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","06:00","17:30","90","90","0"
"1878","52.47213","13.34014","Sponholzstr. 16","Schöneberg","12159","","2","","Humanistische Kita Friedenauer Strolche","0","526","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","17:00","180","180","0"
"2512","52.40185","13.56862","Zur Gartenstadt 239","Bohnsdorf","12526","","2","","Humanistische Kita Gartenstadtfrösche","0","526","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","17:30","125","125","0"
"1455","52.57169","13.31612","General-Woyna-Str. 48","Reinickendorf","13405","2","2","","Humanistische Kita General-Woyna-Straße","0","526","1","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","120","120","0"
"162","52.51172","13.47384","Scharnweberstr. 60","Friedrichshain","10247","","2|4|5","","Humanistische Kita Hopsekäse","0","526","1","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","07:00","17:30","90","90","0"
"2249","52.53959","13.60142","Kastanienallee 28 -30","Hellersdorf","12629","2","2|6","","Humanistische Kita Kastanienallee","0","526","1","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","160","160","0"
