id;address;district;plz;educational;topics;languages;name;type;parent;parenttype;mo_o;mo_c;tu_o;tu_c;we_o;we_c;th_o;th_c;fr_o;fr_c;all;over;under
274129;Grabensprung 51;Biesdorf;12683;0;;;casa dei bambini;0;0;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;100;73;27
2032;Sewanstr. 197 -199;Friedrichsfelde;10319;1;;;Erlebniswelt;0;0;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;196;134;62
1376;Donaustr. 88;Neukölln;12043;2|3;0|1|2|3|4|5;0|1|2|3;Mosaik;0;1;1;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;130;85;45
640;Waldheimer Str. 18 -20;Hellersdorf;12627;2;;;Naseweis;0;0;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;185;135;50
2148;Jan-Petersen-Str. 27;Marzahn;12679;2;;;Schwalbennest;0;0;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;202;153;49
2010;Rudolf-Reusch-Str. 57;Lichtenberg;10367;2;;;Sonnengarten;0;0;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;65;47;18
627;Paul-Junius-Str. 32;Fennpfuhl;10369;4;;;Spatzennest;0;0;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;158;116;42
2060;Große Seestr. 5;Weißensee;13088;;;;Villa Seegarten;0;0;0;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;50;29;21
2523;Schildower Str. 20;Blankenfelde;13159;;6;;Waldkindergarten Pankow e.V. - Die Waldläufer;0;2;2;0;0;0;0;0;0;0;0;0;0;39;25;14
452129;Elsenstr. 102A;Alt-Treptow;12435;;;;2. Kita Pretty World;0;3;1;0;0;0;0;0;0;0;0;0;0;45;45;0
608229;Liepnitzstr. 49;Karlshorst;10318;2;;;ABC Kindergarten;0;4;1;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;25;15;10
2781;Cicerostr. 63;Wilmersdorf;10709;2;;;ABC-Kindergarten;0;4;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;25;15;10
686229;Mohrenstr. 11;Mitte;10117;;;1|4;Alegria Kiga;0;5;1;07:30;18:30;07:30;18:30;07:30;18:30;07:30;18:30;07:30;18:30;48;30;18
56;Am Friedrichshain 18A;Prenzlauer Berg;10407;5;;;Am Hain;0;0;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;80;58;22
209;Am Studio 5;Adlershof;12489;2;;;Am Studio 5 / Kitas SüdOst;0;6;0;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;83;53;30
606279;Hauptstr. 13;Französisch Buchholz;13127;;;;ASB Hugenottenhofkita Berlin;0;7;1;0;0;0;0;0;0;0;0;0;0;123;null;null
182129;Am Speicher 2;Friedrichshain;10245;6|2;;;Außenstelle FRÖBEL Kindergarten Palmkernzeile;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;20;20;0
2425;Blücherstr. 46 -47;Kreuzberg;10961;7|2;;;AWO Europakita;0;9;3;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;90;54;36
480129;Alt-Moabit 98;Moabit;10559;;;;AWO Kita am Spreebogen;0;9;3;0;0;0;0;0;0;0;0;0;0;40;30;10
1125;Jeanette-Wolff-Str. 13;Rudow;12355;2;;;AWO Kita Die wilde 13;0;10;3;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;105;105;0
1454;Erholungsweg 1;Tegel;13509;2;;;AWO Kita Freie Scholle;0;10;3;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;75;57;18
1996;Honnefer Str. 25;Karlshorst;10318;2;;;AWO Kita Grashüpfer;0;10;3;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;150;150;0
1109;Reichenberger Str. 122;Kreuzberg;10999;2;;;AWO Kita Kastanie;0;9;3;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;60;36;24
1020;Klixstr. 31D;Reinickendorf;13403;2;;;AWO Kita Kinderwelt;0;10;3;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;135;95;40
2424;Baerwaldstr. 56;Kreuzberg;10961;7|8|1|2;;;AWO Kita Löwenzahn;0;9;3;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;106;66;40
2314;Derfflingerstr. 21;Tiergarten;10785;2;2|3;;AWO Kita Maulwurf;0;9;3;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;16:30;56;41;15
2736;Peter-Hille-Str. 4;Friedrichshagen;12587;2;;;AWO Kita Müggelzwerge;0;10;3;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;75;75;0
552;Putbusser Str. 30;Gesundbrunnen;13355;2;;;AWO Kita Rosa Marzipan;0;9;3;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;32;14;18
2786;Juchaczweg 11;Buckow;12351;2;;;AWO Kita Schatzinsel;0;10;3;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;105;81;24
726;Turmstr. 71;Moabit;10559;2;0|1|2|3|4;;AWO Kita Schmetterling;0;9;3;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;16:00;65;45;20
1219;Bernauer Str. 136;Tegel;13629;9|10|4|2;;;AWO Kita Schneckenhaus;0;10;3;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;90;90;0
553;Reinickendorfer Str. 62;Wedding;13347;8|10|11|4|2;;;AWO Kita Sonnenblume;0;9;3;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;157;127;30
2737;Zinsgutstr. 38;Adlershof;12489;2;;;AWO Kita Sonnenkinder;0;10;3;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;70;49;21
2735;Dammweg 155 -157;Plänterwald;12437;9|4|1|2;;;AWO Kita Spatzennest;0;10;3;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;136;86;50
904;Oranienstr. 192;Kreuzberg;10999;8|2;;;AWO Kita Wassertropfen;0;9;3;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;54;52;2
337129;Murtzaner Ring 70 -72;Marzahn;12681;2;0|2;;AWO pro:mensch;0;11;3;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;120;120;0
1568;Brunsbütteler Damm 413;Staaken;13591;2;0|1|2|3|4|6;;AWO-Kita Feldhäuschen;0;12;3;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:00;85;59;26
557;Mascha-Kaleko-Weg 3;Kladow;14089;2;4;;AWO-Kita Kladow;0;12;3;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;90;70;20
537;Saint-Exupery-Str. 10;Kladow;14089;2;2;;AWO-Kita Landstadt Gatow;0;12;3;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;140;90;50
1715;Falkenseer Chaussee 8;Spandau;13589;;;;AWO-Kita Sternschnuppe;0;12;3;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;16:30;195;137;58
1520;Neuendorfer Str. 56;Hakenfelde;13585;10;2|3|4;;AWO-Kita Wundertüte;0;12;3;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;140;102;38
2783;Zweiwinkelweg 12;Staaken;13591;2;;;AWO-Kita Zwergenwinkel;0;12;3;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:00;139;101;38
524229;Anton-Saefkow-Str. 64B;Prenzlauer Berg;10407;12;0;;Bambini-Oase - Casa gialla;0;13;1;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;55;30;25
364229;Invalidenstr. 130;Mitte;10557;13|0|12|2|3;0|1|2|3|4|6|5;1;BCS Kindergarten Preschool;0;14;1;07:30;18:00;07:30;18:00;07:30;18:00;07:30;18:00;07:30;18:00;320;217;103
1097;Wichertstr. 24;Prenzlauer Berg;10439;13|2;2|3;1;Berlin Kids international Kita;0;15;1;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;85;69;16
2986;Linienstr. 122 -124;Mitte;10178;3;;1;Berlin Metropolitan School;1;16;1;07:30;18:00;07:30;18:00;07:30;18:00;07:30;18:00;07:30;18:00;130;130;0
519229;Lindenstr. 26;Köpenick;12555;;;;Bewegte Kita;0;17;1;0;0;0;0;0;0;0;0;0;0;23;17;6
205129;Handjerystr. 46;Friedenau;12161;0;;1;Bilinguales Montessori-Kinderhaus Friedenau;0;18;1;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;100;60;40
672279;Treskowallee 22 - 24;Karlshorst;12459;;;;BIP Kreativitätskita Treskow-Höfe;0;19;1;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;100;65;35
594;Albert-Kuntz-Str. 41;Hellersdorf;12627;2|3;0|1|2|4|6;;BOOT-Kita Am Kirschbaum;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;167;105;62
1028;Augsburger Str. 12;Schöneberg;10789;2;2;;BOOT-Kita Augsburg;0;20;1;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;162;107;55
181;Koppenstr. 15;Friedrichshain;10243;2;2;;BOOT-Kita Farbenland;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;186;98;88
611;Fritz-Werner-Str. 43;Mariendorf;12277;2;2|4;;BOOT-Kita Fritz-Werner;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;157;86;71
2265;Suhler Str. 43;Hellersdorf;12629;2;2;;BOOT-Kita Haus Lach und Krach;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;139;80;59
1874;Leberstr. 69 -77;Schöneberg;10829;2;;;BOOT-Kita Sonneninsel;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;130;83;47
636;Gadebuscher Str. 21;Hellersdorf;12619;2;2;;BOOT-Kita Spatzenhaus;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;192;117;75
612;Weilburgstr. 11;Lichtenrade;12309;;;;BOOT-Kita Traumburg;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;153;98;55
463;Uhlandstr. 33;Wilhelmsruh;13158;2;0|1|2|4|6;;BOOT-Kita Uhlandzwerge;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;185;108;77
2239;Fercher Str. 10 -12;Hellersdorf;12629;2;0|1|2|4|6|5;;BOOT-Kita Wummelbude;0;20;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;169;99;70
690;Buckower Damm 192;Buckow;12359;14;;;Buckower Spatzen Bewegungskindergarten;0;21;1;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;95;65;30
461129;Alfred-Randt-Str. 60;Köpenick;12559;2|3;2|4|6;;Bude-Kids;2;22;1;07:30;12:30;07:30;12:30;07:30;12:30;07:30;12:30;07:30;12:30;15;15;0
789;Schorfheidestr. 48 - 50;Marzahn;12689;2|3;1|2|4;;Bunte Kinderwelt;0;23;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;220;158;62
764329;Leydenallee 90;Steglitz;12167;;;;Cardelinas;0;24;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;42;null;null
444129;Am Carlsgarten 16;Karlshorst;10318;2;0|1|2|3|4;1;Carlis Ponyhof;0;25;1;06:30;18:30;06:30;18:30;06:30;18:30;06:30;18:30;06:30;18:30;150;75;75
708229;Jablonskistr. 35;Prenzlauer Berg;10405;2;2|3|4;1;Cheburashka - Winsviertel;0;26;1;08:00;18:00;08:00;18:00;08:00;18:00;08:00;18:00;08:00;18:00;20;14;6
153129;Mindener Str. 11;Charlottenburg;10589;2;2;5;Cheburashka-Charlottenburg;0;26;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;17;12;5
242179;Nahariyastr. 40;Lichtenrade;12309;2;2|3|4;5;Cheburashka-Tempelhof;0;26;1;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;24;18;6
662229;Rudolf-Seiffert-Str. 53;Fennpfuhl;10369;;;;Christliche Kita Fischlein;0;27;1;0;0;0;0;0;0;0;0;0;0;25;null;null
100029;Karmeliterweg 14;Frohnau;13465;0;2;1;Christliche Montessori-Kindertagesstätte;0;28;1;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;35;23;12
128179;Eitelstr. 16;Rummelsburg;10317;2;4;;CityKids Berlin;0;29;1;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;89;49;40
1741;Lenther Steig 4;Siemensstadt;13629;2;;;CJD Kindertagesstätte Stubs und Fridolin;0;30;1;0;0;0;0;0;0;0;0;0;0;80;64;16
454129;Schönefelder Chaussee 187A;Altglienicke;12524;2;1|4;;CJD Kita an der Milchstraße;0;30;1;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;180;120;60
709329;Greifenhagener Str. 48;Prenzlauer Berg;10437;;;;Coworking Toddler Prenzlauer Berg;0;31;1;0;0;0;0;0;0;0;0;0;0;12;null;null
584229;Marzahner Str. 14;Alt-Hohenschönhausen;13053;;;4;das Bildungshaus;0;32;1;0;0;0;0;0;0;0;0;0;0;50;null;null
520229;Streitstr. 74;Hakenfelde;13587;2;0|1|4;;Das Haus der kleinen Freunde;0;33;1;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;25;16;9
148129;Dunckerstr. 90A;Prenzlauer Berg;10439;;;;Deutsch-chinesische Kita;1;34;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;27;27;0
2984;Pfalzburger Str. 62;Wilmersdorf;10719;;;;Deutsch-Englischer Kindergarten Lilolei;0;35;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;30;25;5
2937;Eldenaer Str. 44;Prenzlauer Berg;10247;3;2;6;Deutsch-Französische Kita ;0;36;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;30;15;15
775;Afrikanische Str. 121;Wedding;13351;2|3;0|1|3|4|6;6;Deutsch-Französische Kita/Kigä City;0;37;0;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;142;92;50
628279;Dickensweg 17 -19;Westend;14055;3;3;1;Dickenskita;0;38;1;07:30;18:00;07:30;18:00;07:30;18:00;07:30;18:00;07:30;18:00;36;36;0
417;Briesingstr. 30;Lichtenrade;12307;;;;Die Kindergärtnerei;0;39;2;07:30;17:00;07:30;17:00;07:30;17:00;07:30;15:30;07:30;17:00;25;16;9
1426;Weisestr. 4;Neukölln;12049;0;;;Die Kinkies;1;40;2;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;20;11;9
1102;Im Spektefeld 26;Falkenhagener Feld;13589;;;;DIE KITA der Ev.-Paul-Gerhard-Kgm.;0;41;4;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;30;18;12
361129;Forster Str. 17;Kreuzberg;10999;12|2;;;Die kleine Welt;1;42;2;08:00;18:00;08:00;18:00;08:00;18:00;08:00;18:00;08:00;18:00;16;16;0
742229;Eichborndamm 42 - 45;Reinickendorf;13437;;;;Die kleinen Grünschnäbel II;0;43;1;0;0;0;0;0;0;0;0;0;0;50;null;null
510229;Seeburger Str. 9 - 11;Wilhelmstadt;13581;;;;Die kleinen Piraten;0;8;1;06:00;19:00;06:00;19:00;06:00;19:00;06:00;19:00;06:00;19:00;95;62;33
130129;Eckertstr. 17;Friedrichshain;10249;15;;5;Die schlauen Mäuschen;0;44;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;30;30;0
2874;Allee der Kosmonauten 79;Marzahn;12685;3;0;;Die Senfkörner;0;45;1;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;35;22;13
690229;Nehringstr. 32;Charlottenburg;14059;;;;Die wilden 25;1;46;1;0;0;0;0;0;0;0;0;0;0;24;null;null
2742;Flatowallee 16 -24;Westend;14055;0|2;;;Die wilden Westender;0;47;2;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;53;31;22
413129;Bismarckstr. 25;Charlottenburg;10627;3;4;;Die Zauberflöten - Kita an der Deutschen Oper;0;48;1;07:00;19:00;07:00;19:00;07:00;19:00;07:00;19:00;07:00;19:00;55;39;16
773379;Nienhagener Str. 21;Neu-Hohenschönhausen;13051;;;;Dracos Drachen Kids;0;49;1;0;0;0;0;0;0;0;0;0;0;45;null;null
1790;Wexstr. 20;Wilmersdorf;12159;2;;;EIKITA Felix;1;50;2;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;17;9;8
1248;Wartburgstr. 6;Schöneberg;10825;6;;;Ei-Kita Humpty Dumpty;1;51;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;24;14;10
520;Alt-Lietzow 7;Charlottenburg;10587;2;4|6;;EiKiTa Pünktchen;1;52;2;08:00;16:00;08:00;16:00;08:00;16:00;08:00;16:00;08:00;15:00;16;12;4
1163;Bundesallee 76A;Friedenau;12161;2;;;EKG - Bundesallee 76A;3;53;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;16;14;2
825;Gallwitzallee 4;Lankwitz;12249;;;;EKG - Gallwitzallee 4;3;54;4;08:00;12:00;08:00;12:00;08:00;12:00;08:00;12:00;08:00;12:00;15;15;0
1051;Furtwänglerstr. 5;Grunewald;14193;;;;EKG - Grunewald;3;55;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;17;14;3
1112;Heimat 27;Zehlendorf;14165;;;;EKG - Heimat 27;3;56;4;08:30;12:30;08:30;12:30;08:30;12:30;08:30;12:30;08:30;12:30;16;16;0
1052;Hohenzollerndamm 130;Schmargendorf;14199;9|4;;;EKG - Hohenzollerndamm 130;3;57;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;16;15;1
1156;Jaczostr. 52;Wilhelmstadt;13595;;;;EKG - Jaczostr. 52;3;58;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;15;15;0
742;Kladower Damm 369;Kladow;14089;;;;EKG - Kladower Damm 369;3;59;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;15;15;0
743;Schuckertdamm 336;Siemensstadt;13629;;;;EKG - Schuckertdamm 336-338;3;60;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;15;15;0
1103;Schwanter Weg 3;Hakenfelde;13589;;;;EKG - Schwanter Weg 3;3;61;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;15;15;0
928;Sakrower Landstr. 100;Kladow;14089;;;;EKT -  Eichhörnchenbande;1;62;2;0;0;0;0;0;0;0;0;0;0;45;38;7
587;Schöneweider Str. 20;Neukölln;12055;3;2;;EKT -  Kleine Fische;1;63;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;24;16;8
1201;Neuköllner Str. 312;Rudow;12357;2;;;EKT - Balou;1;64;2;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;17:30;49;39;10
733;Sparrstr. 20;Wedding;13353;2;2;;EKT - Eisbär;1;65;2;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;15;11;4
978;Innstr. 35;Neukölln;12045;2;;;EKT - Minnie Maus Verein z.Errichtung u.Betreibung v.EKT's e.V.;1;64;2;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;17:30;44;42;2
2290;Krausnickstr. 3A;Mitte;10115;;;;EKT - Pippi Langstrumpf;1;66;2;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;14;14;0
1441;Warthestr. 56;Neukölln;12051;2;;;EKT - Pumuckel Verein z.Errichtung u.Betreibung v.EKT's e.V.;1;64;2;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;17:30;53;41;12
243;Heimstr. 16;Kreuzberg;10965;10;;;EKT - Wildblume e.V.;1;67;2;07:00;16:00;07:00;16:00;07:00;16:00;07:00;16:00;07:00;16:00;15;11;4
2502;Fidicinstr. 23;Kreuzberg;10965;6|10;;1;EKT - Wildblume e.V.;1;67;2;07:00;16:00;07:00;16:00;07:00;16:00;07:00;16:00;07:00;16:00;15;9;6
2610;Schliemannstr. 33;Prenzlauer Berg;10437;2;;;EKT - 10 Vorne;1;68;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;26;21;5
1032;Karlsgartenstr. 4;Neukölln;12049;2;;;EKT - 1001 Nacht;1;69;1;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;38;29;9
1251;Motzstr. 63;Schöneberg;10779;;;;EKT - Abrakadabra;1;70;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;14;8;6
1610;Mariannenstr. 47;Kreuzberg;10999;2;;;EKT - Affentanz;1;71;2;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;26;16;10
1303;Zimmermannstr. 13;Steglitz;12163;2;;;EKT - Ahörnchen;1;72;2;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:00;16;13;3
870;Kranoldstr. 1;Neukölln;12051;2;;;EKT - Ali Baba u.seine Räuber;1;73;2;0;0;0;0;0;0;0;0;0;0;54;54;0
2548;Kranoldstr. 1A;Neukölln;12051;10;;;EKT - Ali Baba und seine Räuber;1;73;2;0;0;0;0;0;0;0;0;0;0;18;18;0
334;Waldstr. 15;Moabit;10551;;;;EKT - ALIBABA;1;74;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;15;15;0
381;Graefestr. 39;Kreuzberg;10967;;;;EKT - Alles Banane;1;75;2;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;14;14;0
2750;Altenbraker Str. 10;Neukölln;12053;;;;EKT - Altenbraker Kinderladen - Altenbraker Str. 10;1;76;2;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;30;18;12
1137;Ebersstr. 40;Schöneberg;10827;;;;EKT - Amsel;1;77;2;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;18;14;4
1255;Salzburger Str. 7;Schöneberg;10825;;;;EKT - Amtomokarasachmo;1;78;2;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;17;17;0
768;Blumenthalstr. 18;Niederschönhausen;13156;0;;;EKT - Arbeitsgruppe für Montessori-Pädagogik;1;79;2;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;26;23;3
924;Huttenstr. 31;Moabit;10553;;;;EKT - Arche Moabit;1;80;2;08:00;16:00;08:00;16:00;08:00;16:00;08:00;16:00;08:00;16:00;30;25;5
1809;Hildegardstr. 16;Wilmersdorf;10715;2;;;EKT - Arche Noah;1;81;2;08:00;16:00;08:00;16:00;08:00;16:00;08:00;16:00;08:00;16:00;21;21;0
803;Zingster Str. 12;Gesundbrunnen;13357;16;2|6;;EKT - Auenland;1;82;2;07:30;17:00;07:30;17:00;07:30;17:00;07:30;17:00;07:30;17:00;40;30;10
1533;Nogatstr. 24;Neukölln;12051;;;;EKT - Babbelgamm;1;83;2;0;0;0;0;0;0;0;0;0;0;17;17;0
1247;Mainauer Str. 6;Friedenau;12161;;;;EKT - Berliner Malbüro;1;84;2;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;08:00;16:30;15;15;0
1312;Moltkestr. 47;Lichterfelde;12203;12|2;2|4;;EKT - Blumenladen;1;85;2;08:00;16:00;08:00;16:00;08:00;16:00;08:00;16:00;08:00;15:00;19;14;5
2819;Esmarchstr. 24;Prenzlauer Berg;10407;;;;EKT - Bötzowstrolche;1;86;2;0;0;0;0;0;0;0;0;0;0;18;13;5
753;Leuthener Str. 8;Schöneberg;10829;2;;;EKT - Brei nach Neun;1;87;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;18;11;7
940;Platz der Luftbrücke 1 Flughafen Tempelhof;Tempelhof;12101;;;;EKT - BuDdelKiste;1;88;2;0;0;0;0;0;0;0;0;0;0;45;35;10
1912;Bülowstr. 52;Schöneberg;10783;;;;EKT - Bülowstr.;1;89;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;15;10;5
1798;Am Volkspark 83;Wilmersdorf;10715;2;;;EKT - Chiquitita;1;90;2;07:30;17:00;07:30;17:00;07:30;17:00;07:30;17:00;07:30;17:00;40;23;17
555;Mierendorffstr. 21;Charlottenburg;10589;;4;;EKT - CIP City-Initiative f. Eltern- ;1;91;2;07:00;16:30;07:00;16:30;07:00;16:30;07:00;16:30;07:00;16:30;36;21;15
696;Kluckstr. 29;Tiergarten;10785;2;3;6;EKT - Cocorico et Co;1;92;2;07:45;17:00;07:45;17:00;07:45;17:00;07:45;17:00;07:45;17:00;19;19;0
1633;Willibald-Alexis-Str. 34;Kreuzberg;10965;;;;EKT - Combo;1;93;2;0;0;0;0;0;0;0;0;0;0;17;12;5
307129;Heinrich-Roller-Str. 20;Prenzlauer Berg;10405;;;;EKT - Der Hummer aus Toronto;1;94;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;35;23;12
840;Birkenstr. 33;Moabit;10559;10|2;;;EKT - Der Kick - Initiative im Kiez;1;95;2;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;16;8;8
932;Graefestr. 84;Kreuzberg;10967;0;0|1|3|4|6;3;EKT - Der kleine Horrorladen;1;96;2;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;15;11;4
1504;Holländerstr. 14;Reinickendorf;13407;;;;EKT - Die Entdecker (1);1;97;2;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;23;23;0
100001;Holländerstr. 23;Reinickendorf;13407;;;;EKT - Die Entdecker (2);1;97;2;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;15;15;0
578229;Holländerstr. 23;Reinickendorf;13407;;;;EKT - Die Entdecker (III);1;97;2;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;14;14;0
1507;Am Bärensprung 36;Heiligensee;13503;2;6;;EKT - Die Igelkinder;1;98;2;07:00;16:30;07:00;16:30;07:00;16:30;07:00;16:30;07:00;16:00;24;14;10
1205;Liebenwalder Str. 44;Wedding;13347;2;1|3|4;;EKT - Die kleinen Chaoten;1;99;2;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;23;21;2
