id;address;district;plz;educational;topics;languages;name;type;parent;parenttype;mo_o;mo_c;tu_o;tu_c;we_o;we_c;th_o;th_c;fr_o;fr_c;all;over;under
488229;Drakestr. 9B;Lichterfelde;12205;;5;4;el caracol - bilingualer Kindergarten;0;488;1;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;60;40;20
573279;Grunewaldstr. 46;Steglitz;12165;;5;4;el caracol bilingualer Kindergarten;0;488;1;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;55;30;25
122129;Brunnenstr. 30;Mitte;13357;2;0|1|3|4|6;4;El mundo de los ninos;0;489;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;42;28;14
327129;Fehrbelliner Str. 97;Prenzlauer Berg;10119;2;0|1|3|4|6;4;El mundo de los ninos;0;489;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;25;17;8
541229;Fehrbelliner Str. 51;Mitte;10119;2;0|1|3|4|6;4;El mundo de los ninos;0;489;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;65;44;21
751229;Wildenbruchstr. 41;Alt-Treptow;12435;13|0;0|5;;Elterninitiativ-Kita Kunger Küken;1;490;2;0;0;0;0;0;0;0;0;0;0;25;null;null
957;Waldemarstr. 57;Kreuzberg;10999;;;;Eltern-Kinder-Schülergruppe ;0;491;1;0;0;0;0;0;0;0;0;0;0;30;30;0
609229;Alt-Lankwitz 15;Lankwitz;12247;;;;Eltern-Kind-Gruppe;3;492;4;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;08:00;13:00;15;15;0
956;Mariannenplatz 2;Kreuzberg;10997;;;;Eltern-Kind-Gruppe Kreuzberg-Nord;0;493;1;0;0;0;0;0;0;0;0;0;0;48;33;15
709279;Brunnenstr. 33;Mitte;13357;;;;Eschkol Kindergarten;0;494;1;0;0;0;0;0;0;0;0;0;0;25;null;null
1904;Kärntener Str. 27;Schöneberg;10827;3;0;1;Europa-Kindergarten Max und Moritz;0;495;1;07:00;19:00;07:00;19:00;07:00;19:00;07:00;19:00;07:00;19:00;88;53;35
1341;Kirchstr. 31;Marienfelde;12277;2;1|4|6;;Ev. Dreikönigs-Kita;0;496;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;06:30;16:00;65;47;18
815;Eichenallee 53;Westend;14050;;;;Ev. Halbtagskita Neu-Westend;0;497;4;07:45;15:00;07:45;15:00;07:45;15:00;07:45;15:00;07:45;15:00;30;20;10
2362;Seestr. 35;Wedding;13627;;;;Ev. Kinderhaus Kapernaum;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;60;60;0
1485;Hausotterplatz 3;Reinickendorf;13409;;;;Ev. Kindertagesstätte;0;499;4;0;0;0;0;0;0;0;0;0;0;59;59;0
571;Dominicusstr. 21A;Schöneberg;10827;2;0|2|3|6|7;;Ev. Kindertagesstätte Alt-Schöneberg;0;496;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;70;38;32
1283;Buhrowstr. 6 -7;Steglitz;12167;;;;Ev. Kindertagesstätte Südende;0;500;4;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;130;130;0
1481;Auguste-Viktoria-Allee 51;Reinickendorf;13403;;;;Ev. Kita Albert-Schweitzer/Ev. Segenskirchengemeinde;0;501;4;0;0;0;0;0;0;0;0;0;0;100;100;0
504;Kirchstr. 15 16;Schmargendorf;14199;2;2|4|6|7;;Ev. Kita Alt-Schmargendorf;0;496;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;06:30;16:00;47;37;10
1336;Albrechtstr. 105 - 106;Tempelhof;12103;4|2;3|4|6;;Ev. Kita Alt-Tempelhof;0;496;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;164;94;70
2494;Gustav-Meyer-Allee 2;Gesundbrunnen;13355;;;;Ev. Kita am Humboldthain;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;70;70;0
420;Donaustr. 66;Neukölln;12043;4;;;Ev. Kita Brüdergemeinde;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;81;54;27
2927;Bohm-Schuch-Weg 9;Gropiusstadt;12351;;;;Ev. Kita Coretta King;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;136;94;42
2926;Aronsstr. 134;Neukölln;12057;8|4|2;;;Ev. Kita Debora;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;117;85;32
421;Lipschitzallee 23;Gropiusstadt;12353;2;;;Ev. Kita Dreieinigkeit;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;119;75;44
2311;Wikingerufer 9;Moabit;10555;;;;Ev. Kita Erlöser;0;498;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;60;60;0
173;Rigaer Str. 9;Friedrichshain;10247;;;;Ev. Kita Galiläa;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;70;70;0
1039;Angerburger Allee 56;Westend;14055;25;6;;Ev. Kita Grünes Dreieck/Ev. Friedensgem. Charlottenburg;0;503;4;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;35;25;10
1777;Koenigsallee 10A;Grunewald;14193;2;2|4|6|7;;Ev. Kita Grunewald;0;496;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;60;45;15
2073;Romain-Rolland-Str. 52;Heinersdorf;13089;;;;Ev. Kita Heinersdorf;0;498;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;56;56;0
1409;Fritz-Reuter-Allee 136;Britz;12359;;;;Ev. Kita Hephatha;0;502;4;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;81;52;29
1489;Schloßstr. 39;Hermsdorf;13467;;;;Ev. Kita Hermsdorf;0;504;4;0;0;0;0;0;0;0;0;0;0;100;100;0
1121;Buckower Damm 59;Britz;12359;;;;Ev. Kita Johann-Christoph-Blumhardt;0;502;4;08:00;15:00;08:00;15:00;08:00;15:00;08:00;15:00;08:00;15:00;20;9;11
1122;Fritz-Reuter-Allee 130;Britz;12359;;;;Ev. Kita Kirchenwichtel;0;502;4;08:00;15:00;08:00;15:00;08:00;15:00;08:00;15:00;08:00;15:00;15;10;5
642;Dubliner Str. 29;Wedding;13349;;;;Ev. Kita Kornelius;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;55;55;0
1411;Karl-Marx-Str. 197;Neukölln;12057;2;;;Ev. Kita Magdalenen/Kirchenkr. Neukölln;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;122;84;38
1410;Martin-Luther-King-Weg 7;Gropiusstadt;12353;2;;;Ev. Kita Martin Luther King;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;143;108;35
741;Gorgasring 12;Haselhorst;13599;;;;Ev. Kita Martin-Albertz-Haus;0;505;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;120;80;40
1086;Planufer 84;Kreuzberg;10967;;;;Ev. Kita Melanchthon;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;50;50;0
2361;Nazarethkirchstr. 50;Wedding;13347;;;;Ev. Kita Nazareth;0;498;4;06:00;16:30;06:00;16:30;06:00;16:30;06:00;16:30;06:00;16:30;48;48;0
2960;Quarzweg 116;Buckow;12349;26|2;;;Ev. Kita Neu-Buckow;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;100;70;30
1089;Nansenstr. 27;Neukölln;12047;26|2;;;Ev. Kita Nikodemus;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;90;60;30
289;Bruno-Bauer-Str. 14;Neukölln;12051;;;;Ev. Kita Philipp Melanchthon;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;85;58;27
2785;Ulrich-von-Hassell-Weg 4;Gropiusstadt;12353;;;;Ev. Kita Regenbogen;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;120;80;40
2980;Scharnweberstr. 61;Friedrichshain;10247;;;;Ev. Kita Regenbogenfisch;0;498;4;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;75;75;0
735;Samariterstr. 27;Friedrichshain;10247;;;;Ev. Kita Samariter;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;31;31;0
507;Dubrowplatz 4;Zehlendorf;14129;2;4|6|7;;Ev. Kita Schlachtensee;0;496;4;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;55;43;12
175;Niemannstr. 1;Friedrichshain;10245;;;;Ev. Kita Sonnenblume;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;100;100;0
39;Große Hamburger Str. 28;Mitte;10115;;;;Ev. Kita Sophien;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;84;84;0
379;Wassertorstr. 21A;Kreuzberg;10969;;;;Ev. Kita St. Simeon;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;90;90;0
2415;Bethaniendamm 27;Kreuzberg;10179;;;;Ev. Kita St. Thomas;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;40;40;0
2363;Soldiner Str. 21;Gesundbrunnen;13359;;;;Ev. Kita Stephanus;0;498;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;80;80;0
422;Sonnenallee 311;Neukölln;12437;2;;;Ev. Kita Tabea;0;502;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;undefined;undefined;104;77;27
2193;Birkholzer Weg 76;Wartenberg;13059;;;;Ev. Kita Wartenberg;0;498;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;23;23;0
2108;Goethestr. 3;Wilhelmsruh;13158;;;;Ev. Kita Wilhelmsruh;0;498;4;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;55;55;0
695;Fuldastr. 48;Neukölln;12045;;;;Ev. Kita/Kirchenkreis Neukölln;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;48;38;10
413;Götzstr. 28;Tempelhof;12099;;;;Ev. Paulus-KG Tempelhof;0;506;4;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;06:30;17:00;66;66;0
1044;Goltzstr. 33;Lichtenrade;12307;;;;Ev. Teilzeit-Kita Goltzstraße;0;507;4;07:30;15:00;07:30;15:00;07:30;15:00;07:30;15:00;07:30;15:00;29;29;0
1414;Neudecker Weg 33;Rudow;12355;;;;Ev.Kita Momo;0;502;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;121;83;38
2887;Rackebüller Weg 64;Lichtenrade;12305;;;;Ev.Teilzeit-Kita im Rackebüller Weg;0;507;4;07:30;14:30;07:30;14:30;07:30;14:30;07:30;14:30;07:30;14:30;21;18;3
2308;Alt-Moabit 25;Moabit;10559;2;;;Evangelische Kindertagesstätte St. Johannis;0;508;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;75;50;25
282;Schwiebusser Str. 6;Kreuzberg;10965;;;;Evangelische Kita 1;0;498;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;36;36;0
122;Schönhauser Allee 104;Prenzlauer Berg;10439;;;;Evangelische Kita Arche;0;509;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;50;43;7
2419;Zossener Str. 22;Kreuzberg;10969;;;;Evangelische Kita Arche;0;498;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;98;98;0
2194;Malchower Weg 44;Alt-Hohenschönhausen;13053;;;;Evangelische Kita Arche Noah;0;498;4;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;48;48;0
1783;Wilhelmsaue 118;Wilmersdorf;10715;2;0|4|7;;Evangelische Kita Auen;0;496;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;16:00;73;63;10
1660;Heckerdamm 226;Charlottenburg-Nord;13627;4;0|1|2|4|7;;Evangelische Kita Plötzensee;0;510;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;16:30;65;25;40
775229;Senftenberger Ring 29;Märkisches Viertel;13439;;;;Evangelische Kita Regenbogen;0;498;4;0;0;0;0;0;0;0;0;0;0;135;null;null
393129;Wegelystr. 10 - 12;Charlottenburg;10623;;;;Evangelische Kita St. Ursula;0;498;4;07:00;19:00;07:00;19:00;07:00;19:00;07:00;19:00;07:00;19:00;50;50;0
123;Winsstr. 24;Prenzlauer Berg;10405;;;;Evangelische Kita Winsstraße;0;509;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;50;43;7
404;Leo-Baeck-Str. 6;Zehlendorf;14167;2;;;Evangelische Kita Zur Heimat;0;511;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;70;70;0
2291;Albertinenstr. 20 -23;Weißensee;13086;;;;Evangelische Stephanus-Kita;0;509;4;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;51;33;18
1943;Neptunstr. 10;Bohnsdorf;12526;5;;;Evangelischer Forscherkindergarten Apfelbäumchen;0;512;4;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;50;50;0
272129;Rudolf-Ditzen-Weg 24;Niederschönhausen;13156;16;;;Filiale Rudolf-Ditzen-Weg;0;513;1;0;0;0;0;0;0;0;0;0;0;28;28;0
2831;Zionskirchstr. 49;Mitte;10119;10|16;;;Fliederhof Waldorfkindergarten Berlin-Mitte;1;514;2;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;41;32;9
1854;Tietzenweg 13;Lichterfelde;12203;25;;1;FlowerKids Kindergarten;0;515;1;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;73;55;18
358129;Cantianstr. 15;Prenzlauer Berg;10437;24;;;Folli Folletti;1;516;2;08:15;17:15;08:15;17:15;08:15;17:15;08:15;17:15;08:15;17:15;20;20;0
106129;Wichertstr. 57;Prenzlauer Berg;10439;2;;;Freche Fledermäuse;0;517;1;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;08:00;17:00;22;8;14
556229;Tegnerstr. 8;Prenzlauer Berg;10439;2|3;1|3|4|6;;Freude Kindergarten;0;518;1;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;28;18;10
675229;Brückenstr. 24;Niederschöneweide;12459;2|3;1|3|4|6;;freude Kita Niederschöneweide;0;518;1;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;31;21;10
770229;Brückenstr. 8;Niederschöneweide;12459;2;1|3|4|6;;FREUDE Kita Niederschöneweide 2;0;518;1;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;07:30;16:30;39;24;15
661229;Straßburger Str. 6B;Prenzlauer Berg;10405;;;;Fröbel Kindergarten;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;120;72;48
522;Fischerinsel 8;Mitte;10179;12;;;FRÖBEL Kindergarten Schatzinsel;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;225;156;69
19;Mollstr. 7 A;Mitte;10178;6|2;;;FRÖBEL Kindergarten Traumzauberbaum;0;8;1;06:00;19:00;06:00;19:00;06:00;19:00;06:00;19:00;06:00;19:00;240;142;98
810;Rigaer Str. 53 -54;Friedrichshain;10247;6;;;FRÖBEL Kindergarten Am Ring;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;240;157;83
1280;Augustastr. 36;Lichterfelde;12203;6;;;FRÖBEL Kindergarten Augustastrolche;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;160;115;45
294129;Hans-Schmidt-Str. 14A;Adlershof;12489;;;;FRÖBEL Kindergarten Campus Kids;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;93;59;34
3;Anklamer Str. 38;Mitte;10115;24|12;;;FRÖBEL Kindergarten Casa Fantasia;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;69;44;25
158;Palisadenstr. 30;Friedrichshain;10243;9|6|4|2;;;FRÖBEL Kindergarten FRÖBELSPATZEN;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;230;132;98
1229;Hoffmannstr. 12;Alt-Treptow;12435;6|2;;;FRÖBEL Kindergarten Heureka;0;8;1;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;06:30;17:30;76;52;24
303129;Michael-Bohnen-Ring 52;Neukölln;12057;6;;;FRÖBEL Kindergarten Highdechsen;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;80;64;16
766229;Zeughofstr. 1;Kreuzberg;10997;;;;FRÖBEL Kindergarten kaleidoscope;0;8;1;0;0;0;0;0;0;0;0;0;0;25;null;null
808;Auerstr. 13 -17;Friedrichshain;10249;6|2;;;FRÖBEL Kindergarten Kleine Füße-Naseweis;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;210;126;84
275129;Borsigstr. 32 /34;Mitte;10115;6|4;;;FRÖBEL Kindergarten Mittendrin;0;8;1;06:00;20:00;06:00;20:00;06:00;20:00;06:00;20:00;06:00;20:00;180;123;57
1206;Palmkernzeile 8;Friedrichshain;10245;6|2;;;FRÖBEL Kindergarten Palmkernzeile;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;156;94;62
226129;Wohlrabedamm 10;Siemensstadt;13629;6|12;;;FRÖBEL Kindergarten Siemens Technopark;0;8;1;06:00;20:00;06:00;20:00;06:00;20:00;06:00;20:00;06:00;20:00;115;74;41
2997;Lützowstr. 106;Tiergarten;10785;6|12;;;FRÖBEL Kindergarten Stepping Stones;0;8;1;06:00;20:00;06:00;20:00;06:00;20:00;06:00;20:00;06:00;20:00;161;97;64
227;Puschkinallee 10;Alt-Treptow;12435;6|4;;;FRÖBEL Kindergarten Wirbelwind;0;8;1;06:30;18:00;06:30;18:00;06:30;18:00;06:30;18:00;06:30;18:00;240;152;88
1281;Hindenburgdamm 30;Lichterfelde;12203;6|2;;;FRÖBEL Kindergarten Zwergenwiese;0;8;1;06:45;17:15;06:45;17:15;06:45;17:15;06:45;17:15;06:45;17:15;36;24;12
224;Südostallee 214A;Johannisthal;12487;9|6|8|4;;;FRÖBEL Kindergarten-im-Grünen;0;8;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;240;166;74
801229;Blumberger Damm 163 /165;Marzahn;12687;;;;Gemeinschaftsunterkunft Blumberger Damm (Sprachförderung);0;519;1;0;0;0;0;0;0;0;0;0;0;15;null;null
537279;Mertensstr. 10 - 14;Hakenfelde;13587;;0|2;;Gerda und Rolf Schopf Kindertagesstätte;0;30;1;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;100;67;33
944;Malplaquetstr. 24;Wedding;13347;;;;Groni-Weddinger Kinder- u.Jugendzentrum;1;520;2;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;17;11;6
958;Malplaquetstr. 10;Wedding;13347;;;;Groni-Weddinger Kinder- u.Jugendzentrum;1;520;2;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;15;10;5
964;Amsterdamer Str. 19B;Wedding;13347;;;;Groni-Weddinger Kinder- u.Jugendzentrum;1;520;2;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;12;9;3
732;Malplaquetstr. 37;Wedding;13347;;;;Groni-Weddinger Kinder- u.Jugendzentrum - Malplaquet 37;1;520;2;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;16;16;0
228129;Kreuznacher Str. 9;Steglitz;14197;;;;Happy Kids Kreuznacher Straße;0;521;1;0;0;0;0;0;0;0;0;0;0;20;12;8
1888;Fregestr. 13 -14;Friedenau;12161;;;;Heilsarmee Kita Volltreffer;0;522;1;07:00;17:00;07:00;17:00;07:00;17:00;07:00;17:00;07:00;16:00;55;35;20
548229;Sophie-Charlotten-Str. 88;Charlottenburg;14059;;;;Heinrich-Zille-Kita;0;523;1;0;0;0;0;0;0;0;0;0;0;25;18;7
2374;Sprengelstr. 33;Wedding;13353;2;1|2|3|4|6;6|2|4|3;Hinterhof-Tiger;1;524;2;07:30;17:00;07:30;17:00;07:30;17:00;07:30;17:00;07:30;17:00;25;15;10
652229;Kirchhainer Damm 11;Lichtenrade;12309;;;;Hisa Kita Kirchhainer Damm;0;525;1;0;0;0;0;0;0;0;0;0;0;57;33;24
433;Helbigstr. 31;Adlershof;12489;17;2;;Humanistische Kita Adlershofer Marktspatzen;0;526;1;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;50;50;0
430;Engelhardstr. 10;Johannisthal;12487;12;2;;Humanistische Kita Am Park;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;84;84;0
209129;Bahrfeldtstr. 9 - 10;Friedrichshain;10245;17;2;;Humanistische Kita Bahrfeldtstraße;0;526;1;07:00;18:00;07:00;18:00;07:00;18:00;07:00;18:00;07:00;17:00;120;120;0
1372;Bornsdorfer Str. 14;Neukölln;12053;;;;Humanistische Kita Bornsdorfer Straße;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;88;88;0
445;Johanna-Tesch-Str. 20;Niederschöneweide;12439;;2;;Humanistische Kita Dreikäsehoch;0;526;1;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;90;90;0
1878;Sponholzstr. 16;Schöneberg;12159;;2;;Humanistische Kita Friedenauer Strolche;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;17:00;180;180;0
2512;Zur Gartenstadt 239;Bohnsdorf;12526;;2;;Humanistische Kita Gartenstadtfrösche;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;17:30;125;125;0
1455;General-Woyna-Str. 48;Reinickendorf;13405;2;2;;Humanistische Kita General-Woyna-Straße;0;526;1;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;06:00;17:00;120;120;0
162;Scharnweberstr. 60;Friedrichshain;10247;;2|4|5;;Humanistische Kita Hopsekäse;0;526;1;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;07:00;17:30;90;90;0
2249;Kastanienallee 28 -30;Hellersdorf;12629;2;2|6;;Humanistische Kita Kastanienallee;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;160;160;0
2144;Geraer Ring 50 -052;Marzahn;12689;2;;;Humanistische Kita Knirpsenstadt am Glitzerbach;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;158;158;0
2789;Landreiterweg 55;Buckow;12353;2;2;;Humanistische Kita Landreiterweg;0;526;1;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;140;140;0
2720;Holtheimer Weg 6;Lichterfelde;12207;12|2;1;;Humanistische Kita Lichterfelder Sonnengarten;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;59;59;0
2790;Michel-Klinitz-Weg 18;Buckow;12349;;;;Humanistische Kita Mäusevilla;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;100;100;0
111;Thomas-Mann-Str. 17 -19;Prenzlauer Berg;10409;2;3;;Humanistische Kita Mühlengeister;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;150;150;0
1728;Pillnitzer Weg 6;Staaken;13593;2;2;;Humanistische Kita Pillnitzer Weg;0;526;1;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;06:00;17:30;100;100;0
109;Stahlheimer Str. 27;Prenzlauer Berg;10439;2;2;;Humanistische Kita Prenzlzwerge;0;526;1;06:30;18:00;06:30;18:00;06:30;18:00;06:30;18:00;06:30;18:00;120;120;0
1945;Alfred-Randt-Str. 15 /17;Köpenick;12559;;2;;Humanistische Kita Rappelkiste;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;160;160;0
1734;Wasserwerkstr. 3;Falkenhagener Feld;13589;2;;;Humanistische Kita Wasserwerkstraße;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;113;113;0
2084;Friedrich-Engels-Str. 45;Niederschönhausen;13158;;2;;Humanistische Kita Wirbelwind;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;100;100;0
2289;Waldheimer Str. 10 -12;Hellersdorf;12627;2;;;Humanistische Kita Zum Hasenhügel;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;151;151;0
2162;Zühlsdorfer Str. 18;Marzahn;12679;2;2;;Humanistisches Familienhaus Felix;0;526;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;130;130;0
270;Weserstr. 106;Neukölln;12059;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;115;95;20
1880;Vorarlberger Damm 17;Schöneberg;12157;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;89;64;25
1960;Otto-Krüger-Zeile 4;Oberschöneweide;12459;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;130;104;26
1965;Rudower Str. 60;Köpenick;12557;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;78;57;21
1983;Otto-Krüger-Zeile 6;Oberschöneweide;12459;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;95;59;36
2085;Friedrich-Richter-Str. 36;Buch;13125;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;128;98;30
2105;Vesaliusstr. 68;Pankow;13187;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;155;105;50
2928;Kirschnerweg 29;Gropiusstadt;12353;2;;;IB-Kita, Internationaler Bund;0;527;1;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;06:00;18:00;105;80;25
685229;Im Spektefeld 44;Falkenhagener Feld;13589;;3|6;;Immanuel-Kita;0;528;1;0;0;0;0;0;0;0;0;0;0;45;null;null
