id,lat,lon,e,alat,alon,educational,topics,languages,name,type,parent,parenttype,mo_o,mo_c,tu_o,tu_c,we_o,we_c,th_o,th_c,fr_o,fr_c,all,over,under
138179,52.5516251,13.4188974,0,52.55162,13.41894,"12",,,"Kita Remmi-Demmi",0,1075,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,25,25,0
299179,52.54031,13.43233,0,52.54,13.43234,,,,"Kita Remmi-Demmi Ella-Kay-Straße",0,1075,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,25,17,8
445129,52.5969853,13.2953802,1,52.60599,13.32014,"2",,,"Kita Remmi-Demmi im Bergschloss",0,1075,1,0,0,0,0,0,0,0,0,0,0,30,30,0
1216,52.5487877,13.1763263,0,52.54874,13.17613,"2","1|2|3|4|6",,"Kita Remscheider Straße",0,717,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,126,96,30
2217,52.57172019999999,13.4931439,0,52.57167,13.49325,"2",,,"Kita Reriker Str. 20/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,115,86,29
763,52.4836165,13.4288752,0,52.48356,13.42868,"2",,,"Kita Reuterstr.",0,770,1,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,45,35,10
616,52.4760249,13.4329514,1,52.4854,13.42864,,,,"Kita Reuterstr. 72/Kitas SüdOst",0,6,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,170,116,54
406,52.4681502,13.3214627,0,52.46811,13.32122,,,,"Kita Rheingaustraße des Pestalozzi-Fröbel-Hauses",0,682,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,15:30,53,47,6
355,52.53878,13.40412,0,52.53883,13.40415,,,,"Kita Rheinsberger Str. 34/35",0,661,1,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,96,66,30
705,52.5241397,13.4445791,0,52.52424,13.445,"3","1|2|4",,"Kita Richard-Sorge-Str. 43 und 44",0,920,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,136,95,41
1644,52.5140471,13.307287,0,52.51397,13.30727,,"3|4",,"Kita Richard-Wagner-Straße",0,717,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:00,193,123,70
440,52.3921615,13.629115,1,52.41182,13.57113,"2",,,"Kita Richterstr. 2a/Kitas SüdOst",0,6,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,93,59,34
1197,52.46868000000001,13.34894,0,52.46861,13.34897,"2","2|5",,"Kita Riemenschneiderweg",0,722,1,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,134,99,35
694,52.45472179999999,13.44409,0,52.45468,13.44401,"2",,,"Kita Riesestr. 2-4/Kitas SüdOst",0,6,0,0,0,0,0,0,0,0,0,0,0,132,99,33
408279,52.51792,13.45751,0,52.51786,13.45748,,,,"Kita Rigaer Straße",0,855,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,30,20,10
897,52.46863579999999,13.380066,1,52.46821,13.38916,,,,"Kita Ringbahnstr. 47/Kitas Süd-West",0,709,0,0,0,0,0,0,0,0,0,0,0,184,122,62
727229,52.5475419,13.3695241,0,52.54757,13.36949,,,,"Kita Ringelblume",0,916,1,0,0,0,0,0,0,0,0,0,0,35,null,null
900,52.45679999999999,13.1394,0,52.45658,13.13958,"3","2",,"Kita Ritterfelddamm",0,717,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,135,84,51
678229,52.5011962,13.4111483,0,52.50127,13.41131,,,,"Kita Ritterstraße",0,714,1,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,39,27,12
2827,52.47866,13.44019,0,52.47846,13.44041,,,,"Kita Rixdorfer Rüpel",0,551,1,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,20,15,5
582,52.4446941,13.4088424,0,52.44464,13.40856,,,,"Kita Robinson Crusoe",0,551,1,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,55,42,13
456,52.5593051,13.4761485,1,52.55959,13.45509,"13|2","2",,"Kita Roelckespatzen",0,716,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,72,37,35
2828,52.55598,13.34521,0,52.55597,13.3452,"2","0|1|2|3|4","7","Kita RoKoKids",0,737,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,30,29,1
2006,52.4917382,13.5348507,0,52.49147,13.53496,,,,"Kita Römerweg 106 und 112/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,179,127,52
1670,52.5206358,13.227462,0,52.51776,13.24906,"2","2",,"KiTa Rominter Allee",0,722,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,17:00,07:30,16:30,37,25,12
872,52.48343,13.36311,0,52.48338,13.36298,,,,"Kita Rosas Turm",1,556,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,55,39,16
997,52.4841242,13.3535653,0,52.48384,13.35386,"2",,"3","Kita Rosen",1,994,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,38,35,3
2009,52.5111815,13.5131581,0,52.51203,13.5136,"4",,,"Kita Rosenfelder Ring 35/35A/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,175,115,60
2259,52.5095734,13.6165776,0,52.5094,13.61646,"2|3","0|1|2",,"Kita Rosengarten",0,533,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,48,34,14
785,52.4934075,13.3526132,1,52.49039,13.34176,"2",,,"Kita Rosenheimer Straße",0,529,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:00,85,55,30
1466,52.58372,13.32427,0,52.58373,13.32424,"2|3","2",,"Kita Rotbuchenweg",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,100,71,29
498229,52.52469,13.48139,0,52.52438,13.48157,,,,"Kita Rübchen",0,1025,1,0,0,0,0,0,0,0,0,0,0,30,15,15
266129,52.4690045,13.3300305,0,52.46895,13.33001,,"0|1|3|4","5","Kita Rubin",1,935,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,35,35,0
522329,52.4275753,13.488207,1,52.41831,13.49831,,,,"Kita Rudow",0,502,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,83,54,29
2739,52.4215897,13.5334782,0,52.42144,13.53332,,,,"Kita Rudower Straße",0,661,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,85,74,11
559229,52.49583209999999,13.5137055,1,52.50176,13.50247,"0","1",,"Kita Rummelburger Straße",0,1076,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,80,50,30
630279,52.5005823,13.4750128,0,52.50147,13.47477,,"2",,"KITA Rummelsburger Bucht",0,531,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,106,88,18
2930,52.41486,13.42118,0,52.41481,13.42111,"2","2",,"Kita Rüsselbande",0,531,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,100,82,18
267,52.4273401,13.3491095,1,52.43483,13.33981,,,,"Kita Ruthstr. 6/Kitas Süd-West",0,709,0,0,0,0,0,0,0,0,0,0,0,141,103,38
1393,52.48771,13.43484,0,52.48761,13.43481,"4",,,"Kita Rütlistr. 7/Kitas SüdOst",0,6,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,78,65,13
2461,52.53196639999999,13.326885,1,52.57363,13.50934,,,,"Kita Safina",0,1077,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,20,17,3
654229,52.52659999999999,13.32624,0,52.52679,13.32665,,,,"Kita Safina",0,1077,1,0,0,0,0,0,0,0,0,0,0,20,null,null
231179,52.50140039999999,13.3038976,0,52.50146,13.30367,"0|2",,,"Kita Sahne-Teufel",0,1078,1,0,0,0,0,0,0,0,0,0,0,25,15,10
2939,52.4760249,13.4329514,1,52.47598,13.42487,,,,"Kita Salam-Frieden",0,388,1,0,0,0,0,0,0,0,0,0,0,30,30,0
262129,52.4700797,13.4261681,0,52.4701,13.42623,,,,"Kita Salam-Frieden",1,388,1,0,0,0,0,0,0,0,0,0,0,19,19,0
641229,52.4602175,13.4361897,0,52.46016,13.43611,,,,"Kita Salam-Frieden 3",0,388,1,0,0,0,0,0,0,0,0,0,0,32,null,null
939,52.51347560000001,13.29359,0,52.51349,13.29357,,,,"Kita Sanierungsgebiet Klausener Platz",0,1079,1,0,0,0,0,0,0,0,0,0,0,20,20,0
950,52.51495000000001,13.29547,0,52.51495,13.29549,,,,"Kita Sanierungsgebiet Klausener Platz",0,1079,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,30,30,0
2758,52.59205,13.40448,0,52.59193,13.40434,"13|2","1|2|4",,"Kita Sauseschritt",0,15,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,90,64,26
1118,52.44374999999999,13.29189,0,52.44373,13.29198,,,,"Kita Sausewind",0,551,1,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:00,33,23,10
1208,52.53728,13.50829,0,52.53718,13.5084,"2",,,"Kita Schalkauer Str. 25C/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,80,55,25
656229,52.51269,13.4673,1,52.45329,13.62818,,,,"Kita Scharnweber Straße 47",0,749,1,0,0,0,0,0,0,0,0,0,0,25,null,null
387229,52.513135,13.4652489,1,52.45013,13.62782,,,,"Kita Scharnweberstraße",0,780,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,50,35,15
262,52.4744383,13.2854364,0,52.47454,13.28526,,"0|1|2|4",,"Kita Schatzinsel",0,717,0,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,16:45,104,66,38
457179,52.5532152,13.4072769,0,52.55318,13.40732,"2","1|4|6",,"Kita Schatzsuche",0,912,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,25,17,8
331129,52.5284688,13.2110951,0,52.52867,13.21123,,,,"Kita Schatztruhe",0,1080,1,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,70,42,28
2673,52.5410635,13.4167928,0,52.54103,13.41672,,,,"Kita Schaukelpferd",0,1081,8,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,25,25,0
403179,52.58728,13.37058,0,52.58724,13.37059,"2","0|2|4",,"Kita Schillersternchen",0,1082,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,16:00,55,43,12
1315,52.4265,13.32299,1,52.4004,13.40252,,,,"Kita Schillerstraße",0,1083,2,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,40,32,8
2780,52.5892746,13.407814,0,52.58934,13.40785,"9|2",,,"Kita Schillerwiese",0,1084,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,97,64,33
527329,52.58718,13.37248,0,52.58681,13.37251,"2","4",,"Kita Schillerzwerge",0,1085,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,16:00,25,14,11
113,52.55173000000001,13.4068,0,52.55169,13.40713,"2",,,"Kita Schivelbeiner Str. 12/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,195,134,61
725229,52.5128591,13.5277547,0,52.5128,13.52793,,,,"Kita Schlaue Füchse",0,1086,1,0,0,0,0,0,0,0,0,0,0,70,null,null
252,52.500792,13.4425045,0,52.50046,13.44241,"28|3","1|4",,"Kita Schlesische Str. 3-4/Kigä City",0,37,0,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,115,73,42
586279,52.5576835,13.5657014,0,52.55768,13.56568,,"2|4",,"Kita Schleusinger Straße",0,686,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,45,30,15
1300,52.438919,13.3163191,0,52.439,13.31642,"12|2","2|4",,"Kita Schlosskobolde",0,1010,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,66,41,25
318,52.51459,13.29741,0,52.51415,13.29738,,"2",,"Kita Schloßstraße",0,717,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,16:00,143,107,36
489229,52.51568,13.30328,0,52.51562,13.30317,"2",,,"Kita Schlumpfenburg",0,1087,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,22,14,8
1565,52.5003407,13.316655,1,52.50483,13.31706,,,,"Kita Schlüterstraße",0,717,0,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:00,139,88,51
2700,52.56044000000001,13.42112,0,52.56029,13.4214,,,,"Kita Schmetterlingshaus",0,948,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,110,77,33
1513,52.63073,13.29959,0,52.63066,13.29961,"9|4|2",,,"Kita Schneckenhaus",0,770,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,36,31,5
2773,52.45375,13.6007,0,52.45367,13.60071,"2","2",,"KITA Schneckenhaus",0,531,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,217,147,70
355129,52.57418999999999,13.50039,0,52.57411,13.49973,"0|2|3","2|4|6",,"Kita Schneckenhausen",0,1088,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,23,13,10
977,52.4802178,13.4287749,0,52.48097,13.4334,,,,"Kita Schneeflöckchen",0,1089,1,0,0,0,0,0,0,0,0,0,0,22,22,0
778329,52.4384301,13.719989,0,52.43848,13.72019,"3","6",,"Kita Schönblick",0,772,4,0,0,0,0,0,0,0,0,0,0,27,null,null
2355,52.54176,13.37136,0,52.5418,13.37125,"2","1|4",,"Kita Schönwalder Str. 19a/Kigä City",0,37,0,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,114,84,30
1235,52.6125257,13.425383,0,52.61237,13.42531,,,,"Kita Schützenstr. 133/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,85,67,18
301129,52.45282,13.32244,0,52.45287,13.32237,"18","3","4","Kita Schützenstraße",0,1090,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,16,14
2830,52.6179624,13.3882844,0,52.61791,13.38828,"2","1",,"Kita Schwalbennest",0,1027,1,0,0,0,0,0,0,0,0,0,0,66,66,0
1331,52.4624,13.4175,0,52.46225,13.41779,,,,"Kita Schwanheimer Str. 1/7/Kitas Süd-West",0,709,0,0,0,0,0,0,0,0,0,0,0,73,50,23
1029,52.4858586,13.3931086,0,52.48601,13.39301,"2","1",,"Kita Schwiebusser Str. 5/Kigä City",0,37,0,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,16:00,90,56,34
1731,52.5227874,13.1737032,0,52.52315,13.17424,"2","2",,"Kita Seeburger Weg",0,717,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,153,108,45
1332,52.449,13.37262,0,52.44898,13.37266,"10",,,"Kita Seelbuschring 19/Kitas Süd-West",0,709,0,0,0,0,0,0,0,0,0,0,0,93,76,17
100025,52.39601,13.56696,0,52.396,13.56694,,,,"Kita Seepferdchen",0,757,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,50,25,25
529279,52.59160929999999,13.2815279,0,52.59174,13.28148,"3",,,"Kita Seesterne",0,948,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,80,50,30
989,52.5409999,13.3044598,1,52.55438,13.35865,"32",,,"Kita Seestraße",0,661,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,61,45,16
1469,52.61396,13.32526,1,52.47806,13.59557,"2",,,"Kita Seestraße",0,529,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,90,65,25
150179,52.5496048,13.4168857,0,52.55254,13.4197,"2","2",,"Kita SEHsternTaler",0,771,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,24,18,6
1471,52.59508289999999,13.3542346,1,52.6009,13.35357,"2","2|3|4",,"Kita Senftenberger Ring",0,717,0,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:30,151,119,32
264,52.4764203,13.3140752,0,52.4763,13.31423,"10","2|4",,"Kita Siegburger Straße",0,717,0,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,16:45,74,67,7
1396,52.46534,13.42479,0,52.46533,13.42481,,,,"Kita Silbersteinstr. 121/Kitas SüdOst",0,6,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,112,95,17
1537,52.5525143,13.3849263,0,52.55257,13.38495,"2","2",,"Kita SilberStern",0,771,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,27,17,10
730229,52.50864,13.45577,0,52.50857,13.45581,,,,"Kita Simons Mäuse",0,338,2,0,0,0,0,0,0,0,0,0,0,23,null,null
1991,52.51839,13.50141,0,52.51831,13.50153,"9|2",,,"Kita Singermäuse",0,677,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,200,127,73
2623,52.5742127,13.3741066,0,52.57418,13.37407,"2|3","0|1|3|4","0|1|6|2|12|5|4|3","Kita Sommergarten",0,976,1,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,63,42,21
1117,52.4197826,13.3427556,0,52.42089,13.34285,,,,"Kita Sondershauser Straße",0,813,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,null,null,null
1221,52.49168,13.6176,0,52.49176,13.61752,"3","6",,"Kita Sonnenblume",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,70,46,24
2096,52.57001,13.40048,0,52.57068,13.40079,"2",,,"Kita Sonnenblume",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,80,45,35
2713,52.5174459,13.2759864,0,52.51743,13.27614,"2","1|4|5",,"Kita Sonnenblume",0,1091,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,60,46,14
597229,52.40805,13.40916,0,52.40836,13.40911,"2","0|1|4|6|5",,"Kita Sonnenblume",0,1091,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,220,160,60
793279,52.4011319,13.4074874,0,52.4011,13.40749,,,,"Kita Sonnenblume",0,1091,1,0,0,0,0,0,0,0,0,0,0,49,null,null
588229,52.41671150000001,13.3237806,0,52.41681,13.32363,"2","0|1|4|6",,"Kita Sonnenblume Saaleckplatz",0,1091,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,25,15,10
1173,52.6156922,13.486568,0,52.61582,13.48661,"8",,,"Kita Sonnenblume/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,99,78,21
2019,52.5052086,13.4967927,0,52.50512,13.49716,"4",,,"Kita Sonnenblume/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,74,50,24
2704,52.50382,13.5008,0,52.50378,13.50085,,,,"Kita Sonnenhof",0,922,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,42,0,42
602279,52.53945,13.38856,0,52.53943,13.38855,,"4",,"Kita Sonneninsel",1,1026,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,15,15
1381,52.456654,13.4345618,0,52.45667,13.43455,,,,"Kita Sonnenkäfer",0,726,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:00,130,91,39
2862,52.5623844,13.4094801,0,52.56264,13.40836,"32",,,"Kita Sonnenkäfer",0,661,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,225,100,125
464129,52.4760249,13.4329514,1,52.49062,13.42931,"13|16",,,"Kita Sonnenkäferhaus Reuterstraße",0,1092,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,20,20,0
1449,52.56943,13.3271,0,52.56938,13.32715,"2","2|3|4",,"Kita Sonnenkinder",0,717,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,16:30,97,79,18
60,52.5318538,13.4456022,0,52.53172,13.44567,,,,"Kita Sonnenmäuse/Kigä NordOst",0,0,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,161,109,52
629,52.5267896,13.469686,0,52.5268,13.46974,"2","2",,"Kita Sonnenschein",0,772,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,173,108,65
1935,52.39964,13.52559,0,52.39976,13.52578,,"2",,"Kita Sonnenschein",0,726,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,176,123,53
2226,52.5559059,13.5055018,1,52.56988,13.50375,"1|2",,,"Kita Sonnenschein",0,911,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,180,130,50
2301,52.5016823,13.3607263,0,52.50138,13.36109,"5","2",,"KITA Sonnenschein",0,531,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,124,104,20
2413,52.4955568,13.3811432,0,52.49568,13.38126,"2","1|2|3|4","4","Kita Sonnenschein",0,931,3,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,110,85,25
666229,52.4668273,13.4303378,1,52.48021,13.4255,"2|3","7","0","Kita Sonnenschein",1,457,2,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,14:00,22,11,11
242129,52.4311163,13.2896718,0,52.43131,13.28947,"2",,,"Kita Sonnenstrahl",0,696,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,60,40,20
223,52.45276339999999,13.5218568,0,52.45261,13.52174,"1|26",,,"Kita Sonnenstrahl der Ev.KG Niederschöneweide",0,1093,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,50,50,0
379129,52.4562234,13.5646283,1,52.45568,13.55324,"3","2","5","Kita Sonnentropfen",0,1094,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,54,33,21
595229,52.55343999999999,13.45062,0,52.55325,13.4509,"3","2",,"Kita Sonnenzwerge",0,1094,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,34,17,17
336129,52.50617339999999,13.4948929,0,52.50602,13.49496,,,,"Kita Sophienstraße",0,1095,1,0,0,0,0,0,0,0,0,0,0,25,25,0
410179,52.5062003,13.4951185,0,52.50645,13.49415,"2","2",,"Kita Sophies Welt",0,772,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,107,77,30
2706,52.53174,13.33204,1,52.44619,13.5104,"2","1",,"Kita SOS-Kinderdorf",0,1096,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,80,50,30
1302,52.41934999999999,13.29908,0,52.41931,13.29904,"10","2",,"Kita Spastikerhilfe Berlin",0,1097,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,133,94,39
2065,52.5941061,13.4532329,0,52.5941,13.45315,"5",,,"Kita Spatzenburg/Kigä NordOst",0,0,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,85,61,24
2080,52.6044,13.438,0,52.6043,13.43831,"2","2|4",,"Kita Spatzenhaus",0,764,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,65,39,26
2213,52.54922000000001,13.4953,0,52.54928,13.49514,"2|3","2",,"Kita Spatzenhaus",0,772,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,103,58,45
118129,52.45064,13.32195,0,52.45066,13.32191,,"3","5","Kita Spatzenhaus",0,1090,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,25,14,11
2132,52.5319045,13.5438,0,52.53204,13.54381,"2",,,"Kita Spatzennest/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,194,147,47
139,52.5166811,13.4335867,0,52.51671,13.4336,"2","2",,"Kita Spiel- und Erlebniswelt",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,212,132,80
2276,52.54072,13.61174,0,52.54086,13.61169,"2","2",,"Kita Spielhaus",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,175,120,55
814,52.4909261,13.4161406,1,52.49297,13.40762,,,,"Kita Spielhaus/Nachbarschaftshaus Urbanstr.",0,1098,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,31,16,15
776229,52.5340666,13.3491454,0,52.53392,13.34916,,,,"Kita SpielRaum",0,1099,1,0,0,0,0,0,0,0,0,0,0,20,null,null
668229,52.533427,13.3472805,0,52.53343,13.34734,"3",,"1","Kita Spielraum Havelsegler",0,1099,1,0,0,0,0,0,0,0,0,0,0,25,null,null
435129,52.531005,13.3475987,0,52.53093,13.34787,"3","1","1","Kita Spielraum Perlentaucher",0,1099,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,50,30,20
232129,52.5135975,13.4659015,0,52.51359,13.46626,,,,"Kita Spieltraum",0,1095,1,0,0,0,0,0,0,0,0,0,0,23,23,0
591329,52.5537797,13.4383779,1,52.46208,13.51914,,,"1","Kita Spieltraum Weißensee",0,1100,1,0,0,0,0,0,0,0,0,0,0,71,null,null
1968,52.4422,13.57771,0,52.44216,13.57773,"4",,,"Kita Spitzerstr. 8/Kitas SüdOst",0,6,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,65,46,19
710,52.4723366,13.3401429,0,52.47245,13.34014,"2","4",,"Kita Sponholzstraße",0,722,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,45,43,2
2303,52.53183689999999,13.3258349,0,52.53186,13.32585,"2","2|3",,"Kita Sprachwelt",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,92,72,20
573229,52.510448,13.4240678,0,52.51058,13.4246,"3",,,"Kita Spreefeld",0,759,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,26,19,7
546329,52.465021,13.5136359,0,52.46501,13.51377,"2","6",,"Kita Spreekinder",0,1067,1,0,0,0,0,0,0,0,0,0,0,45,27,18
146,52.5189084,13.4312942,0,52.51931,13.43131,,,,"Kita Spreeklang",0,933,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,81,51,30
