id,lat,lon,e,alat,alon,educational,topics,languages,name,type,parent,parenttype,mo_o,mo_c,tu_o,tu_c,we_o,we_c,th_o,th_c,fr_o,fr_c,all,over,under
274129,52.5053876,13.5528564,0,52.50581,13.55291,"0",,,"casa dei bambini",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,100,73,27
2032,52.49747,13.51174,0,52.49741,13.5119,"1",,,"Erlebniswelt",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,196,134,62
1376,52.4794894,13.4406379,0,52.47999,13.44072,"2|3","0|1|2|3|4|5","0|1|2|3","Mosaik",0,1,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,130,85,45
640,52.5282358,13.6180662,0,52.52823,13.61797,"2",,,"Naseweis",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,185,135,50
2148,52.54892,13.56246,0,52.54884,13.56259,"2",,,"Schwalbennest",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,202,153,49
2010,52.5183049,13.4827176,0,52.51842,13.48247,"2",,,"Sonnengarten",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,65,47,18
627,52.5252217,13.4746268,0,52.52516,13.47473,"4",,,"Spatzennest",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,158,116,42
2060,52.5593051,13.4761485,1,52.55666,13.46483,,,,"Villa Seegarten",0,0,0,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,50,29,21
2523,52.62904,13.38272,0,52.62843,13.38757,,"6",,"Waldkindergarten Pankow e.V. - Die Waldläufer",0,2,2,0,0,0,0,0,0,0,0,0,0,39,25,14
452129,52.4894012,13.4548858,0,52.48921,13.45475,,,,"2. Kita Pretty World",0,3,1,0,0,0,0,0,0,0,0,0,0,45,45,0
608229,52.47892,13.51381,0,52.47888,13.51387,"2",,,"ABC Kindergarten",0,4,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,25,15,10
2781,52.49792000000001,13.302,0,52.49789,13.30196,"2",,,"ABC-Kindergarten",0,4,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,25,15,10
686229,52.5118419,13.3881619,0,52.51187,13.38819,,,"1|4","Alegria Kiga",0,5,1,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,48,30,18
56,52.52968000000001,13.43022,0,52.52949,13.42994,"5",,,"Am Hain",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,80,58,22
209,52.428169,13.543557,0,52.4282,13.54352,"2",,,"Am Studio 5 / Kitas SüdOst",0,6,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,83,53,30
606279,52.6051176,13.4325524,0,52.60486,13.43211,,,,"ASB Hugenottenhofkita Berlin",0,7,1,0,0,0,0,0,0,0,0,0,0,123,null,null
182129,52.4959684,13.4745211,0,52.49579,13.47457,"6|2",,,"Außenstelle FRÖBEL Kindergarten Palmkernzeile",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,20,20,0
2425,52.4916552,13.404509,0,52.49107,13.40597,"7|2",,,"AWO Europakita",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,90,54,36
480129,52.5247201,13.3464529,0,52.52477,13.34646,,,,"AWO Kita am Spreebogen",0,9,3,0,0,0,0,0,0,0,0,0,0,40,30,10
1125,52.4029373,13.5098348,0,52.40287,13.5099,"2",,,"AWO Kita Die wilde 13",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,105,105,0
1454,52.59814,13.30593,0,52.5981,13.30572,"2",,,"AWO Kita Freie Scholle",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,75,57,18
1996,52.4851912,13.5340077,0,52.48522,13.53412,"2",,,"AWO Kita Grashüpfer",0,10,3,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,150,150,0
1109,52.49534999999999,13.43189,0,52.49528,13.43187,"2",,,"AWO Kita Kastanie",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,60,36,24
1020,52.56924,13.30816,0,52.56918,13.30844,"2",,,"AWO Kita Kinderwelt",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,135,95,40
2424,52.4927395,13.4026517,0,52.49268,13.40258,"7|8|1|2",,,"AWO Kita Löwenzahn",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,106,66,40
2314,52.5032376,13.3566709,0,52.50326,13.35661,"2","2|3",,"AWO Kita Maulwurf",0,9,3,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:30,56,41,15
2736,52.454704,13.6210976,0,52.45466,13.62078,"2",,,"AWO Kita Müggelzwerge",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,75,75,0
552,52.5468238,13.3918514,0,52.54669,13.39172,"2",,,"AWO Kita Rosa Marzipan",0,9,3,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,32,14,18
2786,52.4350438,13.4573353,0,52.43501,13.45824,"2",,,"AWO Kita Schatzinsel",0,10,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,105,81,24
726,52.526222,13.348893,1,52.52684,13.3323,"2","0|1|2|3|4",,"AWO Kita Schmetterling",0,9,3,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00,65,45,20
1219,52.5528215,13.2494302,1,52.57594,13.27647,"9|10|4|2",,,"AWO Kita Schneckenhaus",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,90,90,0
553,52.5543619,13.3659834,0,52.55432,13.36565,"8|10|11|4|2",,,"AWO Kita Sonnenblume",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,157,127,30
2737,52.4378176,13.556519,0,52.43755,13.55659,"2",,,"AWO Kita Sonnenkinder",0,10,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,70,49,21
2735,52.47511,13.47483,0,52.4752,13.47536,"9|4|1|2",,,"AWO Kita Spatzennest",0,10,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,136,86,50
904,52.5002,13.42242,0,52.50016,13.42252,"8|2",,,"AWO Kita Wassertropfen",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,54,52,2
337129,52.53339,13.54169,0,52.53319,13.5416,"2","0|2",,"AWO pro:mensch",0,11,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,120,120,0
1568,52.53432,13.13592,0,52.53422,13.13593,"2","0|1|2|3|4|6",,"AWO-Kita Feldhäuschen",0,12,3,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:00,85,59,26
557,52.4568009,13.1550512,0,52.45847,13.15615,"2","4",,"AWO-Kita Kladow",0,12,3,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,90,70,20
537,52.4706761,13.1299749,0,52.47075,13.13022,"2","2",,"AWO-Kita Landstadt Gatow",0,12,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,140,90,50
1715,52.5512672,13.1652305,1,52.54635,13.1921,,,,"AWO-Kita Sternschnuppe",0,12,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,16:30,195,137,58
1520,52.55256,13.21009,0,52.55252,13.21016,"10","2|3|4",,"AWO-Kita Wundertüte",0,12,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,140,102,38
2783,52.53154000000001,13.14643,0,52.53136,13.14632,"2",,,"AWO-Kita Zwergenwinkel",0,12,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:00,139,101,38
524229,52.5352451,13.4444337,0,52.53482,13.44429,"12","0",,"Bambini-Oase - Casa gialla",0,13,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,55,30,25
364229,52.5262025,13.3681369,1,52.53154,13.38898,"13|0|12|2|3","0|1|2|3|4|6|5","1","BCS Kindergarten Preschool",0,14,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,320,217,103
1097,52.5478767,13.4220132,0,52.54771,13.42238,"13|2","2|3","1","Berlin Kids international Kita",0,15,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,85,69,16
2986,52.5221879,13.4093313,1,52.52692,13.39049,"3",,"1","Berlin Metropolitan School",1,16,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,130,130,0
519229,52.4539686,13.5681187,1,52.37497,13.64385,,,,"Bewegte Kita",0,17,1,0,0,0,0,0,0,0,0,0,0,23,17,6
205129,52.4693999,13.3307791,0,52.46944,13.33059,"0",,"1","Bilinguales Montessori-Kinderhaus Friedenau",0,18,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,100,60,40
672279,52.4609452,13.528007,1,52.49131,13.52696,,,,"BIP Kreativitätskita Treskow-Höfe",0,19,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,100,65,35
594,52.53776999999999,13.61764,0,52.53781,13.61788,"2|3","0|1|2|4|6",,"BOOT-Kita Am Kirschbaum",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,167,105,62
1028,52.50105,13.33815,0,52.50104,13.33828,"2","2",,"BOOT-Kita Augsburg",0,20,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,162,107,55
181,52.51345999999999,13.4362,0,52.51358,13.43601,"2","2",,"BOOT-Kita Farbenland",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,186,98,88
611,52.42935629999999,13.3818555,1,52.43274,13.38337,"2","2|4",,"BOOT-Kita Fritz-Werner",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,157,86,71
2265,52.53654,13.58905,0,52.53657,13.58899,"2","2",,"BOOT-Kita Haus Lach und Krach",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,139,80,59
1874,52.480714,13.3614014,0,52.48052,13.36158,"2",,,"BOOT-Kita Sonneninsel",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,130,83,47
636,52.51644,13.58041,0,52.51618,13.58054,"2","2",,"BOOT-Kita Spatzenhaus",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,192,117,75
612,52.3972,13.41666,0,52.39707,13.41506,,,,"BOOT-Kita Traumburg",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,153,98,55
463,52.59067,13.36592,0,52.59067,13.36629,"2","0|1|2|4|6",,"BOOT-Kita Uhlandzwerge",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,185,108,77
2239,52.5415034,13.5856711,0,52.54147,13.58572,"2","0|1|2|4|6|5",,"BOOT-Kita Wummelbude",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,169,99,70
690,52.4480476,13.4519726,1,52.42678,13.43398,"14",,,"Buckower Spatzen Bewegungskindergarten",0,21,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,95,65,30
461129,52.4397871,13.6032894,0,52.4412,13.60632,"2|3","2|4|6",,"Bude-Kids",2,22,1,07:30,12:30,07:30,12:30,07:30,12:30,07:30,12:30,07:30,12:30,15,15,0
789,52.5726629,13.5757249,0,52.57264,13.57542,"2|3","1|2|4",,"Bunte Kinderwelt",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,220,158,62
764329,52.4538683,13.3238273,0,52.45378,13.32391,,,,"Cardelinas",0,24,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,42,null,null
444129,52.4789349,13.5289146,0,52.4789,13.52888,"2","0|1|2|3|4","1","Carlis Ponyhof",0,25,1,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,150,75,75
708229,52.535729,13.4296919,0,52.53558,13.42963,"2","2|3|4","1","Cheburashka - Winsviertel",0,26,1,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,20,14,6
153129,52.5252446,13.2988103,0,52.52535,13.29891,"2","2","5","Cheburashka-Charlottenburg",0,26,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,17,12,5
242179,52.39399,13.42022,0,52.39394,13.42029,"2","2|3|4","5","Cheburashka-Tempelhof",0,26,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,24,18,6
662229,52.5255561,13.4698914,0,52.52532,13.4714,,,,"Christliche Kita Fischlein",0,27,1,0,0,0,0,0,0,0,0,0,0,25,null,null
100029,52.63024,13.28686,0,52.63011,13.28688,"0","2","1","Christliche Montessori-Kindertagesstätte",0,28,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,35,23,12
128179,52.5070493,13.4950091,0,52.50709,13.49498,"2","4",,"CityKids Berlin",0,29,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,89,49,40
1741,52.5385,13.26719,0,52.53848,13.26828,"2",,,"CJD Kindertagesstätte Stubs und Fridolin",0,30,1,0,0,0,0,0,0,0,0,0,0,80,64,16
454129,52.4047657,13.5255502,0,52.4047,13.52552,"2","1|4",,"CJD Kita an der Milchstraße",0,30,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,180,120,60
709329,52.5486154,13.4162336,0,52.54863,13.4159,,,,"Coworking Toddler Prenzlauer Berg",0,31,1,0,0,0,0,0,0,0,0,0,0,12,null,null
584229,52.5463158,13.5113802,0,52.54599,13.51209,,,"4","das Bildungshaus",0,32,1,0,0,0,0,0,0,0,0,0,0,50,null,null
520229,52.5576,13.20739,0,52.55759,13.20754,"2","0|1|4",,"Das Haus der kleinen Freunde",0,33,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,25,16,9
148129,52.5517268,13.4123013,1,52.5406,13.41879,,,,"Deutsch-chinesische Kita",1,34,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,27,27,0
2984,52.49381,13.32223,0,52.49375,13.3221,,,,"Deutsch-Englischer Kindergarten Lilolei",0,35,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,25,5
2937,52.5200749,13.4613529,0,52.52015,13.46155,"3","2","6","Deutsch-Französische Kita ",0,36,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,15,15
775,52.55456,13.33526,0,52.55454,13.33541,"2|3","0|1|3|4|6","6","Deutsch-Französische Kita/Kigä City",0,37,0,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,142,92,50
628279,52.50843,13.23702,0,52.50875,13.23674,"3","3","1","Dickenskita",0,38,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,36,36,0
417,52.3836975,13.39965,0,52.38375,13.39981,,,,"Die Kindergärtnerei",0,39,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,15:30,07:30,17:00,25,16,9
1426,52.4795996,13.4229636,0,52.47962,13.42305,"0",,,"Die Kinkies",1,40,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,20,11,9
1102,52.5492305,13.1575556,0,52.54902,13.15761,,,,"DIE KITA der Ev.-Paul-Gerhard-Kgm.",0,41,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,30,18,12
361129,52.4939534,13.432017,0,52.49401,13.43183,"12|2",,,"Die kleine Welt",1,42,2,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,16,16,0
742229,52.5875378,13.3345963,1,52.57205,13.3137,,,,"Die kleinen Grünschnäbel II",0,43,1,0,0,0,0,0,0,0,0,0,0,50,null,null
510229,52.528629,13.191369,0,52.52859,13.19165,,,,"Die kleinen Piraten",0,8,1,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,95,62,33
130129,52.5188773,13.4505032,0,52.51885,13.45049,"15",,"5","Die schlauen Mäuschen",0,44,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,30,0
2874,52.53795419999999,13.5664266,1,52.52788,13.546,"3","0",,"Die Senfkörner",0,45,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,35,22,13
690229,52.517,13.29411,0,52.51697,13.29397,,,,"Die wilden 25",1,46,1,0,0,0,0,0,0,0,0,0,0,24,null,null
2742,52.5106736,13.2411376,0,52.51023,13.2438,"0|2",,,"Die wilden Westender",0,47,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,53,31,22
413129,52.5073952,13.3015288,1,52.51259,13.31175,"3","4",,"Die Zauberflöten - Kita an der Deutschen Oper",0,48,1,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,55,39,16
773379,52.5699225,13.4942268,0,52.56987,13.49442,,,,"Dracos Drachen Kids",0,49,1,0,0,0,0,0,0,0,0,0,0,45,null,null
1790,52.4736908,13.3352069,1,52.47882,13.33384,"2",,,"EIKITA Felix",1,50,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,17,9,8
1248,52.48396779999999,13.3402508,1,52.48752,13.35033,"6",,,"Ei-Kita Humpty Dumpty",1,51,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,24,14,10
520,52.51853,13.30759,0,52.51835,13.30786,"2","4|6",,"EiKiTa Pünktchen",1,52,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,15:00,16,12,4
1163,52.4709,13.32789,0,52.47077,13.3281,"2",,,"EKG - Bundesallee 76A",3,53,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,16,14,2
825,52.43540669999999,13.3456638,0,52.43553,13.34554,,,,"EKG - Gallwitzallee 4",3,54,4,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00,15,15,0
1051,52.48383,13.27528,0,52.48386,13.27531,,,,"EKG - Grunewald",3,55,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,17,14,3
1112,52.42251,13.26038,0,52.4223,13.26061,,,,"EKG - Heimat 27",3,56,4,08:30,12:30,08:30,12:30,08:30,12:30,08:30,12:30,08:30,12:30,16,16,0
1052,52.4823072,13.2907862,0,52.48227,13.2908,"9|4",,,"EKG - Hohenzollerndamm 130",3,57,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,16,15,1
1156,52.5116471,13.1863726,0,52.51171,13.18618,,,,"EKG - Jaczostr. 52",3,58,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,15,15,0
742,52.45406,13.14486,0,52.45415,13.14448,,,,"EKG - Kladower Damm 369",3,59,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,15,15,0
743,52.54152,13.26722,0,52.54144,13.26742,,,,"EKG - Schuckertdamm 336-338",3,60,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,15,15,0
1103,52.5583895,13.1823915,0,52.55892,13.18225,,,,"EKG - Schwanter Weg 3",3,61,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,15,15,0
928,52.44804,13.12661,0,52.44709,13.12651,,,,"EKT -  Eichhörnchenbande",1,62,2,0,0,0,0,0,0,0,0,0,0,45,38,7
587,52.471815,13.4442401,0,52.47191,13.44419,"3","2",,"EKT -  Kleine Fische",1,63,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,24,16,8
1201,52.42079,13.48757,0,52.421,13.48795,"2",,,"EKT - Balou",1,64,2,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:30,49,39,10
733,52.5423245,13.3594442,0,52.54228,13.35941,"2","2",,"EKT - Eisbär",1,65,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,15,11,4
978,52.4813,13.44414,0,52.48119,13.44403,"2",,,"EKT - Minnie Maus Verein z.Errichtung u.Betreibung v.EKT's e.V.",1,64,2,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:30,44,42,2
2290,52.52494,13.39621,0,52.52493,13.3964,,,,"EKT - Pippi Langstrumpf",1,66,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,14,14,0
1441,52.46964,13.42492,0,52.46965,13.4249,"2",,,"EKT - Pumuckel Verein z.Errichtung u.Betreibung v.EKT's e.V.",1,64,2,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:30,53,41,12
243,52.487351,13.3967369,0,52.48732,13.39698,"10",,,"EKT - Wildblume e.V.",1,67,2,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,15,11,4
2502,52.4865799,13.3938448,0,52.48645,13.39379,"6|10",,"1","EKT - Wildblume e.V.",1,67,2,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,15,9,6
2610,52.5438875,13.4195862,0,52.54383,13.41964,"2",,,"EKT - 10 Vorne",1,68,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,26,21,5
1032,52.4821621,13.4235132,0,52.48226,13.42353,"2",,,"EKT - 1001 Nacht",1,69,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,38,29,9
1251,52.49209519999999,13.3403784,1,52.49474,13.33937,,,,"EKT - Abrakadabra",1,70,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,14,8,6
1610,52.4956904,13.4272009,1,52.50069,13.42359,"2",,,"EKT - Affentanz",1,71,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,26,16,10
1303,52.46052,13.32045,1,52.48609,13.56274,"2",,,"EKT - Ahörnchen",1,72,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:00,16,13,3
870,52.4665311,13.4378469,1,52.51526,13.59318,"2",,,"EKT - Ali Baba u.seine Räuber",1,73,2,0,0,0,0,0,0,0,0,0,0,54,54,0
2548,52.4661582,13.436167,1,52.51521,13.59339,"10",,,"EKT - Ali Baba und seine Räuber",1,73,2,0,0,0,0,0,0,0,0,0,0,18,18,0
334,52.52983,13.33183,1,52.44569,13.51056,,,,"EKT - ALIBABA",1,74,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,15,15,0
381,52.4893279,13.4149059,0,52.4894,13.41475,,,,"EKT - Alles Banane",1,75,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,14,14,0
2750,52.47143939999999,13.4318021,0,52.47139,13.43183,,,,"EKT - Altenbraker Kinderladen - Altenbraker Str. 10",1,76,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,30,18,12
1137,52.47887,13.34607,0,52.47872,13.34628,,,,"EKT - Amsel",1,77,2,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,18,14,4
1255,52.48694,13.34267,0,52.48688,13.34262,,,,"EKT - Amtomokarasachmo",1,78,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,17,17,0
768,52.5821806,13.3887692,0,52.58219,13.38896,"0",,,"EKT - Arbeitsgruppe für Montessori-Pädagogik",1,79,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,26,23,3
924,52.52981,13.31563,0,52.52952,13.3155,,,,"EKT - Arche Moabit",1,80,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,30,25,5
1809,52.4819413,13.3216638,0,52.48195,13.32163,"2",,,"EKT - Arche Noah",1,81,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,21,21,0
803,52.55122009999999,13.3890831,1,52.56567,13.50323,"16","2|6",,"EKT - Auenland",1,82,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,40,30,10
1533,52.4692851,13.4317012,0,52.46937,13.43159,,,,"EKT - Babbelgamm",1,83,2,0,0,0,0,0,0,0,0,0,0,17,17,0
1247,52.47591260000001,13.3257696,0,52.47586,13.32587,,,,"EKT - Berliner Malbüro",1,84,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,15,15,0
1312,52.4460049,13.3075956,0,52.44608,13.3078,"12|2","2|4",,"EKT - Blumenladen",1,85,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,15:00,19,14,5
2819,52.53177489999999,13.4311839,0,52.53181,13.43103,,,,"EKT - Bötzowstrolche",1,86,2,0,0,0,0,0,0,0,0,0,0,18,13,5
753,52.48087839999999,13.3628365,0,52.48094,13.36277,"2",,,"EKT - Brei nach Neun",1,87,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,18,11,7
940,52.48211509999999,13.3891911,0,52.48526,13.38694,,,,"EKT - BuDdelKiste",1,88,2,0,0,0,0,0,0,0,0,0,0,45,35,10
1912,52.4944407,13.3670403,0,52.49443,13.36714,,,,"EKT - Bülowstr.",1,89,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,15,10,5
1798,52.4830785,13.3212744,0,52.48295,13.32128,"2",,,"EKT - Chiquitita",1,90,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,40,23,17
555,52.52402530000001,13.3018842,0,52.5239,13.30223,,"4",,"EKT - CIP City-Initiative f. Eltern- ",1,91,2,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,36,21,15
696,52.5026828,13.3615691,0,52.50275,13.36147,"2","3","6","EKT - Cocorico et Co",1,92,2,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,19,19,0
1633,52.4874555,13.3936478,0,52.48733,13.39362,,,,"EKT - Combo",1,93,2,0,0,0,0,0,0,0,0,0,0,17,12,5
307129,52.53087,13.42302,0,52.53082,13.42294,,,,"EKT - Der Hummer aus Toronto",1,94,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,35,23,12
840,52.5319081,13.3483383,1,52.5326,13.34093,"10|2",,,"EKT - Der Kick - Initiative im Kiez",1,95,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,16,8,8
932,52.4942135,13.418661,0,52.49414,13.41887,"0","0|1|3|4|6","3","EKT - Der kleine Horrorladen",1,96,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,15,11,4
