"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"E_E";"E_EM";"E_EW";"E_E00_01";"E_E01_02";"E_E02_03";"E_E03_05";"E_E05_06";"E_E06_07";"E_E07_08";"E_E08_10";"E_E10_12";"E_E12_14";"E_E14_15";"E_E15_18";"E_E18_21";"E_E21_25";"E_E25_27";"E_E27_30";"E_E30_35";"E_E35_40";"E_E40_45";"E_E45_50";"E_E50_55";"E_E55_60";"E_E60_63";"E_E63_65";"E_E65_67";"E_E67_70";"E_E70_75";"E_E75_80";"E_E80_85";"E_E85_90";"E_E90_95";"E_E95_110";"E_U1";"E_1U6";"E_6U15";"E_15U18";"E_18U25";"E_25U55";"E_55U65";"E_65U80";"E_80U110"
"201212";"12214423";"12";"21";"44";"23";"2";5506,00;2643,00;2863,00;46,00;52,00;21,00;96,00;42,00;45,00;30,00;78,00;84,00;63,00;52,00;103,00;162,00;298,00;134,00;223,00;307,00;249,00;310,00;403,00;408,00;361,00;229,00;176,00;135,00;283,00;485,00;357,00;162,00;82,00;20,00;10,00;46,00;211,00;352,00;103,00;460,00;2034,00;766,00;1260,00;274,00
"201212";"12214424";"12";"21";"44";"24";"2";9736,00;4851,00;4885,00;111,00;118,00;108,00;154,00;84,00;87,00;90,00;133,00;152,00;146,00;64,00;252,00;286,00;650,00;370,00;494,00;690,00;661,00;664,00;834,00;768,00;581,00;379,00;231,00;157,00;276,00;506,00;364,00;173,00;111,00;33,00;9,00;111,00;464,00;672,00;252,00;936,00;4481,00;1191,00;1303,00;326,00
"201212";"12214527";"12";"21";"45";"27";"2";10064,00;4619,00;5445,00;91,00;55,00;62,00;119,00;61,00;43,00;59,00;112,00;132,00;132,00;66,00;197,00;251,00;415,00;243,00;331,00;604,00;548,00;621,00;874,00;795,00;617,00;410,00;308,00;260,00;484,00;789,00;576,00;345,00;262,00;155,00;47,00;91,00;297,00;544,00;197,00;666,00;4016,00;1335,00;2109,00;809,00
"201212";"12214528";"12";"21";"45";"28";"2";205,00;108,00;97,00;0,00;3,00;0,00;0,00;3,00;3,00;3,00;6,00;0,00;3,00;0,00;6,00;23,00;29,00;15,00;10,00;24,00;0,00;18,00;10,00;12,00;13,00;0,00;3,00;3,00;3,00;9,00;0,00;3,00;3,00;0,00;0,00;0,00;6,00;15,00;6,00;52,00;89,00;16,00;15,00;6,00
"201212";"12224229";"12";"22";"42";"29";"2";5972,00;2932,00;3040,00;39,00;33,00;48,00;83,00;46,00;43,00;53,00;96,00;113,00;120,00;74,00;179,00;153,00;172,00;68,00;96,00;202,00;238,00;389,00;584,00;500,00;438,00;304,00;215,00;173,00;353,00;551,00;334,00;164,00;84,00;24,00;3,00;39,00;210,00;499,00;179,00;325,00;2077,00;957,00;1411,00;275,00
"201212";"12224230";"12";"22";"42";"30";"2";17707,00;8648,00;9059,00;116,00;106,00;134,00;265,00;148,00;113,00;134,00;317,00;333,00;379,00;187,00;542,00;498,00;606,00;251,00;309,00;594,00;774,00;1159,00;1721,00;1630,00;1412,00;944,00;615,00;420,00;842,00;1417,00;944,00;410,00;235,00;128,00;24,00;116,00;653,00;1463,00;542,00;1104,00;6438,00;2971,00;3623,00;797,00
"201212";"12231101";"12";"23";"11";"01";"2";16167,00;7748,00;8419,00;94,00;101,00;104,00;240,00;143,00;140,00;125,00;279,00;300,00;318,00;175,00;486,00;453,00;454,00;219,00;270,00;563,00;693,00;1045,00;1476,00;1364,00;1154,00;821,00;560,00;428,00;930,00;1429,00;912,00;495,00;255,00;125,00;16,00;94,00;588,00;1337,00;486,00;907,00;5630,00;2535,00;3699,00;891,00
"201212";"12231102";"12";"23";"11";"02";"2";16633,00;7963,00;8670,00;112,00;106,00;119,00;292,00;146,00;171,00;140,00;350,00;364,00;370,00;190,00;536,00;437,00;434,00;165,00;234,00;516,00;718,00;1166,00;1543,00;1278,00;1153,00;696,00;548,00;430,00;895,00;1501,00;984,00;488,00;358,00;157,00;36,00;112,00;663,00;1585,00;536,00;871,00;5620,00;2397,00;3810,00;1039,00
"201212";"12301203";"12";"30";"12";"03";"2";13554,00;6856,00;6698,00;51,00;75,00;93,00;182,00;86,00;82,00;72,00;167,00;190,00;191,00;54,00;322,00;379,00;629,00;321,00;451,00;787,00;634,00;862,00;1159,00;1148,00;950,00;590,00;351,00;303,00;642,00;1103,00;804,00;432,00;281,00;127,00;36,00;51,00;436,00;756,00;322,00;1008,00;5362,00;1891,00;2852,00;876,00
"201212";"12301204";"12";"30";"12";"04";"2";6180,00;2931,00;3249,00;40,00;52,00;55,00;92,00;40,00;44,00;49,00;88,00;110,00;128,00;77,00;233,00;244,00;232,00;89,00;131,00;245,00;259,00;478,00;600,00;563,00;401,00;248,00;163,00;159,00;290,00;476,00;284,00;171,00;80,00;50,00;9,00;40,00;239,00;496,00;233,00;476,00;2365,00;812,00;1209,00;310,00
