ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_E;E_EM;E_EW;E_E00_01;E_E01_02;E_E02_03;E_E03_05;E_E05_06;E_E06_07;E_E07_08;E_E08_10;E_E10_12;E_E12_14;E_E14_15;E_E15_18;E_E18_21;E_E21_25;E_E25_27;E_E27_30;E_E30_35;E_E35_40;E_E40_45;E_E45_50;E_E50_55;E_E55_60;E_E60_63;E_E63_65;E_E65_67;E_E67_70;E_E70_75;E_E75_80;E_E80_85;E_E85_90;E_E90_95;E_E95_110;E_U1;E_1U6;E_6U15;E_15U18;E_18U25;E_25U55;E_55U65;E_65U80;E_80U110
201112;01011101;01;01;11;01;1;2765;1399;1366;31;7;10;21;3;6;0;37;6;23;7;40;80;196;91;136;210;181;182;180;205;220;143;90;74;120;229;93;97;26;18;3;31;41;79;40;276;1185;453;516;144
201112;01011102;01;01;11;02;1;176;101;75;0;0;3;0;0;0;0;3;3;0;0;3;9;6;0;9;18;9;24;18;20;9;12;6;0;9;6;6;3;0;0;0;0;3;6;3;15;98;27;21;3
201112;01011103;01;01;11;03;1;4768;2605;2163;40;41;29;80;44;34;41;68;89;61;27;96;170;308;185;267;388;299;325;418;438;324;198;111;92;152;176;133;63;50;12;9;40;194;320;96;478;2320;633;553;134
201112;01011104;01;01;11;04;1;3809;2023;1786;28;35;51;97;43;43;33;68;73;89;32;100;159;398;232;345;406;247;256;310;211;170;85;57;40;60;54;51;27;9;0;0;28;226;338;100;557;2007;312;205;36
201112;01011105;01;01;11;05;1;901;503;398;9;12;6;12;3;6;9;6;17;3;15;15;11;37;16;65;68;73;115;97;84;83;28;22;3;15;38;18;12;3;0;0;9;33;56;15;48;518;133;74;15
201112;01011201;01;01;12;01;1;2099;1110;989;15;24;9;31;18;9;24;22;37;15;16;64;52;141;54;88;137;131;169;196;179;192;78;40;30;83;114;62;50;16;3;0;15;82;123;64;193;954;310;289;69
201112;01011202;01;01;12;02;1;479;255;224;3;9;3;6;6;0;3;12;6;7;0;14;6;28;9;6;39;44;47;63;41;40;12;9;6;10;28;13;6;3;0;0;3;24;28;14;34;249;61;57;9
201112;01011203;01;01;12;03;1;809;397;412;6;0;6;21;0;3;6;12;15;12;6;9;18;48;27;27;77;62;94;74;57;47;41;15;20;28;33;27;15;3;0;0;6;27;54;9;66;418;103;108;18
201112;01011204;01;01;12;04;1;5667;2808;2859;43;24;31;67;45;42;30;47;53;50;27;75;104;298;165;264;426;375;430;472;428;406;238;175;138;279;412;260;166;81;16;0;43;167;249;75;402;2560;819;1089;263
201112;01011301;01;01;13;01;1;4722;2430;2292;62;66;55;83;27;33;20;49;42;23;18;41;74;218;205;368;674;577;483;416;278;278;136;63;77;90;140;58;36;26;6;0;62;231;185;41;292;3001;477;365;68
201112;01011302;01;01;13;02;1;11879;6074;5805;147;138;127;249;111;127;109;218;203;147;71;175;226;589;503;811;1539;1372;1402;1221;727;487;252;113;93;152;239;170;90;40;18;13;147;625;875;175;815;7575;852;654;161
201112;01011303;01;01;13;03;1;8192;4229;3963;64;70;71;124;36;44;44;56;62;54;23;84;194;584;352;564;844;732;708;628;491;459;210;115;105;279;500;343;204;105;34;9;64;301;283;84;778;4319;784;1227;352
201112;01011304;01;01;13;04;1;8171;3798;4373;52;64;51;104;54;47;50;96;105;90;47;136;166;443;251;336;475;375;469;475;486;481;244;146;147;405;868;693;497;238;65;15;52;273;435;136;609;2867;871;2113;815
201112;01011305;01;01;13;05;1;6259;3094;3165;37;42;33;68;27;31;18;66;64;63;22;63;115;381;237;334;497;369;390;427;402;335;181;109;104;272;602;570;270;104;23;3;37;170;264;63;496;2656;625;1548;400
201112;01011306;01;01;13;06;1;7579;3844;3735;83;64;59;100;57;50;39;75;61;72;34;83;149;411;263;511;726;593;640;686;509;482;250;114;90;264;542;315;181;54;16;6;83;280;331;83;560;3928;846;1211;257
201112;01011401;01;01;14;01;1;13743;7051;6692;193;200;165;325;131;109;127;208;192;136;60;178;221;723;601;1103;2087;1845;1615;1179;700;506;209;98;60;165;232;154;119;66;24;12;193;821;832;178;944;9130;813;611;221
201112;01011402;01;01;14;02;1;11606;5811;5795;191;198;169;328;132;94;100;157;95;82;56;85;145;532;484;998;1953;1710;1450;911;479;318;183;95;70;136;184;117;72;39;34;9;191;827;584;85;677;7985;596;507;154
201112;01022101;01;02;21;01;1;3080;1735;1345;35;31;16;29;24;13;31;35;40;36;19;60;108;353;181;260;313;252;239;268;227;132;81;41;44;47;75;48;27;15;0;0;35;100;174;60;461;1740;254;214;42
201112;01022102;01;02;21;02;1;5782;3162;2620;57;46;57;103;48;54;40;96;90;95;31;119;240;590;317;476;579;441;426;451;380;305;163;117;75;77;162;72;45;12;12;6;57;254;406;119;830;3070;585;386;75
201112;01022103;01;02;21;03;1;192;110;82;6;3;3;10;0;3;6;9;6;3;3;3;0;15;6;15;19;6;15;22;6;12;6;0;6;3;3;0;0;0;3;0;6;16;30;3;15;89;18;12;3
201112;01022104;01;02;21;04;1;16874;8766;8108;193;181;151;303;131;132;134;217;236;199;123;346;493;1450;854;1257;1748;1205;1186;1388;1176;1037;573;337;221;393;557;347;163;77;57;9;193;766;1041;346;1943;8814;1947;1518;306
201112;01022105;01;02;21;05;1;4815;2549;2266;46;73;48;76;44;67;43;81;90;101;54;130;161;453;266;344;443;362;347;354;313;231;122;71;88;69;152;87;61;31;7;0;46;241;436;130;614;2429;424;396;99
201112;01022106;01;02;21;06;1;10841;5302;5539;98;108;69;199;85;81;81;145;158;130;100;247;260;592;385;548;866;768;846;1078;902;734;456;224;187;298;512;275;215;108;70;16;98;461;695;247;852;5393;1414;1272;409
201112;01022201;01;02;22;01;1;9844;5228;4616;88;79;88;192;65;62;89;141;145;167;93;209;329;1037;609;787;1014;784;739;840;562;465;238;159;114;163;271;163;107;32;10;3;88;424;697;209;1366;5335;862;711;152
201112;01022202;01;02;22;02;1;1456;703;753;13;18;24;56;16;22;18;28;33;52;7;60;92;104;51;68;112;102;113;111;82;53;44;16;19;41;55;33;9;4;0;0;13;114;160;60;196;639;113;148;13
201112;01022203;01;02;22;03;1;6457;3229;3228;72;55;80;140;74;71;45;130;110;129;55;184;270;486;298;379;506;451;469;441;367;338;216;113;114;171;279;179;113;80;24;18;72;349;540;184;756;2911;667;743;235
201112;01022204;01;02;22;04;1;5553;2766;2787;51;48;66;99;32;39;31;85;59;83;28;105;144;310;166;291;504;403;456;491;416;356;195;128;114;186;275;201;105;66;13;7;51;245;325;105;454;2727;679;776;191
