ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_E;E_EM;E_EW;E_E00_01;E_E01_02;E_E02_03;E_E03_05;E_E05_06;E_E06_07;E_E07_08;E_E08_10;E_E10_12;E_E12_14;E_E14_15;E_E15_18;E_E18_21;E_E21_25;E_E25_27;E_E27_30;E_E30_35;E_E35_40;E_E40_45;E_E45_50;E_E50_55;E_E55_60;E_E60_63;E_E63_65;E_E65_67;E_E67_70;E_E70_75;E_E75_80;E_E80_85;E_E85_90;E_E90_95;E_E95_110;E_EU1;E_E1U6;E_E6U15;E_E15U18;E_E18U25;E_E25U55;E_E55U65;E_E65U80;E_E80U110
201612;01011101;01;01;11;01;1;3114;1613;1501;22;24;18;45;18;13;18;30;9;28;9;31;99;247;108;223;282;244;192;150;194;202;114;82;80;121;162;181;84;63;18;3;22;105;107;31;346;1393;398;544;168
201612;01011102;01;01;11;02;1;192;115;77;0;0;0;3;4;0;0;0;3;0;0;0;6;19;6;6;9;13;11;19;23;34;3;0;5;9;9;3;4;0;3;0;0;7;3;0;25;87;37;26;7
201612;01011103;01;01;11;03;1;5518;3051;2467;42;44;52;94;41;45;49;76;90;88;46;137;149;363;210;314;498;432;346;366;367;443;196;130;129;161;214;149;122;49;54;22;42;231;394;137;512;2533;769;653;247
201612;01011104;01;01;11;04;1;4704;2569;2135;47;41;49;107;41;46;42;90;87;79;44;175;201;452;240;389;492;404;320;296;347;232;98;57;56;74;78;57;41;13;6;3;47;238;388;175;653;2488;387;265;63
201612;01011105;01;01;11;05;1;1135;606;529;10;16;17;21;10;18;16;8;6;13;6;21;14;39;39;46;92;107;71;107;115;87;50;37;12;36;57;39;9;9;7;0;10;64;67;21;53;577;174;144;25
201612;01011201;01;01;12;01;1;2190;1151;1039;9;15;19;24;15;16;13;24;37;37;18;52;66;109;92;119;185;143;131;160;173;180;105;51;49;64;110;78;45;36;15;0;9;73;145;52;175;1003;336;301;96
201612;01011202;01;01;12;02;1;608;338;270;6;9;6;12;6;3;8;12;13;0;0;12;3;19;15;33;61;60;52;48;68;46;21;18;3;19;22;20;13;0;0;0;6;33;36;12;22;337;85;64;13
201612;01011203;01;01;12;03;1;1004;512;492;3;9;15;9;9;3;10;9;3;14;3;19;18;59;19;66;90;84;79;106;98;68;24;24;18;24;48;33;21;16;3;0;3;42;42;19;77;542;116;123;40
201612;01011204;01;01;12;04;1;7463;3772;3691;78;78;51;113;47;39;31;108;86;80;34;111;136;301;275;454;821;623;477;524;550;475;245;168;175;247;398;375;202;130;31;0;78;289;378;111;437;3724;888;1195;363
201612;01011301;01;01;13;01;1;6431;3348;3083;98;74;76;136;56;60;45;86;65;45;30;61;90;286;276;524;938;782;596;509;453;297;165;111;82;122;152;136;56;9;9;6;98;342;331;61;376;4078;573;492;80
201612;01011302;01;01;13;02;1;12535;6457;6078;128;121;120;208;120;100;119;239;226;204;115;257;282;458;451;865;1494;1447;1200;1246;1119;624;257;181;153;178;196;209;128;60;23;7;128;569;1003;257;740;7822;1062;736;218
201612;01011303;01;01;13;03;1;9536;5087;4449;86;67;82;125;59;58;39;96;92;81;25;236;243;578;436;874;1163;866;683;660;554;505;244;173;159;149;374;406;268;124;22;9;86;333;391;236;821;5236;922;1088;423
201612;01011304;01;01;13;04;1;8607;4016;4591;67;73;77;138;73;57;66;107;104;97;39;170;171;376;265;487;663;538;403;477;489;495;298;169;143;238;526;779;542;351;109;20;67;361;470;170;547;3322;962;1686;1022
201612;01011305;01;01;13;05;1;7617;3859;3758;64;88;58;122;57;43;45;73;79;83;32;94;125;279;275;486;776;614;469;500;551;430;222;115;143;164;370;547;448;204;55;6;64;325;355;94;404;3671;767;1224;713
201612;01011306;01;01;13;06;1;9530;4910;4620;95;115;98;170;80;69;52;93;101;63;47;130;416;507;354;594;1075;864;641;691;717;554;318;185;148;185;323;467;241;108;26;3;95;463;425;130;923;4936;1057;1123;378
201612;01011401;01;01;14;01;1;16331;8293;8038;226;211;181;382;163;169;171;332;248;237;100;278;317;697;578;1275;2267;2029;1675;1532;1139;685;324;150;129;151;243;229;117;62;24;10;226;937;1257;278;1014;10495;1159;752;213
201612;01011402;01;01;14;02;1;13341;6704;6637;189;189;188;316;149;145;122;289;212;171;78;162;188;438;472;1060;2054;1770;1465;1277;862;448;204;120;111;143;171;155;87;61;33;12;189;842;1017;162;626;8960;772;580;193
201612;01022101;01;02;21;01;1;3522;1934;1588;49;36;38;64;31;22;27;38;42;40;12;68;118;342;221;343;403;301;227;251;218;214;78;44;56;63;65;61;31;15;4;0;49;169;181;68;460;1964;336;245;50
201612;01022102;01;02;21;02;1;6374;3463;2911;73;68;56;97;69;45;42;89;104;77;45;129;208;533;370;590;797;511;426;423;417;341;170;106;94;140;142;109;48;40;15;0;73;290;402;129;741;3534;617;485;103
201612;01022103;01;02;21;03;1;258;139;119;3;3;0;4;3;10;9;12;6;12;8;4;6;6;4;12;38;18;25;18;27;7;7;0;0;3;10;0;0;3;0;0;3;10;57;4;12;142;14;13;3
201612;01022104;01;02;21;04;1;18377;9720;8657;188;181;157;299;139;140;125;267;233;240;101;373;563;1264;1028;1578;2155;1581;1169;1190;1321;1119;600;353;279;457;500;393;233;101;34;16;188;776;1106;373;1827;10022;2072;1629;384
201612;01022105;01;02;21;05;1;5299;2787;2512;68;60;46;90;44;41;39;88;93;75;39;137;210;404;282;474;614;434;309;325;356;297;155;75;77;94;128;123;73;30;16;3;68;240;375;137;614;2794;527;422;122
201612;01022106;01;02;21;06;1;11799;5900;5899;106;124;116;193;85;97;92;178;169;159;84;243;357;652;412;731;1097;894;750;828;994;854;453;270;268;326;423;429;224;132;47;12;106;518;779;243;1009;5706;1577;1446;415
201612;01022201;01;02;22;01;1;11292;6052;5240;125;127;136;224;90;96;81;177;139;131;79;237;409;940;709;1068;1427;1035;708;696;741;539;271;149;152;182;201;223;130;57;10;3;125;577;703;237;1349;6384;959;758;200
201612;01022202;01;02;22;02;1;1488;740;748;15;15;15;31;24;13;15;34;39;36;19;63;66;102;65;66;142;118;85;106;112;65;37;20;26;30;45;53;25;6;0;0;15;85;156;63;168;694;122;154;31
201612;01022203;01;02;22;03;1;6969;3549;3420;69;83;76;155;70;64;79;152;135;118;70;192;259;457;299;492;698;530;442;460;431;338;202;122;120;178;237;240;103;66;16;16;69;384;618;192;716;3352;662;775;201
201612;01022204;01;02;22;04;1;5824;2918;2906;53;42;72;99;38;33;49;94;71;62;54;87;142;346;214;350;577;477;400;430;483;368;178;123;121;164;257;226;123;61;30;0;53;251;363;87;488;2931;669;768;214
201612;01022205;01;02;22;05;1;3311;1700;1611;43;42;51;81;35;27;37;77;89;77;39;97;129;174;104;188;239;231;194;179;227;226;105;70;73;104;129;131;60;31;19;3;43;209;346;97;303;1362;401;437;113
201612;01022206;01;02;22;06;1;3027;1575;1452;37;25;36;61;22;31;15;37;54;47;18;43;48;156;117;174;282;267;222;243;246;217;114;63;56;74;105;97;75;33;9;3;37;144;202;43;204;1551;394;332;120
201612;01022207;01;02;22;07;1;5630;2921;2709;34;24;33;84;26;33;31;51;52;62;36;83;165;524;272;344;446;360;278;383;408;325;189;133;145;179;322;275;185;81;52;15;34;167;265;83;689;2491;647;921;333
201612;01033101;01;03;31;01;1;26841;14185;12656;302;380;350;638;323;291;280;600;551;519;237;827;1049;2033;1317;2085;2926;2155;1750;1711;1625;1266;636;324;360;413;640;641;380;147;65;20;302;1691;2478;827;3082;13569;2226;2054;612
201612;01033102;01;03;31;02;1;11837;6107;5730;124;141;164;278;138;108;138;236;220;208;106;349;458;869;566;894;1274;1026;782;800;792;529;266;137;174;228;320;266;156;65;22;3;124;721;1016;349;1327;6134;932;988;246
201612;01033201;01;03;32;01;1;13361;6762;6599;164;181;177;347;179;166;180;373;332;326;174;453;509;735;452;807;1177;1090;952;835;851;670;371;214;224;262;363;379;234;132;43;9;164;884;1551;453;1244;6164;1255;1228;418
201612;01033202;01;03;32;02;1;9726;4816;4910;98;121;111;216;101;108;100;231;187;174;103;247;255;490;310;549;797;778;640;585;720;550;287;159;221;263;399;428;271;141;74;12;98;549;903;247;745;4379;996;1311;498
201612;01033203;01;03;32;03;1;14478;7742;6736;156;178;200;330;184;138;151;261;301;298;150;432;490;1138;680;1096;1565;1249;958;932;893;717;316;175;207;250;374;346;187;94;26;6;156;892;1299;432;1628;7373;1208;1177;313
201612;01044101;01;04;41;01;1;20722;10700;10022;176;235;191;347;169;167;146;298;328;265;149;397;586;1414;1002;1609;1987;1594;1259;1382;1601;1306;680;361;339;474;738;768;419;222;104;9;176;942;1353;397;2000;10434;2347;2319;754
201612;01044102;01;04;41;02;1;16238;7876;8362;143;173;127;280;130;117;119;197;202;196;97;289;369;899;670;1054;1410;1028;862;1008;1191;1047;550;324;386;506;765;912;616;359;153;59;143;710;928;289;1268;7223;1921;2569;1187
201612;01044103;01;04;41;03;1;8589;4523;4066;85;87;90;147;69;58;55;130;114;126;50;234;244;675;510;817;974;758;578;545;617;488;221;117;126;158;176;201;84;34;21;0;85;393;533;234;919;4799;826;661;139
201612;01044201;01;04;42;01;1;23424;12430;10994;272;288;248;463;258;241;232;483;469;434;206;731;921;1848;1273;1917;2461;1803;1601;1529;1514;1079;488;313;308;381;579;555;299;136;73;21;272;1257;2065;731;2769;12098;1880;1823;529
201612;01044202;01;04;42;02;1;16703;8990;7713;167;192;159;299;116;121;143;224;195;231;104;359;583;1523;1100;1706;2299;1561;1009;1023;1032;785;403;228;190;253;258;235;134;55;16;0;167;766;1018;359;2106;9730;1416;936;205
201612;01044203;01;04;42;03;1;16462;8726;7736;179;152;163;293;147;144;149;253;265;267;123;359;487;1140;867;1365;1860;1340;1044;964;1112;848;447;265;246;341;535;490;317;182;86;32;179;755;1201;359;1627;8552;1560;1612;617
201612;02010101;02;01;01;01;1;6481;3519;2962;62;76;68;138;62;82;66;121;126;107;62;206;271;573;368;526;674;488;453;405;402;308;160;107;90;125;130;117;46;41;9;12;62;344;564;206;844;3316;575;462;108
201612;02010102;02;01;01;02;1;13278;6665;6613;168;153;141;316;153;154;143;312;334;311;160;431;499;771;479;786;1205;1011;930;934;909;719;316;219;203;284;417;380;254;123;50;13;168;763;1414;431;1270;6254;1254;1284;440
201612;02010103;02;01;01;03;1;15593;7980;7613;152;206;189;359;167;184;200;371;350;352;172;533;615;910;534;898;1316;1218;1141;1108;1114;822;408;248;234;311;460;474;336;131;68;12;152;921;1629;533;1525;7329;1478;1479;547
201612;02010104;02;01;01;04;1;5044;2526;2518;45;61;46;80;48;65;57;134;122;114;49;206;203;251;181;290;435;389;349;402;386;320;165;84;93;110;143;116;63;21;13;3;45;235;541;206;454;2432;569;462;100
201612;02020201;02;02;02;01;1;911;501;410;18;19;22;19;10;21;7;13;7;9;6;12;18;34;31;58;168;137;81;61;56;45;3;7;13;13;10;6;4;3;0;0;18;70;63;12;52;592;55;42;7
201612;02020202;02;02;02;02;1;5990;3105;2885;64;69;63;128;66;52;54;110;103;94;42;174;177;332;237;437;625;529;443;431;481;395;170;105;108;123;151;128;61;29;9;0;64;326;455;174;509;3183;670;510;99
201612;02020203;02;02;02;03;1;10886;5529;5357;141;136;134;218;90;111;95;171;153;122;54;186;222;517;373;775;1225;1209;868;840;874;732;326;178;186;254;279;232;96;58;24;7;141;578;706;186;739;6164;1236;951;185
201612;02020204;02;02;02;04;1;12326;6319;6007;157;113;131;229;101;93;99;172;176;162;77;280;321;598;471;855;1472;1328;976;887;1071;816;372;216;207;227;272;217;123;59;36;12;157;574;779;280;919;7060;1404;923;230
201612;02020205;02;02;02;05;1;14892;7538;7354;160;161;143;243;104;118;112;235;194;237;107;336;483;688;458;905;1673;1445;1176;1178;1383;1081;511;285;256;299;378;273;149;56;45;20;160;651;1003;336;1171;8218;1877;1206;270
201612;02020206;02;02;02;06;1;19052;9578;9474;223;239;239;385;169;212;147;344;278;295;120;439;438;849;640;1234;2332;2211;1589;1402;1446;1196;540;323;267;358;403;364;203;114;39;14;223;1032;1396;439;1287;10854;2059;1392;370
201612;02030301;02;03;03;01;1;9092;4753;4339;81;80;81;181;57;75;90;164;143;179;74;253;316;425;300;579;989;907;764;710;788;527;234;135;156;221;270;184;86;27;10;6;81;399;725;253;741;5037;896;831;129
201612;02030302;02;03;03;02;1;13166;6862;6304;132;128;131;224;114;124;117;237;204;203;92;351;400;609;445;843;1459;1432;1102;1000;1080;804;398;185;219;231;373;281;151;68;17;12;132;597;977;351;1009;7361;1387;1104;248
201612;02030401;02;03;04;01;1;15156;7844;7312;167;142;181;286;138;121;127;263;204;233;96;297;347;711;540;1045;1892;1895;1358;1182;1180;864;405;220;194;257;310;255;151;68;12;15;167;747;1044;297;1058;9092;1489;1016;246
201612;02030402;02;03;04;02;1;11083;5711;5372;142;145;101;198;100;90;86;146;152;139;72;260;246;522;431;776;1452;1438;1001;836;858;592;308;143;133;176;247;177;88;21;4;3;142;544;685;260;768;6792;1043;733;116
201612;02040501;02;04;05;01;1;5381;2553;2828;25;44;49;84;45;57;40;71;98;65;33;94;91;180;113;225;339;307;266;336;378;359;196;133;113;157;384;524;293;192;70;20;25;222;364;94;271;1964;688;1178;575
201612;02040502;02;04;05;02;1;7181;3480;3701;73;76;61;109;65;52;45;102;77;75;43;99;113;338;281;572;948;691;431;423;466;394;206;103;109;145;290;344;254;142;51;3;73;311;394;99;451;3812;703;888;450
201612;02040503;02;04;05;03;1;10976;5487;5489;162;169;120;236;100;63;82;155;129;89;52;151;176;458;425;996;1668;1383;830;751;598;493;219;124;103;109;234;309;242;204;104;42;162;625;570;151;634;6651;836;755;592
201612;02040701;02;04;07;01;1;12331;6011;6320;134;125;124;189;88;90;93;145;153;121;64;210;267;797;624;923;1304;915;661;677;659;631;369;198;200;239;556;775;538;315;125;22;134;526;666;210;1064;5763;1198;1770;1000
201612;02040702;02;04;07;02;1;10714;5493;5221;126;108;115;199;86;80;85;162;158;110;50;128;144;428;425;915;1537;1366;877;803;711;488;236;123;126;133;314;362;193;95;28;3;126;508;645;128;572;6634;847;935;319
201612;02040703;02;04;07;03;1;1145;659;486;10;25;15;30;12;9;15;29;17;26;7;41;48;111;92;153;191;105;73;25;31;22;21;12;13;3;6;3;0;0;0;0;10;82;103;41;159;670;55;25;0
201612;02050601;02;05;06;01;1;8900;4733;4167;137;112;93;152;49;76;73;88;89;75;18;97;145;446;486;1052;1758;1230;681;587;444;298;142;91;48;58;125;141;73;27;9;0;137;406;419;97;591;6238;531;372;109
201612;02050602;02;05;06;02;1;21064;10902;10162;336;288;262;470;176;190;159;344;292;227;137;294;331;969;1005;2151;3728;3019;1945;1459;1116;688;305;188;151;151;217;182;126;92;38;28;336;1196;1349;294;1300;14423;1181;701;284
201612;02050801;02;05;08;01;1;19093;10015;9078;252;223;229;380;187;151;132;281;215;200;97;254;356;1066;986;2145;3482;2750;1609;1246;923;642;290;138;106;141;230;180;123;57;16;6;252;1019;1076;254;1422;13141;1070;657;202
201612;02050802;02;05;08;02;1;20431;10719;9712;273;248;232;402;162;167;161;259;216;197;73;240;286;996;1065;2373;3932;3100;1930;1451;1016;574;214;112;141;97;182;171;90;47;18;6;273;1044;1073;240;1282;14867;900;591;161
201612;02050803;02;05;08;03;1;6986;3637;3349;99;86;86;145;46;39;44;94;48;65;30;76;108;353;360;766;1308;959;571;393;348;307;117;58;60;64;103;107;102;35;9;0;99;363;320;76;461;4705;482;334;146
201612;02050804;02;05;08;04;1;4171;2189;1982;84;74;72;109;53;61;36;96;88;54;30;89;71;108;91;196;464;502;377;415;287;190;86;69;68;63;82;91;83;63;12;7;84;308;365;89;179;2332;345;304;165
201612;03010101;03;01;01;01;2;3928;1995;1933;67;64;49;111;39;45;38;66;56;51;31;63;80;131;104;210;405;348;239;291;326;241;157;82;66;96;148;154;89;55;23;3;67;263;287;63;211;1923;480;464;170
201612;03010102;03;01;01;02;2;11685;5520;6165;129;135;121;259;127;125;126;209;182;228;87;284;241;442;307;570;869;762;567;657;752;721;409;301;319;351;684;810;471;268;129;43;129;642;957;284;683;4484;1431;2164;911
201612;03010104;03;01;01;04;2;227;131;96;3;0;6;9;0;6;0;3;0;6;3;6;6;13;3;9;23;27;21;40;24;12;3;0;0;0;0;4;0;0;0;0;3;15;18;6;19;147;15;4;0
201612;03020203;03;02;02;03;2;2116;1052;1064;12;19;19;42;30;27;18;41;37;33;15;54;43;30;21;56;93;128;144;164;220;188;98;60;85;59;108;148;81;34;9;0;12;110;171;54;73;826;346;400;124
201612;03020209;03;02;02;09;2;14726;7133;7593;131;181;177;319;183;186;148;344;302;296;141;412;457;489;279;551;982;1081;1103;1374;1395;933;502;284;280;369;568;654;325;184;77;19;131;860;1417;412;946;6765;1719;1871;605
201612;03020210;03;02;02;10;2;11132;5522;5610;121;117;144;267;149;137;116;250;211;214;99;275;279;270;196;415;865;926;759;1052;1017;778;353;248;229;267;430;485;272;139;46;6;121;677;1027;275;549;5230;1379;1411;463
201612;03020307;03;02;03;07;2;17930;8785;9145;178;197;218;419;193;200;211;392;383;327;200;530;491;406;274;596;1220;1415;1135;1547;1853;1431;686;410;388;417;694;773;469;209;56;12;178;1027;1713;530;897;8040;2527;2272;746
201612;03030405;03;03;04;05;2;10986;5220;5766;174;172;168;297;139;127;135;261;260;207;93;291;284;325;228;599;1109;909;645;750;865;650;321;171;200;236;388;457;324;150;42;9;174;776;1083;291;609;5105;1142;1281;525
201612;03030406;03;03;04;06;2;8245;4063;4182;62;64;75;143;84;67;79;155;145;142;88;261;216;193;98;189;367;471;466;736;919;776;404;246;234;252;430;442;268;129;35;9;62;366;676;261;409;3246;1426;1358;441
201612;03030711;03;03;07;11;2;6810;3352;3458;49;43;72;135;63;58;57;149;129;117;45;209;159;143;76;128;293;415;441;602;774;589;322;209;196;225;344;355;215;111;71;16;49;313;555;209;302;2729;1120;1120;413
201612;03030715;03;03;07;15;2;7388;3840;3548;62;79;68;156;43;67;84;129;121;129;64;196;240;237;145;290;461;471;431;628;783;595;289;222;190;233;297;311;202;122;27;16;62;346;594;196;477;3209;1106;1031;367
201612;03030716;03;03;07;16;2;1138;563;575;6;6;6;9;10;9;12;15;15;21;9;21;16;25;0;24;29;59;69;90;122;118;58;35;37;41;72;101;69;25;6;3;6;31;81;21;41;393;211;251;103
201612;03040508;03;04;05;08;2;4530;2259;2271;35;37;58;97;46;37;51;114;115;85;57;177;160;143;74;106;236;300;277;466;502;373;169;105;73;104;182;182;105;58;3;3;35;238;459;177;303;1961;647;541;169
201612;03040512;03;04;05;12;2;9783;4717;5066;85;102;89;163;91;97;88;180;149;191;85;292;230;296;188;383;586;647;634;857;949;667;334;227;203;277;502;635;368;124;55;9;85;445;790;292;526;4244;1228;1617;556
201612;03040513;03;04;05;13;2;3412;1646;1766;28;17;27;66;40;53;45;95;86;72;50;129;123;90;33;94;146;208;259;350;295;237;115;63;74;82;138;145;116;87;43;6;28;150;401;129;213;1385;415;439;252
201612;03040614;03;04;06;14;2;35308;16527;18781;409;437;460;907;424;480;421;870;675;606;302;780;699;984;771;1644;2941;3170;2800;2999;2718;1862;869;578;517;662;1249;1854;1203;678;253;86;409;2228;3354;780;1683;17043;3309;4282;2220
201612;03040818;03;04;08;18;2;34314;16363;17951;407;398;386;719;349;336;324;675;470;481;229;625;640;1071;1001;1996;3564;3384;2472;2728;2573;1977;956;631;548;730;1129;1605;1119;530;207;54;407;1852;2515;625;1711;17718;3564;4012;1910
201612;03050919;03;05;09;19;2;5564;2744;2820;73;75;65;116;53;54;45;87;57;70;39;104;149;228;200;294;536;400;337;383;490;334;164;94;78;122;258;334;212;74;39;0;73;309;352;104;377;2640;592;792;325
201612;03050920;03;05;09;20;2;7397;3480;3917;90;93;88;186;72;69;79;168;134;121;51;150;115;241;180;374;638;674;505;603;571;395;208;128;105;155;273;411;279;137;76;28;90;439;622;150;356;3545;731;944;520
201612;03050923;03;05;09;23;2;9098;4664;4434;130;114;129;220;80;88;88;148;129;111;49;147;187;351;356;742;1315;950;730;696;646;479;207;129;112;139;180;220;133;54;30;9;130;543;613;147;538;5435;815;651;226
201612;03050924;03;05;09;24;2;5883;3077;2806;82;89;65;158;63;70;63;132;120;102;43;103;161;235;199;444;720;659;486;479;414;298;132;68;63;85;96;129;68;45;6;6;82;375;530;103;396;3401;498;373;125
201612;03050925;03;05;09;25;2;9468;4601;4867;133;134;124;265;124;122;111;245;176;195;109;258;191;274;244;489;962;994;747;857;724;469;228;111;130;119;197;338;266;104;28;0;133;647;958;258;465;5017;808;784;398
201612;03051017;03;05;10;17;2;4247;2198;2049;46;52;48;85;39;43;27;72;42;66;27;81;117;213;170;269;404;351;258;360;398;286;133;86;81;93;135;146;79;28;9;3;46;224;277;81;330;2210;505;455;119
201612;03051021;03;05;10;21;2;6503;3026;3477;63;51;66;106;45;39;45;84;71;78;30;115;124;220;180;393;519;432;354;397;494;358;160;107;144;200;355;693;344;166;48;22;63;268;347;115;344;2769;625;1392;580
201612;03051022;03;05;10;22;2;4527;2064;2463;48;48;46;88;39;44;45;83;84;72;31;102;77;122;119;232;350;290;205;336;369;313;146;104;80;104;216;345;214;120;42;13;48;221;359;102;199;1901;563;745;389
201612;03061126;03;06;11;26;1;15187;7793;7394;195;211;158;307;145;136;123;289;208;151;82;194;277;742;678;1316;2197;2023;1470;1326;948;486;237;173;149;174;252;239;151;98;40;12;195;821;989;194;1019;9958;896;814;301
201612;03061131;03;06;11;31;1;10521;5339;5182;166;126;127;257;125;109;112;192;164;120;50;147;149;518;439;866;1450;1372;1175;1064;709;344;156;91;83;112;126;88;44;27;9;4;166;635;747;147;667;7075;591;409;84
201612;03061227;03;06;12;27;1;14520;7061;7459;165;163;140;277;141;126;153;226;172;161;63;185;231;563;577;1211;2061;1785;1395;1227;946;601;287;142;172;212;339;356;254;116;51;22;165;721;901;185;794;9202;1030;1079;443
201612;03061228;03;06;12;28;1;12619;6177;6442;124;131;114;158;88;79;59;133;148;97;61;163;225;592;497;1159;1716;1420;849;840;866;567;323;188;167;203;400;580;382;189;85;16;124;491;577;163;817;7347;1078;1350;672
201612;03061332;03;06;13;32;1;22519;11469;11050;299;310;310;559;285;273;247;467;407;360;152;418;336;776;747;1604;2938;2957;2692;2565;1661;799;293;183;152;180;197;152;99;58;30;13;299;1464;1906;418;1112;15164;1275;681;200
201612;03061429;03;06;14;29;1;10082;4615;5467;62;69;55;148;66;70;49;125;117;99;40;141;181;304;244;404;607;498;450;571;653;540;302;185;304;460;835;1203;732;334;171;63;62;338;500;141;485;3427;1027;2802;1300
201612;03061430;03;06;14;30;1;3921;2049;1872;59;58;31;83;45;35;48;84;74;56;35;108;152;183;144;181;322;272;176;257;264;217;102;74;52;92;149;268;194;80;26;0;59;217;332;108;335;1616;393;561;300
201612;03061434;03;06;14;34;1;6238;3129;3109;73;90;79;151;63;61;63;97;61;70;21;105;84;255;246;484;977;784;547;458;420;281;119;98;61;79;131;130;83;45;22;0;73;383;373;105;339;3916;498;401;150
201612;03061435;03;06;14;35;1;3875;1944;1931;46;39;43;64;21;30;37;52;45;49;43;64;54;192;166;320;542;417;278;273;258;198;83;68;40;53;108;126;97;54;12;3;46;167;256;64;246;2254;349;327;166
201612;03061441;03;06;14;41;1;2560;1277;1283;49;48;60;124;54;57;50;113;90;54;24;57;51;37;47;111;217;342;319;243;91;67;44;9;12;12;46;50;37;30;15;0;49;286;388;57;88;1370;120;120;82
201612;03071536;03;07;15;36;1;10747;5502;5245;123;147;143;254;146;131;133;230;197;186;65;211;234;405;367;695;1363;1279;1232;1255;889;388;144;95;57;77;113;74;62;29;16;7;123;690;942;211;639;7080;627;321;114
201612;03071537;03;07;15;37;1;15635;7951;7684;248;248;217;403;193;167;153;319;304;260;118;321;288;477;508;985;2004;1863;1603;1624;1259;713;292;167;138;160;255;178;114;46;7;3;248;1061;1321;321;765;9846;1172;731;170
201612;03071633;03;07;16;33;1;3010;1503;1507;22;34;29;67;25;18;30;48;34;48;18;70;63;106;93;160;260;230;203;202;202;226;133;93;82;94;143;138;64;55;17;3;22;155;196;70;169;1350;452;457;139
201612;03071638;03;07;16;38;1;17260;8725;8535;240;237;227;431;222;184;195;365;325;276;112;324;314;678;627;1196;2095;2134;1817;1807;1210;679;262;183;147;155;241;350;159;50;18;0;240;1117;1457;324;992;10886;1124;893;227
201612;03071639;03;07;16;39;1;12367;6085;6282;144;139;172;276;145;159;185;328;310;247;88;262;218;397;329;747;1290;1346;1310;1401;1039;561;224;141;99;137;218;204;135;75;28;13;144;732;1317;262;615;7462;926;658;251
201612;04010101;04;01;01;01;2;11043;5335;5708;111;108;114;210;108;119;105;204;169;166;90;241;309;535;316;497;831;768;651;772;744;738;397;256;268;348;523;564;355;241;117;68;111;540;853;241;844;4579;1391;1703;781
201612;04010102;04;01;01;02;2;895;579;316;6;12;10;18;3;7;6;16;9;9;0;18;22;64;31;35;85;51;38;50;79;62;48;25;27;25;43;41;27;21;7;0;6;43;47;18;86;369;135;136;55
201612;04010103;04;01;01;03;2;7771;3651;4120;77;72;103;160;91;68;69;163;140;133;64;232;224;320;206;358;495;528;492;529;582;465;235;154;148;215;333;539;351;151;61;13;77;426;637;232;544;3190;854;1235;576
201612;04020204;04;02;02;04;2;199;107;92;3;4;6;0;0;0;4;7;6;10;0;22;3;10;0;0;6;3;16;19;20;17;11;3;8;3;3;6;3;3;3;0;3;10;27;22;13;64;31;20;9
201612;04020205;04;02;02;05;2;1329;657;672;3;6;12;17;24;6;15;22;27;25;9;37;42;65;21;35;68;70;71;90;109;115;64;44;24;69;100;85;24;21;9;0;3;59;104;37;107;464;223;278;54
201612;04020206;04;02;02;06;2;2754;1249;1505;9;24;9;40;14;15;12;26;34;13;9;46;38;55;32;70;122;99;136;118;155;170;98;67;103;167;305;382;202;122;52;10;9;87;109;46;93;732;335;957;386
201612;04020207;04;02;02;07;2;2532;1203;1329;21;12;15;33;13;25;12;45;36;50;15;73;70;124;34;80;116;124;158;232;262;166;77;64;42;77;169;168;89;75;40;15;21;73;183;73;194;1006;307;456;219
201612;04020208;04;02;02;08;2;2878;1417;1461;13;30;12;51;27;36;22;86;55;81;39;128;89;62;25;29;105;138;147;242;305;186;92;58;83;121;187;204;117;61;38;9;13;120;319;128;151;991;336;595;225
201612;04020209;04;02;02;09;2;3189;1571;1618;19;12;21;38;27;22;25;52;51;68;33;102;193;327;150;152;191;158;158;186;213;192;90;65;66;92;183;158;88;24;24;9;19;98;251;102;520;1208;347;499;145
201612;04020310;04;02;03;10;2;602;331;271;7;0;8;4;0;0;3;7;0;3;3;7;22;86;73;70;34;41;35;13;12;48;15;3;12;26;27;24;12;7;0;0;7;12;16;7;108;278;66;89;19
201612;04020311;04;02;03;11;2;14756;7084;7672;97;109;97;197;91;121;100;217;203;207;131;326;397;631;356;537;844;807;828;1024;1177;876;562;356;454;644;1106;1131;623;303;144;60;97;494;979;326;1028;5573;1794;3335;1130
201612;04020312;04;02;03;12;2;5467;2592;2875;37;38;42;95;48;46;36;84;94;80;33;115;127;227;134;194;320;310;310;334;448;384;207;112;128;248;377;366;233;136;75;49;37;223;373;115;354;2050;703;1119;493
201612;04020313;04;02;03;13;2;7530;3757;3773;83;76;72;126;47;56;40;105;93;81;49;111;209;478;270;418;626;545;425;509;623;470;235;164;208;214;371;427;249;100;41;9;83;321;424;111;687;3416;869;1220;399
201612;04020314;04;02;03;14;2;436;346;90;3;6;3;16;7;3;3;0;9;12;3;10;84;75;51;24;43;33;20;12;6;4;3;0;3;0;3;0;0;0;0;0;3;32;30;10;159;189;7;6;0
201612;04030415;04;03;04;15;1;2837;1416;1421;12;18;7;43;4;6;12;25;33;30;13;45;57;194;138;172;231;190;168;168;163;195;104;62;58;97;134;156;108;92;77;25;12;72;119;45;251;1230;361;445;302
