ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_E;E_EM;E_EW;E_E00_01;E_E01_02;E_E02_03;E_E03_05;E_E05_06;E_E06_07;E_E07_08;E_E08_10;E_E10_12;E_E12_14;E_E14_15;E_E15_18;E_E18_21;E_E21_25;E_E25_27;E_E27_30;E_E30_35;E_E35_40;E_E40_45;E_E45_50;E_E50_55;E_E55_60;E_E60_63;E_E63_65;E_E65_67;E_E67_70;E_E70_75;E_E75_80;E_E80_85;E_E85_90;E_E90_95;E_E95_110;E_EU1;E_E1U6;E_E6U15;E_E15U18;E_E18U25;E_E25U55;E_E55U65;E_E65U80;E_E80U110
201612;07010103;07;01;01;03;1;10257;5109;5148;99;95;95;147;82;69;88;157;158;150;82;216;246;464;310;519;909;807;657;836;944;791;400;268;248;325;397;340;207;104;21;26;99;419;704;216;710;4982;1459;1310;358
201612;07010104;07;01;01;04;1;13701;7191;6510;129;129;148;251;114;134;114;229;245;213;99;321;414;711;511;845;1319;1170;1004;1097;1214;938;476;252;236;382;430;302;177;68;26;3;129;642;1034;321;1125;7160;1666;1350;274
201612;07020201;07;02;02;01;1;10496;5059;5437;76;79;76;150;62;86;89;138;136;149;66;231;231;489;305;490;826;680;656;791;1006;768;405;262;292;397;589;460;280;146;67;18;76;367;664;231;720;4754;1435;1738;511
201612;07020202;07;02;02;02;1;10237;5200;5037;120;112;106;168;101;85;80;135;136;121;65;177;242;557;406;724;1065;888;691;715;693;685;330;227;202;263;418;376;192;100;39;18;120;487;622;177;799;5182;1242;1259;349
201612;07020203;07;02;02;03;1;17768;8971;8797;191;188;178;327;140;127;128;287;263;254;145;397;502;914;618;1085;1717;1547;1199;1326;1612;1289;643;406;351;500;548;419;217;140;71;39;191;833;1204;397;1416;9104;2338;1818;467
201612;07020204;07;02;02;04;1;11779;5922;5857;146;145;122;229;97;94;117;173;145;134;59;224;253;595;370;860;1353;1213;812;992;1100;795;389;209;217;213;327;242;107;35;9;3;146;593;722;224;848;6700;1393;999;154
201612;07030301;07;03;03;01;1;24695;11435;13260;241;205;228;449;201;231;224;456;466;454;166;635;720;1027;607;986;1644;1677;1596;1977;2278;1828;970;645;693;885;1337;1001;454;259;113;42;241;1083;1997;635;1747;10765;3443;3916;868
201612;07030302;07;03;03;02;1;9351;4441;4910;91;94;80;161;93;77;64;163;158;140;79;243;302;459;255;401;668;622;534;730;802;726;414;266;243;301;486;384;203;64;32;16;91;428;681;243;761;4012;1406;1414;315
201612;07030303;07;03;03;03;1;12334;5989;6345;141;137;129;224;98;120;114;217;208;217;104;308;392;692;432;658;1068;945;762;931;1059;840;442;252;237;390;441;408;211;92;49;16;141;588;980;308;1084;5855;1534;1476;368
201612;07040401;07;04;04;01;2;18419;9102;9317;175;212;172;347;186;175;193;351;302;345;142;495;638;905;540;872;1305;1264;1135;1353;1585;1247;617;327;397;519;857;898;511;235;96;23;175;917;1508;495;1543;8054;2191;2671;865
201612;07040402;07;04;04;02;2;2293;1109;1184;16;25;24;35;23;12;6;37;36;32;10;45;45;69;39;67;115;126;121;165;226;177;81;64;59;80;143;155;107;90;54;9;16;107;133;45;114;859;322;437;260
201612;07040403;07;04;04;03;2;23743;11354;12389;268;254;247;399;169;184;185;376;303;344;164;491;567;1148;868;1403;2204;1825;1493;1650;1924;1585;846;570;527;709;1002;1011;577;282;124;44;268;1069;1556;491;1715;11367;3001;3249;1027
201612;07040404;07;04;04;04;2;5102;2414;2688;52;43;30;78;33;33;40;62;76;63;21;109;112;230;154;223;304;266;270;357;412;347;197;113;124;184;369;390;234;109;55;12;52;184;295;109;342;1986;657;1067;410
201612;07040405;07;04;04;05;2;11155;5435;5720;134;117;110;222;104;104;104;167;186;159;76;236;367;644;411;632;1075;814;667;719;814;672;369;215;238;299;398;471;279;204;117;31;134;553;796;236;1011;5132;1256;1406;631
201612;07040406;07;04;04;06;2;3911;2035;1876;49;70;45;101;32;40;41;51;38;31;23;54;87;254;198;377;484;311;265;251;285;231;97;57;52;76;109;96;64;21;16;5;49;248;224;54;341;2171;385;333;106
201612;07050501;07;05;05;01;2;16062;7748;8314;160;171;168;301;160;126;153;246;185;200;123;314;381;810;527;864;1375;1082;934;1030;1260;1059;599;356;404;549;851;835;471;227;98;43;160;800;1033;314;1191;7072;2014;2639;839
201612;07050502;07;05;05;02;2;8120;3937;4183;62;72;61;102;58;49;63;98;121;117;65;203;230;378;238;438;566;465;421;552;560;541;280;193;208;240;385;477;355;285;182;55;62;293;513;203;608;3240;1014;1310;877
201612;07050503;07;05;05;03;2;9145;4229;4916;75;72;93;137;56;58;54;113;115;117;60;155;181;328;272;445;743;541;499;573;725;676;369;243;249;366;522;589;375;198;117;29;75;358;517;155;509;3798;1288;1726;719
201612;07050504;07;05;05;04;2;5588;2691;2897;60;43;52;106;40;51;38;70;84;78;45;172;170;267;140;218;330;326;266;414;481;396;227;117;119;191;283;377;255;132;34;6;60;241;366;172;437;2175;740;970;427
201612;07050505;07;05;05;05;2;10586;4994;5592;94;93;90;165;72;93;87;169;168;178;91;262;309;405;190;335;558;540;513;741;846;683;408;271;317;371;640;809;500;314;193;81;94;420;786;262;714;3723;1362;2137;1088
201612;07050506;07;05;05;06;2;2305;1146;1159;12;16;15;36;27;9;22;57;46;34;15;60;88;89;48;48;104;141;136;160;221;170;86;52;58;102;155;171;76;36;15;0;12;94;183;60;177;858;308;486;127
201612;07060601;07;06;06;01;2;10109;5001;5108;115;123;104;199;103;119;93;208;195;241;97;297;329;480;247;416;668;550;572;697;729;631;339;222;251;345;566;584;337;172;73;7;115;529;953;297;809;3879;1192;1746;589
201612;07060602;07;06;06;02;2;4638;2341;2297;27;30;34;72;34;42;49;92;86;93;36;117;153;143;77;121;248;241;251;384;445;355;175;143;123;192;309;330;148;61;24;3;27;170;398;117;296;1767;673;954;236
201612;07060603;07;06;06;03;2;3176;1522;1654;34;33;46;88;37;43;31;83;74;57;39;88;114;114;46;79;179;172;181;170;189;190;119;84;62;156;241;248;115;43;15;6;34;204;327;88;228;1016;393;707;179
201612;07060604;07;06;06;04;2;14304;6736;7568;126;155;134;256;130;153;137;229;242;212;108;364;406;576;317;575;868;830;794;850;977;944;470;353;445;630;963;1041;608;273;102;36;126;675;1081;364;982;5211;1767;3079;1019
201612;07070701;07;07;07;01;2;10474;4969;5505;75;88;69;152;85;107;78;168;172;200;97;308;311;329;170;259;508;582;600;746;954;740;437;286;298;431;722;769;428;197;90;18;75;394;822;308;640;3819;1463;2220;733
201612;07070702;07;07;07;02;2;10801;5224;5577;99;93;119;175;85;99;87;199;173;159;90;294;303;400;210;327;549;541;600;883;1004;786;425;297;343;452;724;726;352;138;57;12;99;472;807;294;703;4114;1508;2245;559
201612;07070703;07;07;07;03;2;7304;3414;3890;43;57;48;106;47;54;48;127;104;105;55;200;232;249;120;180;322;346;379;558;586;467;301;200;227;315;557;723;318;154;58;18;43;258;493;200;481;2491;968;1822;548
201612;07070704;07;07;07;04;2;8390;4025;4365;94;100;73;185;102;101;85;222;195;200;111;302;291;332;197;253;431;520;435;496;646;554;270;194;211;316;473;585;257;108;42;9;94;460;914;302;623;2978;1018;1585;416
201612;07070705;07;07;07;05;2;6973;3400;3573;52;52;66;94;52;60;56;109;123;164;83;221;220;226;123;170;315;347;399;588;706;563;272;179;202;284;461;450;206;85;36;9;52;264;595;221;446;2648;1014;1397;336
201612;07070706;07;07;07;06;2;3919;1886;2033;44;36;46;55;34;31;47;59;60;80;36;107;139;146;76;130;198;215;181;258;322;305;121;95;92;108;295;238;171;108;61;25;44;171;313;107;285;1380;521;733;365
201612;07070707;07;07;07;07;2;2936;1406;1530;37;27;30;57;24;24;26;46;51;46;15;78;93;87;46;61;140;143;118;236;238;228;114;105;102;123;228;257;101;34;21;0;37;138;208;78;180;982;447;710;156
201612;08010115;08;01;01;15;1;874;457;417;10;9;12;21;3;9;3;15;9;16;3;21;16;41;21;51;96;94;54;74;62;69;41;26;28;21;21;12;10;3;3;0;10;45;55;21;57;452;136;82;16
201612;08010116;08;01;01;16;1;3576;1900;1676;28;32;35;70;21;24;34;47;42;47;28;75;83;208;169;295;425;401;282;245;311;216;97;54;46;50;67;87;38;13;3;3;28;158;222;75;291;2128;367;250;57
201612;08010117;08;01;01;17;1;15949;8343;7606;203;163;158;286;126;118;126;211;197;164;92;247;283;759;761;1521;2611;1973;1136;993;1055;783;389;255;234;284;334;267;144;64;6;6;203;733;908;247;1042;10050;1427;1119;220
201612;08010118;08;01;01;18;1;11755;6011;5744;147;137;122;265;96;117;89;232;257;212;92;298;347;731;593;1104;1526;1072;695;718;712;555;260;121;137;183;236;251;184;138;79;49;147;620;999;298;1078;6420;936;807;450
201612;08010211;08;01;02;11;1;9929;5152;4777;81;89;118;180;88;81;70;161;147;135;69;215;234;555;512;1017;1552;1078;616;598;620;464;230;137;129;156;217;220;98;42;17;3;81;475;663;215;789;5993;831;722;160
201612;08010212;08;01;02;12;1;7432;3729;3703;67;91;91;135;98;79;78;186;186;167;90;291;249;363;266;451;803;588;513;441;462;381;234;150;154;177;250;217;123;31;10;10;67;415;786;291;612;3524;765;798;174
201612;08010213;08;01;02;13;1;12649;6527;6122;154;141;159;262;108;112;88;200;181;180;96;284;315;702;644;1321;1875;1191;837;780;800;566;269;171;173;241;319;278;127;57;18;0;154;670;857;284;1017;7448;1006;1011;202
201612;08010214;08;01;02;14;1;8063;4171;3892;77;52;63;124;73;82;66;149;144;147;69;252;258;494;443;731;906;635;516;526;554;445;232;122;112;132;220;190;114;71;42;22;77;312;657;252;752;4311;799;654;249
201612;08010301;08;01;03;01;1;27792;13969;13823;348;344;343;547;242;219;189;412;377;340;129;457;546;1095;957;2177;4244;3822;2352;1953;1922;1356;692;363;360;469;579;517;270;120;45;6;348;1476;1666;457;1641;17427;2411;1925;441
201612;08010302;08;01;03;02;1;3670;1822;1848;30;28;28;73;21;29;33;54;40;48;22;87;61;154;101;172;343;375;278;268;340;262;123;74;64;105;130;165;97;55;3;7;30;150;226;87;215;1877;459;464;162
201612;08010303;08;01;03;03;1;8512;4465;4047;88;89;85;193;79;81;65;137;138;107;56;205;220;487;435;857;1347;977;583;485;501;345;184;114;95;141;175;154;60;11;15;3;88;446;584;205;707;5185;643;565;89
201612;08010404;08;01;04;04;1;23647;12269;11378;274;298;285;470;198;174;200;417;354;342;168;507;635;1304;1132;2425;3580;2510;1533;1298;1490;1193;562;322;295;391;551;371;222;83;46;17;274;1251;1655;507;1939;13968;2077;1608;368
201612;08010405;08;01;04;05;1;9145;4506;4639;116;96;95;189;87;87;63;150;123;120;60;174;211;482;348;842;1338;1048;626;574;500;445;202;129;115;180;212;238;161;85;35;14;116;467;603;174;693;5276;776;745;295
201612;08010406;08;01;04;06;1;7071;3652;3419;107;110;119;199;75;72;63;162;122;126;54;159;199;385;244;518;833;673;529;430;444;357;162;114;120;108;189;192;131;51;24;0;107;503;599;159;584;3671;633;609;206
201612;08010407;08;01;04;07;1;835;430;405;9;12;6;9;9;6;6;6;6;3;0;12;15;58;63;100;159;104;40;60;58;24;18;3;6;13;12;12;3;0;0;3;9;36;27;12;73;584;45;43;6
201612;08010508;08;01;05;08;1;5614;2814;2800;96;122;99;195;99;77;88;122;142;113;67;187;214;359;188;264;433;326;365;336;406;323;161;83;103;127;186;198;88;25;22;0;96;515;609;187;573;2318;567;614;135
201612;08010509;08;01;05;09;1;9489;4743;4746;115;138;152;318;159;179;156;270;260;256;104;383;413;548;265;442;657;598;605;637;613;505;231;161;195;204;294;276;174;108;49;24;115;767;1225;383;961;3817;897;969;355
201612;08010510;08;01;05;10;1;502;290;212;0;8;6;12;6;6;6;9;9;6;5;9;12;62;31;45;65;43;22;18;34;37;9;4;6;7;9;10;0;3;0;3;0;32;41;9;74;258;50;32;6
201612;08020619;08;02;06;19;2;10947;5677;5270;154;138;167;274;136;112;117;206;230;216;95;280;390;620;443;602;938;751;658;754;797;663;323;195;190;272;410;458;230;87;32;9;154;715;976;280;1010;4943;1181;1330;358
201612;08020620;08;02;06;20;2;9286;4492;4794;97;91;109;192;81;82;72;164;120;115;71;215;221;474;356;540;741;594;530;591;781;617;292;182;200;265;444;470;329;152;69;29;97;473;624;215;695;4133;1091;1379;579
201612;08020621;08;02;06;21;2;2322;1154;1168;9;24;15;41;24;24;17;48;31;45;21;69;75;104;51;54;106;105;124;173;263;217;123;89;60;97;124;106;46;31;6;0;9;104;186;69;179;876;429;387;83
201612;08020622;08;02;06;22;2;14255;6653;7602;145;134;138;262;105;115;129;194;200;188;109;316;360;631;377;624;953;860;789;968;1252;1084;612;345;393;488;793;774;431;272;167;47;145;639;935;316;991;5823;2041;2448;917
201612;08020623;08;02;06;23;2;1289;604;685;9;9;12;12;3;6;9;22;17;24;9;40;27;48;36;36;55;56;70;89;122;108;65;33;37;59;77;64;66;38;25;6;9;36;87;40;75;464;206;237;135
201612;08020624;08;02;06;24;2;1265;647;618;9;21;12;27;12;15;15;29;34;25;9;24;46;50;32;34;74;67;112;117;103;90;42;18;44;34;40;78;21;25;6;0;9;72;127;24;96;539;150;196;52
201612;08020625;08;02;06;25;2;3337;1727;1610;18;9;20;36;28;30;22;53;54;61;31;83;115;183;73;105;155;176;181;261;276;234;128;81;93;190;206;213;130;63;20;9;18;93;251;83;298;1227;443;702;222
201612;08020726;08;02;07;26;2;8344;4002;4342;75;65;52;125;66;85;63;129;92;124;55;223;243;349;175;273;455;454;462;682;745;651;317;219;248;326;547;534;310;150;44;6;75;308;548;223;592;3246;1187;1655;510
201612;08020727;08;02;07;27;2;11651;5526;6125;91;117;85;186;119;97;108;174;181;194;94;329;374;498;257;339;598;588;561;820;973;829;436;239;343;432;828;1002;491;199;57;12;91;507;848;329;872;4136;1504;2605;759
201612;08020728;08;02;07;28;2;8444;4200;4244;84;90;99;165;102;94;67;157;141;143;81;235;357;436;227;363;466;479;458;580;590;524;317;178;223;303;505;523;290;124;33;10;84;456;683;235;793;3163;1019;1554;457
201612;08030829;08;03;08;29;2;12454;5818;6636;124;144;135;241;136;142;111;250;219;236;108;338;349;523;316;474;720;698;645;723;849;731;440;280;296;403;828;1053;601;235;85;21;124;656;1066;338;872;4425;1451;2580;942
201612;08030830;08;03;08;30;2;7321;3399;3922;71;54;62;112;62;47;45;93;90;95;38;129;152;231;171;307;402;355;338;406;516;466;277;166;237;410;672;652;418;174;60;13;71;290;408;129;383;2495;909;1971;665
201612;08030831;08;03;08;31;2;17099;8149;8950;170;187;187;321;144;157;170;313;333;315;153;532;564;783;465;716;1057;945;966;1032;1262;1072;560;373;418;579;1059;1156;679;291;104;36;170;839;1441;532;1347;6443;2005;3212;1110
201612;08040932;08;04;09;32;2;2879;1352;1527;21;28;25;68;19;30;18;53;69;49;30;57;64;101;44;73;158;176;157;156;163;165;112;85;99;156;210;242;130;73;36;12;21;140;249;57;165;927;362;707;251
201612;08040933;08;04;09;33;2;4129;1976;2153;37;26;16;61;28;17;22;40;45;51;21;102;113;179;114;163;214;204;184;305;361;267;159;102;128;160;307;381;190;80;40;12;37;131;196;102;292;1545;528;976;322
201612;08040934;08;04;09;34;2;2688;1326;1362;19;34;26;50;18;18;21;49;54;57;27;78;86;121;64;124;138;138;117;193;223;248;111;85;94;113;146;132;67;31;3;3;19;128;226;78;207;997;444;485;104
201612;08041035;08;04;10;35;2;8103;4058;4045;71;65;60;150;65;61;62;128;143;171;99;230;279;306;129;215;347;392;473;652;754;578;351;225;241;316;585;554;256;105;37;3;71;340;664;230;585;2962;1154;1696;401
201612;08041036;08;04;10;36;2;6765;3339;3426;36;43;57;80;54;55;52;120;93;115;57;188;251;245;109;161;261;373;314;533;676;564;274;197;234;315;434;473;268;82;45;6;36;234;492;188;496;2427;1035;1456;401
201612;08041037;08;04;10;37;2;9682;4687;4995;72;89;80;147;70;45;61;149;148;141;60;274;294;405;201;275;516;449;469;678;898;797;402;246;329;403;683;716;356;167;47;15;72;386;604;274;699;3486;1445;2131;585
201612;08041038;08;04;10;38;2;6913;3389;3524;52;54;68;106;71;48;43;103;114;135;56;199;229;274;90;155;288;362;380;542;677;497;235;185;190;293;503;492;299;119;48;6;52;299;499;199;503;2494;917;1478;472
201612;08041039;08;04;10;39;2;3858;1834;2024;43;42;49;77;37;41;49;78;81;73;39;141;144;160;108;161;323;265;266;278;325;232;112;75;76;78;122;154;91;72;51;15;43;205;361;141;304;1726;419;430;229
201612;08041040;08;04;10;40;2;7987;3786;4201;78;66;76;142;64;79;71;144;128;168;80;309;280;337;125;231;400;449;473;623;659;618;324;220;254;305;452;450;259;90;27;6;78;348;670;309;617;2960;1162;1461;382
201612;09010101;09;01;01;01;2;11934;5999;5935;157;161;151;280;133;105;116;221;207;179;88;240;215;397;341;752;1553;1466;1038;949;889;603;245;141;139;158;273;326;237;121;41;12;157;725;916;240;612;6988;989;896;411
201612;09010102;09;01;01;02;2;70;39;31;3;0;0;3;0;0;0;0;0;0;0;9;3;0;0;0;0;12;0;9;13;9;0;0;6;0;0;3;0;0;0;0;3;3;0;9;3;34;9;9;0
201612;09010201;09;01;02;01;2;4319;2061;2258;70;63;61;132;55;57;55;68;69;62;33;101;67;85;82;205;448;406;300;381;345;231;100;58;56;75;153;228;165;86;15;7;70;311;344;101;152;2167;389;512;273
201612;09010202;09;01;02;02;2;6823;3266;3557;67;54;57;75;36;24;27;45;70;43;24;56;148;287;222;473;666;451;341;427;536;439;213;122;136;156;372;602;409;182;47;16;67;222;233;56;435;3116;774;1266;654
201612;09010301;09;01;03;01;2;15387;7346;8041;148;144;136;249;116;91;120;192;126;154;71;181;235;612;596;1157;1619;1191;795;907;1061;803;386;231;193;296;556;1281;1034;493;164;49;148;645;754;181;847;7326;1420;2326;1740
201612;09010302;09;01;03;02;2;2906;1457;1449;21;27;24;43;15;19;18;62;54;45;29;110;117;105;62;43;98;162;151;259;371;248;123;82;71;100;131;189;87;25;12;3;21;109;227;110;222;1146;453;491;127
201612;09010401;09;01;04;01;2;8203;3818;4385;58;79;71;117;48;57;49;88;87;85;48;152;165;222;182;356;538;449;347;524;669;531;252;183;188;229;530;968;586;226;99;20;58;315;414;152;387;3065;966;1915;931
201612;09010402;09;01;04;02;2;11480;5643;5837;128;130;143;265;126;136;109;236;222;235;104;296;288;406;326;622;996;893;717;886;1051;742;375;221;214;242;367;458;288;191;55;12;128;664;1042;296;694;5491;1338;1281;546
201612;09020501;09;02;05;01;2;6683;3546;3137;96;107;87;162;89;72;43;129;101;97;43;148;197;452;328;587;828;615;369;408;454;322;139;114;78;88;112;150;130;91;41;6;96;445;485;148;649;3589;575;428;268
201612;09020502;09;02;05;02;2;14865;7422;7443;202;182;194;327;126;132;123;238;224;171;114;342;415;812;642;1122;1767;1356;840;943;1050;791;373;225;165;234;402;592;463;196;80;22;202;829;1002;342;1227;7720;1389;1393;761
201612;09020601;09;02;06;01;2;7658;3985;3673;104;112;88;146;78;60;54;121;91;104;33;132;261;466;373;615;873;698;407;459;493;383;158;116;109;121;203;364;258;129;39;10;104;424;463;132;727;3918;657;797;436
201612;09020602;09;02;06;02;2;3512;1719;1793;21;21;31;60;22;27;33;51;51;55;24;51;73;79;71;91;190;214;177;243;294;257;166;100;111;136;213;320;218;94;12;6;21;134;241;51;152;1280;523;780;330
201612;09020701;09;02;07;01;2;1259;695;564;24;19;12;19;6;3;3;6;3;9;6;4;109;264;102;124;156;96;54;39;33;49;19;18;12;15;16;27;6;6;0;0;24;56;30;4;373;604;86;70;12
201612;09020702;09;02;07;02;2;16091;7983;8108;180;159;160;295;121;139;141;256;223;219;90;298;371;666;488;1002;1546;1207;904;1144;1293;1002;537;286;304;355;689;924;675;313;92;12;180;735;1068;298;1037;7584;1825;2272;1092
201612;09020801;09;02;08;01;2;2935;1429;1506;45;29;33;79;32;30;27;43;36;27;13;48;54;84;63;168;278;263;179;207;261;191;124;86;60;79;106;126;96;52;16;0;45;173;176;48;138;1419;401;371;164
201612;09020802;09;02;08;02;2;7737;3897;3840;82;88;119;188;78;81;96;172;150;138;64;211;194;322;235;491;780;627;412;487;555;468;237;111;118;131;261;481;248;82;24;6;82;473;701;211;516;3587;816;991;360
201612;09030901;09;03;09;01;2;12998;6464;6534;103;120;141;272;120;140;158;258;234;227;102;349;372;361;236;439;731;893;801;1110;1424;1049;511;306;284;365;575;671;344;218;65;19;103;653;1119;349;733;5634;1866;1895;646
201612;09030902;09;03;09;02;2;5667;2734;2933;47;63;76;129;52;63;69;108;127;107;52;187;177;237;165;272;404;316;302;435;528;480;234;118;119;138;191;233;139;64;29;6;47;320;526;187;414;2422;832;681;238
201612;09030903;09;03;09;03;2;8063;4087;3976;91;91;106;203;101;111;75;210;169;186;91;244;277;283;206;342;640;623;534;671;787;570;240;135;148;179;225;281;174;64;6;0;91;501;842;244;560;3803;945;833;244
201612;09031001;09;03;10;01;2;12776;6312;6464;116;110;112;236;109;128;126;240;198;229;111;350;329;350;217;400;687;810;740;1046;1331;1091;516;313;302;411;674;758;406;207;96;27;116;567;1032;350;679;5231;1920;2145;736
201612;09031101;09;03;11;01;2;6041;2959;3082;59;60;49;116;39;45;39;96;76;87;27;119;127;152;116;232;428;409;340;474;525;411;213;150;156;200;304;480;350;108;45;9;59;264;370;119;279;2524;774;1140;512
201612;09031201;09;03;12;01;2;1799;889;910;0;6;6;36;9;13;21;21;40;33;15;45;33;40;21;30;77;97;100;151;187;141;91;58;57;73;138;149;69;24;15;3;0;57;143;45;73;663;290;417;111
201612;09031202;09;03;12;02;2;2475;1230;1245;24;26;21;51;21;34;15;40;36;33;16;71;73;48;31;44;130;153;138;228;263;223;102;71;64;92;130;159;85;34;10;9;24;119;174;71;121;987;396;445;138
201612;09041301;09;04;13;01;2;14437;7008;7429;85;105;96;202;96;97;91;193;165;184;69;277;277;364;254;430;792;791;616;871;1271;1146;666;482;444;528;954;1539;791;386;118;57;85;499;799;277;641;5025;2294;3465;1352
201612;09041302;09;04;13;02;2;1812;881;931;15;18;21;33;12;18;27;42;27;27;13;31;24;28;27;39;84;112;119;135;194;174;63;57;60;60;100;123;79;34;12;4;15;84;154;31;52;710;294;343;129
201612;09041401;09;04;14;01;2;4962;2311;2651;34;42;27;63;26;33;49;51;62;47;35;87;105;144;121;164;290;214;194;241;273;246;169;131;152;253;600;614;284;139;60;12;34;158;277;87;249;1497;546;1619;495
201612;09041402;09;04;14;02;2;1485;726;759;18;12;22;21;15;9;12;27;27;27;15;36;27;15;30;66;110;104;85;96;124;121;64;33;33;46;94;96;59;24;17;0;18;70;117;36;42;615;218;269;100
