ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_E;E_EM;E_EW;E_E00_01;E_E01_02;E_E02_03;E_E03_05;E_E05_06;E_E06_07;E_E07_08;E_E08_10;E_E10_12;E_E12_14;E_E14_15;E_E15_18;E_E18_21;E_E21_25;E_E25_27;E_E27_30;E_E30_35;E_E35_40;E_E40_45;E_E45_50;E_E50_55;E_E55_60;E_E60_63;E_E63_65;E_E65_67;E_E67_70;E_E70_75;E_E75_80;E_E80_85;E_E85_90;E_E90_95;E_E95_110;E_U1;E_1U6;E_6U15;E_15U18;E_18U25;E_25U55;E_55U65;E_65U80;E_80U110
200412;01011101;01;01;11;01;1;3238;1677;1561;27;19;16;24;12;18;6;31;26;30;22;76;98;230;126;193;237;248;219;256;238;275;161;96;93;120;126;103;55;33;21;3;27;71;133;76;328;1517;532;442;112
200412;01011102;01;01;11;02;1;202;116;86;0;0;0;6;3;0;0;0;3;3;0;7;3;7;9;6;12;21;34;22;9;18;9;9;6;0;6;3;3;0;3;0;0;9;6;7;10;113;36;15;6
200412;01011103;01;01;11;03;1;4736;2443;2293;32;27;45;96;34;26;40;58;49;80;50;123;150;303;137;182;347;420;458;403;373;307;170;128;89;111;148;120;111;49;47;23;32;202;303;123;453;2320;605;468;230
200412;01011104;01;01;11;04;1;3781;1979;1802;23;51;53;92;55;38;44;72;92;71;37;153;190;345;209;247;342;339;363;264;199;158;75;41;27;59;72;34;24;6;3;3;23;251;354;153;535;1963;274;192;36
200412;01011105;01;01;11;05;1;612;357;255;0;0;6;6;3;3;7;3;3;3;6;10;26;24;26;25;74;83;54;69;60;31;21;7;12;23;9;3;12;3;0;0;0;15;25;10;50;391;59;47;15
200412;01011201;01;01;12;01;1;2279;1203;1076;9;20;15;29;9;21;19;30;28;48;45;93;82;101;49;69;145;213;243;217;209;155;84;72;50;64;78;51;15;9;7;0;9;73;191;93;183;1145;311;243;31
200412;01011202;01;01;12;02;1;396;206;190;0;3;9;0;3;0;0;9;0;9;0;12;21;27;6;19;30;52;39;43;27;18;18;18;6;12;9;3;0;0;3;0;0;15;18;12;48;216;54;30;3
200412;01011203;01;01;12;03;1;1002;519;483;9;0;9;19;10;3;3;12;6;18;12;27;29;38;38;47;82;95;108;69;96;85;43;26;24;34;33;18;9;0;0;0;9;38;54;27;67;535;154;109;9
200412;01011204;01;01;12;04;1;5589;2787;2802;39;28;22;53;19;18;22;52;48;44;39;134;165;280;143;215;391;458;451;425;460;435;332;213;220;232;308;201;106;18;18;0;39;122;223;134;445;2543;980;961;142
200412;01011301;01;01;13;01;1;4089;2177;1912;32;45;45;42;16;12;19;36;34;30;28;72;96;262;175;333;561;571;431;319;282;186;99;81;57;70;54;58;18;15;6;4;32;148;159;72;358;2672;366;239;43
200412;01011302;01;01;13;02;1;11234;5842;5392;129;129;118;216;68;85;89;134;127;137;97;311;333;702;475;881;1549;1594;1224;751;629;354;212;153;102;150;181;120;89;40;46;9;129;531;669;311;1035;7103;719;553;184
200412;01011303;01;01;13;03;1;8100;4117;3983;57;54;41;79;34;38;28;57;63;81;55;170;218;534;335;531;751;803;651;532;464;357;335;276;226;345;416;284;165;75;33;12;57;208;322;170;752;4067;968;1271;285
200412;01011304;01;01;13;04;1;7859;3556;4303;55;42;34;85;43;28;37;74;77;77;59;191;245;326;131;211;328;443;450;468;441;391;439;357;371;585;783;577;329;98;63;21;55;204;352;191;571;2472;1187;2316;511
200412;01011305;01;01;13;05;1;6198;3052;3146;23;37;28;54;18;35;22;40;44;46;27;166;178;354;200;249;396;429;417;398;369;289;309;272;310;431;577;307;123;35;12;3;23;137;214;166;532;2458;870;1625;173
200412;01011306;01;01;13;06;1;7245;3733;3512;47;53;56;84;56;31;32;62;56;63;72;200;265;485;268;378;580;708;671;546;495;321;296;253;243;305;300;164;84;26;30;15;47;249;316;200;750;3646;870;1012;155
200412;01011401;01;01;14;01;1;11868;6122;5746;132;140;103;199;96;85;62;148;119;120;76;228;304;836;633;1164;2035;1711;1135;655;486;275;213;157;88;142;196;146;113;38;27;6;132;538;610;228;1140;7819;645;572;184
200412;01011402;01;01;14;02;1;10332;5302;5030;132;98;102;136;65;52;68;87;76;65;50;186;194;704;602;1090;2027;1556;967;490;381;270;172;84;80;135;127;128;78;55;53;22;132;401;398;186;898;7113;526;470;208
